date,url,title
"April 14, 2022",https://www.fcc.gov/document/federal-communications-commission-equity-action-plan,Federal Communications Commission Equity Action Plan
"April 14, 2022",https://www.fcc.gov/document/fcc-hold-open-commission-meeting-thursday-april-21-2022,"FCC To Hold Open Commission Meeting Thursday, April 21, 2022"
"April 13, 2022",https://www.fcc.gov/document/chair-rosenworcel-supports-job-reclassification-911-professionals,Chair Rosenworcel Supports Job Reclassification of 911 Professionals
"April 9, 2022",https://www.fcc.gov/document/fcc-deactivates-disaster-reporting-puerto-rico-power-outage,FCC Deactivates Disaster Reporting for Puerto Rico Power Outage
"April 9, 2022",https://www.fcc.gov/document/puerto-rico-power-outage-communications-status-report-april-9-2022,"Puerto Rico Power Outage Communications Status Report - April 9, 2022"
