date,Type,title,url,description
"May 13, 2022",Research,The Biden Administration’s Russia Sanctions,https://chinaus-icas.org/research/the-biden-administrations-russia-sanctions/,"Economic Warfare, 21st Century Edition"
"April 21, 2022",Research,The South Pacific Ocean: Another battleground for China-US competition?,https://chinaus-icas.org/research/the-south-pacific-ocean-another-battleground-for-china-us-competition/,
