date,link,title
06/09/22,https://www.semiconductors.org/slapping-tariffs-on-digital-data-flows-is-a-really-bad-idea/,Slapping Tariffs on Digital Data Flows Is a Really Bad Idea
06/06/22,https://www.semiconductors.org/global-semiconductor-sales-increase-21-1-year-to-year-0-7-month-to-month-in-april/,"Global Semiconductor Sales Increase 21.1% Year-to-Year, 0.7% Month-to-Month in April"
