date,url,title
"October 12, 2021",https://www.fcc.gov/document/acting-chair-rosenworcel-americas-spectrum-management-conference,Acting Chair Rosenworcel to Americas Spectrum Management Conference
"October 8, 2021",https://www.fcc.gov/document/fcc-announces-north-american-numbering-council-working-group-members,FCC Announces North American Numbering Council Working Group Members
"October 7, 2021",https://www.fcc.gov/document/fcc-concludes-core-communications-tariff-investigation,FCC Concludes Core Communications Tariff Investigation
"October 7, 2021",https://www.fcc.gov/document/fcc-makes-available-over-163-million-broadband-21-states,FCC Makes Available Over $163 Million for Broadband in 21 States
