date,url,title
"March 9, 2022",https://www.fcc.gov/document/fcc-hold-open-commission-meeting-wednesday-march-16-2022,"FCC To Hold Open Commission Meeting Wednesday, March 16, 2022"
"March 7, 2022",https://www.fcc.gov/document/fcc-commits-nearly-64m-emergency-connectivity-funding,FCC Commits Nearly $64M in Emergency Connectivity Funding
"March 4, 2022",https://www.fcc.gov/document/simington-addresses-texas-public-policy-foundation,Simington Addresses Texas Public Policy Foundation
