date,url,title
"September 28, 2021",https://www.fcc.gov/document/fcc-opens-second-filing-window-emergency-connectivity-fund,FCC Opens Second Filing Window for Emergency Connectivity Fund
"September 28, 2021",https://www.fcc.gov/document/fcc-enrolls-6m-households-ebb-program,FCC Enrolls 6M+ Households in EBB Program
"September 27, 2021",https://www.fcc.gov/document/acting-chair-rosenworcel-and-cmr-carr-travel-louisiana,Acting Chair Rosenworcel and Cmr Carr Travel to Louisiana
