date,url,title
"April 9, 2022",https://www.fcc.gov/document/fcc-deactivates-disaster-reporting-puerto-rico-power-outage,FCC Deactivates Disaster Reporting for Puerto Rico Power Outage
"April 9, 2022",https://www.fcc.gov/document/puerto-rico-power-outage-communications-status-report-april-9-2022,"Puerto Rico Power Outage Communications Status Report - April 9, 2022"
"April 8, 2022",https://www.fcc.gov/document/puerto-rico-power-outage-communications-status-report-april-8-2022,"Puerto Rico Power Outage Communications Status Report - April 8, 2022"
"April 8, 2022",https://www.fcc.gov/document/chair-convenes-interagency-cybersecurity-forum-principals-mtg,Chair Convenes Interagency Cybersecurity Forum Principals Mtg.
"April 8, 2022",https://www.fcc.gov/document/fcc-lowers-caller-rates-use-reassigned-numbers-database,FCC Lowers Caller Rates for Use of Reassigned Numbers Database
"April 7, 2022",https://www.fcc.gov/document/fcc-assistance-puerto-rico-outage-emergencies-available-247,FCC Assistance for Puerto Rico Outage Emergencies Available 24/7
"April 7, 2022",https://www.fcc.gov/document/emergency-communications-procedures-puerto-rico,Emergency Communications Procedures for Puerto Rico
"April 7, 2022",https://www.fcc.gov/document/fcc-activates-disaster-information-reporting-puerto-rico,FCC Activates Disaster Information Reporting for Puerto Rico
"April 7, 2022",https://www.fcc.gov/document/majority-us-states-have-joined-fcc-robocall-partnerships,Majority of U.S. States Have Joined FCC in Robocall Partnerships
"April 7, 2022",https://www.fcc.gov/document/commissioner-starks-announces-staff-changes-0,Commissioner Starks Announces Staff Changes
