date,topic,title,url
,U.S. Foreign Policy,What Lessons Can We Learn from “The Week that Changed the World?”,https://www.wilsoncenter.org/video/what-lessons-can-we-learn-week-changed-world
"February 14, 2022",Great Power Competition,The Wilson China Fellowship Conference 2022,https://www.wilsoncenter.org/event/wilson-china-fellowship-conference-2022
