name,text,date,pdf_link
,,,https://www.congress.gov/bill-texts-received-today
H.J.Res.67 [117th]," - Providing for congressional disapproval under chapter 8 of title 5, United States Code, of the rule submitted by the Centers for Medicare & Medicaid Services relating to ""Medicare and Medicaid Programs; Omnibus COVID-19 Health Care Staff Vaccination"".",Introduced in House (12/09/2021):,https://www.congress.gov/117/bills/hjres67/BILLS-117hjres67ih.pdf
H.R.6204 [117th], - Combating International Islamophobia Act,Introduced in House (12/09/2021):,https://www.congress.gov/117/bills/hr6204/BILLS-117hr6204ih.pdf
S.Con.Res.22 [117th]," - A concurrent resolution providing for the use of the catafalque situated in the Exhibition Hall of the Capitol Visitor Center in connection with memorial services to be conducted in the rotunda of the Capitol for the Honorable Robert Joseph Dole, a Senator from the Stat",Enrolled Bill:,https://www.congress.gov/117/bills/sconres22/BILLS-117sconres22enr.pdf
S.Con.Res.23 [117th]," - A concurrent resolution authorizing the use of the rotunda of the Capitol for the lying in state of the remains of the Honorable Robert Joseph Dole, a Senator from the State of Kansas.",Enrolled Bill:,https://www.congress.gov/117/bills/sconres23/BILLS-117sconres23enr.pdf
H.Res.837 [117th], - Expressing the sense of the House of Representatives that Beijing should immediately guarantee the safety and freedom of tennis star Peng Shuai.,Engrossed in House (12/08/2021):,https://www.congress.gov/117/bills/hres837/BILLS-117hres837eh.pdf
H.R.6101 [117th], - Drug Price Transparency in Medicaid Act of 2021,Introduced in House (12/01/2021):,https://www.congress.gov/117/bills/hr6101/BILLS-117hr6101ih.pdf
H.R.6105 [117th]," - To terminate the public health emergency with respect to COVID-19 on December 25, 2021.",Introduced in House (12/01/2021):,https://www.congress.gov/117/bills/hr6105/BILLS-117hr6105ih.pdf
H.R.6106 [117th]," - To amend title III of the Public Health Service Act to terminate the effective time period for immunity for manufacturers of COVID-19 vaccines, and for other purposes.",Introduced in House (12/01/2021):,https://www.congress.gov/117/bills/hr6106/BILLS-117hr6106ih.pdf
H.R.6103 [117th], - Consumer Online Payment Transparency and Integrity Act,Introduced in House (12/01/2021):,https://www.congress.gov/117/bills/hr6103/BILLS-117hr6103ih.pdf
H.R.6100 [117th]," - To amend the Animal Welfare Act to increase enforcement with respect to violations of that Act, and for other purposes.",Introduced in House (12/01/2021):,https://www.congress.gov/117/bills/hr6100/BILLS-117hr6100ih.pdf
S.3294 [117th], - A bill to obtain and direct the placement in the Capitol or on the Capitol Grounds of a statue to honor Associate Justice of the Supreme Court of the United States Sandra Day O'Connor and a statue to honor Associate Justice of the Supreme Court of the United States Ruth,Engrossed in Senate (12/09/2021):,https://www.congress.gov/117/bills/s3294/BILLS-117s3294es.pdf
