date,type,title,sponsor,committees,latest_action,tracker,url
04/21/2022,BILL,Domestic Terrorism Prevention Act of 2022,"Rep. Schneider, Bradley Scott [D-IL-10]", House - Judiciary; Homeland Security; Armed Services        ,"House - 04/21/2022 Placed on the Union Calendar, Calendar No. 214. (",Introduced,https://www.congress.gov/bill/117th-congress/house-bill/350?q=%7B%22search%22%3A%5B%22actionDate%3A%5C%22117%7C2022-04-21%5C%22+AND+%28billIsReserved%3A%5C%22N%5C%22+OR+type%3A%5C%22AMENDMENT%5C%22%29%22%2C%22%5C%22117%7C2022-04-21%5C%22%22%5D%7D&s=1&r=1
04/26/2022,BILL,Protection of Women and Girls in Sports Act of 2021,"Rep. Steube, W. Gregory [R-FL-17]", House - Education and Labor        ,House - 04/26/2022 Motion to Discharge Committee filed by Mr. Banks. Petition No: 117-13. (,Introduced,https://www.congress.gov/bill/117th-congress/house-bill/426?q=%7B%22search%22%3A%5B%22actionDate%3A%5C%22117%7C2022-04-26%5C%22+AND+%28billIsReserved%3A%5C%22N%5C%22+OR+type%3A%5C%22AMENDMENT%5C%22%29%22%2C%22%5C%22117%7C2022-04-26%5C%22%22%5D%7D&s=1&r=1
04/25/2022,BILL,"To provide for the conveyance of certain property to the Tanana Tribal Council located in Tanana, Alaska, the conveyance of certain property to the Southeast Alaska Regional Health Consortium located in Sitka, Alaska, and the conveyance of certain property to the Alaskan Native Tribal Health Consortium located in Anchorage, Alaska, and for other purposes.","Rep. Young, Don [R-AK-At Large]", House - Natural Resources; Energy and Commerce        ,House - 04/26/2022 The title of the measure was amended. Agreed to without objection. (,Passed House,https://www.congress.gov/bill/117th-congress/house-bill/441?q=%7B%22search%22%3A%5B%22actionDate%3A%5C%22117%7C2022-04-25%5C%22+AND+%28billIsReserved%3A%5C%22N%5C%22+OR+type%3A%5C%22AMENDMENT%5C%22%29%22%2C%22%5C%22117%7C2022-04-25%5C%22%22%5D%7D&s=1&r=1
04/21/2022,BILL,Kimberly Vaughan Firearm Safe Storage Act,"Rep. Jackson Lee, Sheila [D-TX-18]", House - Judiciary; Ways and Means        ,"House - 04/21/2022 Referred to the Committee on the Judiciary, and in addition to the Committee on Ways and Means, for a period to be subsequently determined by the Speaker, in each case for consideration of such provisions as fall within the jurisdiction of the committee concerned. (",Introduced,https://www.congress.gov/bill/117th-congress/house-bill/7545?q=%7B%22search%22%3A%5B%22actionDate%3A%5C%22117%7C2022-04-21%5C%22+AND+%28billIsReserved%3A%5C%22N%5C%22+OR+type%3A%5C%22AMENDMENT%5C%22%29%22%2C%22%5C%22117%7C2022-04-21%5C%22%22%5D%7D&s=1&r=2
04/21/2022,BILL,Stop Human Trafficking in School Zones Act,"Rep. Jackson Lee, Sheila [D-TX-18]", House - Judiciary        ,House - 04/21/2022 Referred to the House Committee on the Judiciary. (,Introduced,https://www.congress.gov/bill/117th-congress/house-bill/7546?q=%7B%22search%22%3A%5B%22actionDate%3A%5C%22117%7C2022-04-21%5C%22+AND+%28billIsReserved%3A%5C%22N%5C%22+OR+type%3A%5C%22AMENDMENT%5C%22%29%22%2C%22%5C%22117%7C2022-04-21%5C%22%22%5D%7D&s=1&r=3
04/21/2022,BILL,SPACE Tax Act,"Rep. Blumenauer, Earl [D-OR-3]", House - Ways and Means        ,House - 04/21/2022 Referred to the House Committee on Ways and Means. (,Introduced,https://www.congress.gov/bill/117th-congress/house-bill/7547?q=%7B%22search%22%3A%5B%22actionDate%3A%5C%22117%7C2022-04-21%5C%22+AND+%28billIsReserved%3A%5C%22N%5C%22+OR+type%3A%5C%22AMENDMENT%5C%22%29%22%2C%22%5C%22117%7C2022-04-21%5C%22%22%5D%7D&s=1&r=4
04/21/2022,BILL,Securing Americans from Transportation Insanity Act,"Rep. Boebert, Lauren [R-CO-3]", House - Homeland Security        ,House - 04/21/2022 Referred to the House Committee on Homeland Security. (,Introduced,https://www.congress.gov/bill/117th-congress/house-bill/7548?q=%7B%22search%22%3A%5B%22actionDate%3A%5C%22117%7C2022-04-21%5C%22+AND+%28billIsReserved%3A%5C%22N%5C%22+OR+type%3A%5C%22AMENDMENT%5C%22%29%22%2C%22%5C%22117%7C2022-04-21%5C%22%22%5D%7D&s=1&r=5
04/21/2022,BILL,Seasonal Worker Solidarity Act of 2022,"Rep. Castro, Joaquin [D-TX-20]", House - Judiciary        ,House - 04/21/2022 Referred to the House Committee on the Judiciary. (,Introduced,https://www.congress.gov/bill/117th-congress/house-bill/7549?q=%7B%22search%22%3A%5B%22actionDate%3A%5C%22117%7C2022-04-21%5C%22+AND+%28billIsReserved%3A%5C%22N%5C%22+OR+type%3A%5C%22AMENDMENT%5C%22%29%22%2C%22%5C%22117%7C2022-04-21%5C%22%22%5D%7D&s=1&r=6
04/21/2022,BILL,Oil and Gas Industry Antitrust Act,"Rep. Demings, Val Butler [D-FL-10]", House - Energy and Commerce; Judiciary        ,"House - 04/21/2022 Referred to the Committee on Energy and Commerce, and in addition to the Committee on the Judiciary, for a period to be subsequently determined by the Speaker, in each case for consideration of such provisions as fall within the jurisdiction of the committee... (",Introduced,https://www.congress.gov/bill/117th-congress/house-bill/7550?q=%7B%22search%22%3A%5B%22actionDate%3A%5C%22117%7C2022-04-21%5C%22+AND+%28billIsReserved%3A%5C%22N%5C%22+OR+type%3A%5C%22AMENDMENT%5C%22%29%22%2C%22%5C%22117%7C2022-04-21%5C%22%22%5D%7D&s=1&r=7
04/21/2022,BILL,Housatonic Wild and Scenic River Act of 2022,"Rep. Hayes, Jahana [D-CT-5]", House - Natural Resources        ,House - 04/21/2022 Referred to the House Committee on Natural Resources. (,Introduced,https://www.congress.gov/bill/117th-congress/house-bill/7551?q=%7B%22search%22%3A%5B%22actionDate%3A%5C%22117%7C2022-04-21%5C%22+AND+%28billIsReserved%3A%5C%22N%5C%22+OR+type%3A%5C%22AMENDMENT%5C%22%29%22%2C%22%5C%22117%7C2022-04-21%5C%22%22%5D%7D&s=1&r=8
04/21/2022,BILL,Golden-preneurship Act,"Rep. Kim, Young [R-CA-39]", House - Small Business        ,House - 04/21/2022 Referred to the House Committee on Small Business. (,Introduced,https://www.congress.gov/bill/117th-congress/house-bill/7552?q=%7B%22search%22%3A%5B%22actionDate%3A%5C%22117%7C2022-04-21%5C%22+AND+%28billIsReserved%3A%5C%22N%5C%22+OR+type%3A%5C%22AMENDMENT%5C%22%29%22%2C%22%5C%22117%7C2022-04-21%5C%22%22%5D%7D&s=1&r=9
04/21/2022,BILL,Warrant for Metadata Act,"Rep. Lieu, Ted [D-CA-33]", House - Judiciary        ,House - 04/21/2022 Referred to the House Committee on the Judiciary. (,Introduced,https://www.congress.gov/bill/117th-congress/house-bill/7553?q=%7B%22search%22%3A%5B%22actionDate%3A%5C%22117%7C2022-04-21%5C%22+AND+%28billIsReserved%3A%5C%22N%5C%22+OR+type%3A%5C%22AMENDMENT%5C%22%29%22%2C%22%5C%22117%7C2022-04-21%5C%22%22%5D%7D&s=1&r=10
04/21/2022,BILL,OWNER Act,"Rep. Malliotakis, Nicole [R-NY-11]", House - Natural Resources; Budget        ,"House - 04/21/2022 Referred to the Committee on Natural Resources, and in addition to the Committee on the Budget, for a period to be subsequently determined by the Speaker, in each case for consideration of such provisions as fall within the jurisdiction of the committee concerned. (",Introduced,https://www.congress.gov/bill/117th-congress/house-bill/7554?q=%7B%22search%22%3A%5B%22actionDate%3A%5C%22117%7C2022-04-21%5C%22+AND+%28billIsReserved%3A%5C%22N%5C%22+OR+type%3A%5C%22AMENDMENT%5C%22%29%22%2C%22%5C%22117%7C2022-04-21%5C%22%22%5D%7D&s=1&r=11
04/21/2022,BILL,Armenian Genocide Education Act,"Rep. Maloney, Carolyn B. [D-NY-12]", House - House Administration        ,House - 04/21/2022 Referred to the House Committee on House Administration. (,Introduced,https://www.congress.gov/bill/117th-congress/house-bill/7555?q=%7B%22search%22%3A%5B%22actionDate%3A%5C%22117%7C2022-04-21%5C%22+AND+%28billIsReserved%3A%5C%22N%5C%22+OR+type%3A%5C%22AMENDMENT%5C%22%29%22%2C%22%5C%22117%7C2022-04-21%5C%22%22%5D%7D&s=1&r=12
04/21/2022,BILL,Veterans Benefits Improvement Act of 2022,"Rep. McKinley, David B. [R-WV-1]", House - Veterans' Affairs; Ways and Means        ,"House - 04/21/2022 Referred to the Committee on Veterans' Affairs, and in addition to the Committee on Ways and Means, for a period to be subsequently determined by the Speaker, in each case for consideration of such provisions as fall within the jurisdiction of the committee... (",Introduced,https://www.congress.gov/bill/117th-congress/house-bill/7556?q=%7B%22search%22%3A%5B%22actionDate%3A%5C%22117%7C2022-04-21%5C%22+AND+%28billIsReserved%3A%5C%22N%5C%22+OR+type%3A%5C%22AMENDMENT%5C%22%29%22%2C%22%5C%22117%7C2022-04-21%5C%22%22%5D%7D&s=1&r=13
04/26/2022,BILL,"To provide for the conveyance of certain property to the Tanana Tribal Council located in Tanana, Alaska, the conveyance of certain property to the Southeast Alaska Regional Health Consortium located in Sitka, Alaska, and the conveyance of certain property to the Alaskan Native Tribal Health Consortium located in Anchorage, Alaska, and for other purposes.","Rep. Young, Don [R-AK-At Large]", House - Natural Resources; Energy and Commerce        ,House - 04/26/2022 The title of the measure was amended. Agreed to without objection. (,Passed House,https://www.congress.gov/bill/117th-congress/house-bill/441?q=%7B%22search%22%3A%5B%22actionDate%3A%5C%22117%7C2022-04-26%5C%22+AND+%28billIsReserved%3A%5C%22N%5C%22+OR+type%3A%5C%22AMENDMENT%5C%22%29%22%2C%22%5C%22117%7C2022-04-26%5C%22%22%5D%7D&s=1&r=2
04/26/2022,BILL,Highlands Conservation Reauthorization Act of 2021,"Rep. Maloney, Sean Patrick [D-NY-18]", House - Natural Resources        ,House - 04/26/2022 Motion to reconsider laid on the table Agreed to without objection. (,Passed House,https://www.congress.gov/bill/117th-congress/house-bill/2793?q=%7B%22search%22%3A%5B%22actionDate%3A%5C%22117%7C2022-04-26%5C%22+AND+%28billIsReserved%3A%5C%22N%5C%22+OR+type%3A%5C%22AMENDMENT%5C%22%29%22%2C%22%5C%22117%7C2022-04-26%5C%22%22%5D%7D&s=1&r=3
04/26/2022,BILL,Modernizing Access to Our Public Land Act,"Rep. Moore, Blake D. [R-UT-1]", House - Natural Resources; Agriculture; Transportation and Infrastructure        ,,To President,https://www.congress.gov/bill/117th-congress/house-bill/3113?q=%7B%22search%22%3A%5B%22actionDate%3A%5C%22117%7C2022-04-26%5C%22+AND+%28billIsReserved%3A%5C%22N%5C%22+OR+type%3A%5C%22AMENDMENT%5C%22%29%22%2C%22%5C%22117%7C2022-04-26%5C%22%22%5D%7D&s=1&r=4
04/26/2022,BILL,Commission To Study the Potential Creation of a National Museum of Asian Pacific American History and Culture Act,"Rep. Meng, Grace [D-NY-6]", House - Natural Resources; House Administration        ,House - 04/26/2022 Motion to reconsider laid on the table Agreed to without objection. (,Passed House,https://www.congress.gov/bill/117th-congress/house-bill/3525?q=%7B%22search%22%3A%5B%22actionDate%3A%5C%22117%7C2022-04-26%5C%22+AND+%28billIsReserved%3A%5C%22N%5C%22+OR+type%3A%5C%22AMENDMENT%5C%22%29%22%2C%22%5C%22117%7C2022-04-26%5C%22%22%5D%7D&s=1&r=5
04/26/2022,BILL,One Stop Shop for Small Business Compliance Act of 2021,"Rep. Delgado, Antonio [D-NY-19]", House - Small Business        ,House - 04/26/2022 Motion to reconsider laid on the table Agreed to without objection. (,Passed House,https://www.congress.gov/bill/117th-congress/house-bill/4877?q=%7B%22search%22%3A%5B%22actionDate%3A%5C%22117%7C2022-04-26%5C%22+AND+%28billIsReserved%3A%5C%22N%5C%22+OR+type%3A%5C%22AMENDMENT%5C%22%29%22%2C%22%5C%22117%7C2022-04-26%5C%22%22%5D%7D&s=1&r=6
04/26/2022,BILL,Great Lakes Fish and Wildlife Restoration Reauthorization Act of 2021,"Rep. Dingell, Debbie [D-MI-12]", House - Natural Resources        ,House - 04/26/2022 Motion to reconsider laid on the table Agreed to without objection. (,Passed House,https://www.congress.gov/bill/117th-congress/house-bill/5973?q=%7B%22search%22%3A%5B%22actionDate%3A%5C%22117%7C2022-04-26%5C%22+AND+%28billIsReserved%3A%5C%22N%5C%22+OR+type%3A%5C%22AMENDMENT%5C%22%29%22%2C%22%5C%22117%7C2022-04-26%5C%22%22%5D%7D&s=1&r=7
04/26/2022,BILL,Multinational Species Conservation Funds Semipostal Stamp Reauthorization Act of 2021,"Rep. Costa, Jim [D-CA-16]", House - Oversight and Reform; Natural Resources; Budget        ,House - 04/26/2022 Motion to reconsider laid on the table Agreed to without objection. (,Passed House,https://www.congress.gov/bill/117th-congress/house-bill/6023?q=%7B%22search%22%3A%5B%22actionDate%3A%5C%22117%7C2022-04-26%5C%22+AND+%28billIsReserved%3A%5C%22N%5C%22+OR+type%3A%5C%22AMENDMENT%5C%22%29%22%2C%22%5C%22117%7C2022-04-26%5C%22%22%5D%7D&s=1&r=8
04/26/2022,BILL,National Liberty Memorial Preservation Act,"Rep. Watson Coleman, Bonnie [D-NJ-12]", House - Natural Resources        ,House - 04/26/2022 Motion to reconsider laid on the table Agreed to without objection. (,Passed House,https://www.congress.gov/bill/117th-congress/house-bill/6201?q=%7B%22search%22%3A%5B%22actionDate%3A%5C%22117%7C2022-04-26%5C%22+AND+%28billIsReserved%3A%5C%22N%5C%22+OR+type%3A%5C%22AMENDMENT%5C%22%29%22%2C%22%5C%22117%7C2022-04-26%5C%22%22%5D%7D&s=1&r=9
04/26/2022,BILL,Women’s Business Centers Improvement Act of 2022,"Rep. Davids, Sharice [D-KS-3]", House - Small Business        ,House - 04/26/2022 Motion to reconsider laid on the table Agreed to without objection. (,Passed House,https://www.congress.gov/bill/117th-congress/house-bill/6441?q=%7B%22search%22%3A%5B%22actionDate%3A%5C%22117%7C2022-04-26%5C%22+AND+%28billIsReserved%3A%5C%22N%5C%22+OR+type%3A%5C%22AMENDMENT%5C%22%29%22%2C%22%5C%22117%7C2022-04-26%5C%22%22%5D%7D&s=1&r=10
04/26/2022,BILL,Small Business Development Centers Improvement Act of 2022,"Rep. Golden, Jared F. [D-ME-2]", House - Small Business; Budget        ,House - 04/26/2022 Motion to reconsider laid on the table Agreed to without objection. (,Passed House,https://www.congress.gov/bill/117th-congress/house-bill/6445?q=%7B%22search%22%3A%5B%22actionDate%3A%5C%22117%7C2022-04-26%5C%22+AND+%28billIsReserved%3A%5C%22N%5C%22+OR+type%3A%5C%22AMENDMENT%5C%22%29%22%2C%22%5C%22117%7C2022-04-26%5C%22%22%5D%7D&s=1&r=11
04/26/2022,BILL,SCORE for Small Business Act of 2022,"Rep. Kim, Young [R-CA-39]", House - Small Business        ,House - 04/26/2022 Motion to reconsider laid on the table Agreed to without objection. (,Passed House,https://www.congress.gov/bill/117th-congress/house-bill/6450?q=%7B%22search%22%3A%5B%22actionDate%3A%5C%22117%7C2022-04-26%5C%22+AND+%28billIsReserved%3A%5C%22N%5C%22+OR+type%3A%5C%22AMENDMENT%5C%22%29%22%2C%22%5C%22117%7C2022-04-26%5C%22%22%5D%7D&s=1&r=12
