name,text,date,pdf_link
,,,https://www.congress.gov/bill-texts-received-today
H.R.7121 [117th], - Protecting our Pharmaceutical Supply Chain from China Act of 2022,Introduced in House (03/17/2022):,https://www.congress.gov/117/bills/hr7121/BILLS-117hr7121ih.pdf
H.R.7147 [117th], - Cost of War Act of 2022,Introduced in House (03/17/2022):,https://www.congress.gov/117/bills/hr7147/BILLS-117hr7147ih.pdf
H.R.7139 [117th], - Removing Arms from Terrorists Through Sanctions Act,Introduced in House (03/17/2022):,https://www.congress.gov/117/bills/hr7139/BILLS-117hr7139ih.pdf
H.R.7140 [117th], - PROTECTS Act,Introduced in House (03/17/2022):,https://www.congress.gov/117/bills/hr7140/BILLS-117hr7140ih.pdf
H.R.7133 [117th], - CLEAR Doors Act,Introduced in House (03/17/2022):,https://www.congress.gov/117/bills/hr7133/BILLS-117hr7133ih.pdf
H.R.7137 [117th], - CLEAN Act,Introduced in House (03/17/2022):,https://www.congress.gov/117/bills/hr7137/BILLS-117hr7137ih.pdf
H.R.7142 [117th], - PROTECT Act of 2022,Introduced in House (03/17/2022):,https://www.congress.gov/117/bills/hr7142/BILLS-117hr7142ih.pdf
H.R.7136 [117th], - No Flights Act,Introduced in House (03/17/2022):,https://www.congress.gov/117/bills/hr7136/BILLS-117hr7136ih.pdf
H.R.7141 [117th], - College Completion Fund Act of 2022,Introduced in House (03/17/2022):,https://www.congress.gov/117/bills/hr7141/BILLS-117hr7141ih.pdf
H.R.7145 [117th], - ASSET Act,Introduced in House (03/17/2022):,https://www.congress.gov/117/bills/hr7145/BILLS-117hr7145ih.pdf
H.R.7132 [117th], - Safe Connections Act of 2022,Introduced in House (03/17/2022):,https://www.congress.gov/117/bills/hr7132/BILLS-117hr7132ih.pdf
