date,type,title,sponsor,committees,latest_action,tracker,url
07/14/2021,BILL,Construction Consensus Procurement Improvement Act of 2021,"Rep. Comer, James [R-KY-1]", House - Oversight and Reform; Budget | Senate - Homeland Security and Governmental Affairs        ,Senate - 07/14/2021 Message on Senate action sent to the House. (,Passed Senate,https://www.congress.gov/bill/117th-congress/house-bill/26?q=%7B%22search%22%3A%5B%22actionDate%3A%5C%22117%7C2021-07-14%5C%22+AND+%28billIsReserved%3A%5C%22N%5C%22+OR+type%3A%5C%22AMENDMENT%5C%22%29%22%5D%7D&s=1&r=1
07/14/2021,BILL,Homeland Security Acquisition Professional Career Program Act,"Rep. Titus, Dina [D-NV-1]", House - Homeland Security | Senate - Homeland Security and Governmental Affairs        ,Senate - 07/14/2021 Committee on Homeland Security and Governmental Affairs. Ordered to be reported without amendment favorably. (,Passed House,https://www.congress.gov/bill/117th-congress/house-bill/367?q=%7B%22search%22%3A%5B%22actionDate%3A%5C%22117%7C2021-07-14%5C%22+AND+%28billIsReserved%3A%5C%22N%5C%22+OR+type%3A%5C%22AMENDMENT%5C%22%29%22%5D%7D&s=1&r=2
07/14/2021,BILL,Department of Homeland Security Mentor-Protege Program Act of 2021,"Rep. McEachin, A. Donald [D-VA-4]", House - Homeland Security | Senate - Homeland Security and Governmental Affairs        ,Senate - 07/14/2021 Committee on Homeland Security and Governmental Affairs. Ordered to be reported without amendment favorably. (,Passed House,https://www.congress.gov/bill/117th-congress/house-bill/408?q=%7B%22search%22%3A%5B%22actionDate%3A%5C%22117%7C2021-07-14%5C%22+AND+%28billIsReserved%3A%5C%22N%5C%22+OR+type%3A%5C%22AMENDMENT%5C%22%29%22%5D%7D&s=1&r=3
07/14/2021,BILL,Trusted Traveler Reconsideration and Restoration Act of 2021,"Rep. Katko, John [R-NY-24]", House - Homeland Security | Senate - Homeland Security and Governmental Affairs        ,Senate - 07/14/2021 Committee on Homeland Security and Governmental Affairs. Ordered to be reported without amendment favorably. (,Passed House,https://www.congress.gov/bill/117th-congress/house-bill/473?q=%7B%22search%22%3A%5B%22actionDate%3A%5C%22117%7C2021-07-14%5C%22+AND+%28billIsReserved%3A%5C%22N%5C%22+OR+type%3A%5C%22AMENDMENT%5C%22%29%22%5D%7D&s=1&r=4
07/14/2021,BILL,Preventing Disaster Revictimization Act,"Rep. Graves, Sam [R-MO-6]", House - Transportation and Infrastructure; Budget | Senate - Homeland Security and Governmental Affairs        ,Senate - 07/14/2021 Committee on Homeland Security and Governmental Affairs. Ordered to be reported without amendment favorably. (,Passed House,https://www.congress.gov/bill/117th-congress/house-bill/539?q=%7B%22search%22%3A%5B%22actionDate%3A%5C%22117%7C2021-07-14%5C%22+AND+%28billIsReserved%3A%5C%22N%5C%22+OR+type%3A%5C%22AMENDMENT%5C%22%29%22%5D%7D&s=1&r=5
07/14/2021,BILL,"To designate the facility of the United States Postal Service located at 229 Minnetonka Avenue South in Wayzata, Minnesota, as the Jim Ramstad Post Office.","Rep. Phillips, Dean [D-MN-3]", House - Oversight and Reform | Senate - Homeland Security and Governmental Affairs        ,Senate - 07/14/2021 Placed on Senate Legislative Calendar under General Orders. Calendar No. 101. (,Passed House,https://www.congress.gov/bill/117th-congress/house-bill/772?q=%7B%22search%22%3A%5B%22actionDate%3A%5C%22117%7C2021-07-14%5C%22+AND+%28billIsReserved%3A%5C%22N%5C%22+OR+type%3A%5C%22AMENDMENT%5C%22%29%22%5D%7D&s=1&r=6
07/14/2021,BILL,EAGLE Act,"Rep. Meeks, Gregory W. [D-NY-5]", House - Foreign Affairs; Financial Services; Ways and Means; Judiciary; Intelligence (Permanent Select)        ,House - 07/14/2021 Committee Consideration and Mark-up Session Held. (,Introduced,https://www.congress.gov/bill/117th-congress/house-bill/3524?q=%7B%22search%22%3A%5B%22actionDate%3A%5C%22117%7C2021-07-14%5C%22+AND+%28billIsReserved%3A%5C%22N%5C%22+OR+type%3A%5C%22AMENDMENT%5C%22%29%22%5D%7D&s=1&r=7
07/14/2021,BILL,"To facilitate efficient investments and financing of infrastructure projects and new job creation through the establishment of a National Infrastructure Development Bank, and for other purposes.","Rep. DeLauro, Rosa L. [D-CT-3]", House - Energy and Commerce; Transportation and Infrastructure; Financial Services        ,House - 07/14/2021 Referred to the Subcommittee on Water Resources and Environment. (,Introduced,https://www.congress.gov/bill/117th-congress/house-bill/4413?q=%7B%22search%22%3A%5B%22actionDate%3A%5C%22117%7C2021-07-14%5C%22+AND+%28billIsReserved%3A%5C%22N%5C%22+OR+type%3A%5C%22AMENDMENT%5C%22%29%22%5D%7D&s=1&r=8
07/14/2021,BILL,"To place a moratorium on large concentrated animal feeding operations, to strengthen the Packers and Stockyards Act, 1921, to require country of origin labeling on beef, pork, and dairy products, and for other purposes.","Rep. Khanna, Ro [D-CA-17]", House - Agriculture; Transportation and Infrastructure        ,House - 07/14/2021 Referred to the Subcommittee on Water Resources and Environment. (,Introduced,https://www.congress.gov/bill/117th-congress/house-bill/4421?q=%7B%22search%22%3A%5B%22actionDate%3A%5C%22117%7C2021-07-14%5C%22+AND+%28billIsReserved%3A%5C%22N%5C%22+OR+type%3A%5C%22AMENDMENT%5C%22%29%22%5D%7D&s=1&r=9
07/14/2021,BILL,"To amend the Homeland Security Act of 2002 to ensure that the needs of children are considered in homeland security planning, and for other purposes.","Rep. Payne, Donald M., Jr. [D-NJ-10]", House - Homeland Security; Transportation and Infrastructure        ,"House - 07/14/2021 Referred to the Subcommittee on Economic Development, Public Buildings, and Emergency Management. (",Introduced,https://www.congress.gov/bill/117th-congress/house-bill/4426?q=%7B%22search%22%3A%5B%22actionDate%3A%5C%22117%7C2021-07-14%5C%22+AND+%28billIsReserved%3A%5C%22N%5C%22+OR+type%3A%5C%22AMENDMENT%5C%22%29%22%5D%7D&s=1&r=10
