name,text,date,pdf_link
,,,https://www.congress.gov/bill-texts-received-today
H.R.6473 [117th]," - To require the Secretary of Homeland Security to publish the number of known or suspected terrorists encountered attempting to enter the United States on a monthly basis, and for other purposes.",Introduced in House (01/21/2022):,https://www.congress.gov/117/bills/hr6473/BILLS-117hr6473ih.pdf
H.R.6472 [117th], - Courtroom Videoconferencing Act of 2022,Introduced in House (01/21/2022):,https://www.congress.gov/117/bills/hr6472/BILLS-117hr6472ih.pdf
H.R.6474 [117th], - Health Savings Freedom Act of 2022,Introduced in House (01/21/2022):,https://www.congress.gov/117/bills/hr6474/BILLS-117hr6474ih.pdf
H.R.6471 [117th], - Protecting Life in Health Savings Accounts Act,Introduced in House (01/21/2022):,https://www.congress.gov/117/bills/hr6471/BILLS-117hr6471ih.pdf
H.R.6437 [117th], - Heating and Cooling Relief Act,Introduced in House (01/20/2022):,https://www.congress.gov/117/bills/hr6437/BILLS-117hr6437ih.pdf
H.R.6439 [117th], - Fentanyl Trafficker Elimination Act,Introduced in House (01/20/2022):,https://www.congress.gov/117/bills/hr6439/BILLS-117hr6439ih.pdf
H.R.6434 [117th], - Japanese American World War II History Network Act,Introduced in House (01/20/2022):,https://www.congress.gov/117/bills/hr6434/BILLS-117hr6434ih.pdf
H.R.6438 [117th], - Dearfield Study Act,Introduced in House (01/20/2022):,https://www.congress.gov/117/bills/hr6438/BILLS-117hr6438ih.pdf
H.R.6457 [117th], - To prohibit the provision of Federal funds to a local educational agency unless in-person instruction is available to all students at the schools served by the agency.,Introduced in House (01/20/2022):,https://www.congress.gov/117/bills/hr6457/BILLS-117hr6457ih.pdf
H.R.6459 [117th], - District of Columbia Government Title Equality Act,Introduced in House (01/20/2022):,https://www.congress.gov/117/bills/hr6459/BILLS-117hr6459ih.pdf
H.R.6458 [117th]," - To amend title 38, United States Code, to eliminate the requirement to specify an effective period of a transfer of Post-9/11 educational assistance to a dependent.",Introduced in House (01/20/2022):,https://www.congress.gov/117/bills/hr6458/BILLS-117hr6458ih.pdf
H.R.6441 [117th], - Women’s Business Centers Improvement Act of 2022,Introduced in House (01/20/2022):,https://www.congress.gov/117/bills/hr6441/BILLS-117hr6441ih.pdf
H.R.6463 [117th], - MEDS Act,Introduced in House (01/20/2022):,https://www.congress.gov/117/bills/hr6463/BILLS-117hr6463ih.pdf
H.R.6440 [117th], - Safer Streets Act of 2022,Introduced in House (01/20/2022):,https://www.congress.gov/117/bills/hr6440/BILLS-117hr6440ih.pdf
H.R.6443 [117th], - Arm Taiwan Act of 2022,Introduced in House (01/20/2022):,https://www.congress.gov/117/bills/hr6443/BILLS-117hr6443ih.pdf
H.R.6445 [117th], - Small Business Development Centers Improvement Act of 2022,Introduced in House (01/20/2022):,https://www.congress.gov/117/bills/hr6445/BILLS-117hr6445ih.pdf
H.R.6446 [117th], - One Citizen One Vote Act,Introduced in House (01/20/2022):,https://www.congress.gov/117/bills/hr6446/BILLS-117hr6446ih.pdf
H.R.6464 [117th], - Hear our Heroes Act of 2022,Introduced in House (01/20/2022):,https://www.congress.gov/117/bills/hr6464/BILLS-117hr6464ih.pdf
H.R.6442 [117th], - PACTS Act,Introduced in House (01/20/2022):,https://www.congress.gov/117/bills/hr6442/BILLS-117hr6442ih.pdf
H.R.6448 [117th], - Invest to Protect Act of 2022,Introduced in House (01/20/2022):,https://www.congress.gov/117/bills/hr6448/BILLS-117hr6448ih.pdf
H.R.6449 [117th], - Child Welfare Workforce Partnership Act,Introduced in House (01/20/2022):,https://www.congress.gov/117/bills/hr6449/BILLS-117hr6449ih.pdf
H.R.6465 [117th], - PRENDA Act of 2022,Introduced in House (01/20/2022):,https://www.congress.gov/117/bills/hr6465/BILLS-117hr6465ih.pdf
H.R.6444 [117th], - To provide for the conveyance of a small parcel of real property at Beale Air Force Base in California to the Three Rivers Levee Improvement Authority.,Introduced in House (01/20/2022):,https://www.congress.gov/117/bills/hr6444/BILLS-117hr6444ih.pdf
H.R.6460 [117th], - To amend the Internal Revenue Code of 1986 to modify the mandatory delay in making certain refunds.,Introduced in House (01/20/2022):,https://www.congress.gov/117/bills/hr6460/BILLS-117hr6460ih.pdf
H.R.6462 [117th], - Black Lung Benefits Disability Trust Fund Solvency Act of 2022,Introduced in House (01/20/2022):,https://www.congress.gov/117/bills/hr6462/BILLS-117hr6462ih.pdf
H.R.6433 [117th], - IOC Act,Introduced in House (01/19/2022):,https://www.congress.gov/117/bills/hr6433/BILLS-117hr6433ih.pdf
H.R.6428 [117th], - Brick and Mortar Small Business Tax Credit Act of 2022,Introduced in House (01/19/2022):,https://www.congress.gov/117/bills/hr6428/BILLS-117hr6428ih.pdf
H.R.6420 [117th], - Sex Trafficking Demand Reduction Act,Introduced in House (01/18/2022):,https://www.congress.gov/117/bills/hr6420/BILLS-117hr6420ih.pdf
H.R.6419 [117th], - Fair Chance Improvement Act,Introduced in House (01/18/2022):,https://www.congress.gov/117/bills/hr6419/BILLS-117hr6419ih.pdf
