date,type,title,sponsor,committees,latest_action,tracker,url
05/21/2022,LAW,"Additional Ukraine Supplemental Appropriations Act, 2022","Rep. DeLauro, Rosa L. [D-CT-3]", House - Appropriations; Budget        ,,Became Law,https://www.congress.gov/bill/117th-congress/house-bill/7691?q=%7B%22search%22%3A%5B%22actionDate%3A%5C%22117%7C2022-05-21%5C%22+AND+%28billIsReserved%3A%5C%22N%5C%22+OR+type%3A%5C%22AMENDMENT%5C%22%29%22%2C%22%5C%22117%7C2022-05-21%5C%22%22%5D%7D&s=1&r=1
05/20/2022,BILL,"To amend the National Flood Insurance Act of 1968 to expand opportunities for families living in areas of high flood risk to access Federal assistance for voluntary relocation, and for other purposes.","Rep. Casten, Sean [D-IL-6]", House - Financial Services; Transportation and Infrastructure        ,"House - 05/20/2022 Referred to the Subcommittee on Economic Development, Public Buildings, and Emergency Management. (",Introduced,https://www.congress.gov/bill/117th-congress/house-bill/7842?q=%7B%22search%22%3A%5B%22actionDate%3A%5C%22117%7C2022-05-20%5C%22+AND+%28billIsReserved%3A%5C%22N%5C%22+OR+type%3A%5C%22AMENDMENT%5C%22%29%22%2C%22%5C%22117%7C2022-05-20%5C%22%22%5D%7D&s=1&r=1
05/21/2022,LAW,Access to Baby Formula Act of 2022,"Rep. Hayes, Jahana [D-CT-5]", House - Education and Labor        ,,Became Law,https://www.congress.gov/bill/117th-congress/house-bill/7791?q=%7B%22search%22%3A%5B%22actionDate%3A%5C%22117%7C2022-05-21%5C%22+AND+%28billIsReserved%3A%5C%22N%5C%22+OR+type%3A%5C%22AMENDMENT%5C%22%29%22%2C%22%5C%22117%7C2022-05-21%5C%22%22%5D%7D&s=1&r=2
05/20/2022,BILL,"To require the Federal Aviation Administration to provide funding for noise mitigation, and for other purposes.","Rep. Smith, Adam [D-WA-9]", House - Transportation and Infrastructure        ,House - 05/20/2022 Referred to the Subcommittee on Aviation. (,Introduced,https://www.congress.gov/bill/117th-congress/house-bill/7853?q=%7B%22search%22%3A%5B%22actionDate%3A%5C%22117%7C2022-05-20%5C%22+AND+%28billIsReserved%3A%5C%22N%5C%22+OR+type%3A%5C%22AMENDMENT%5C%22%29%22%2C%22%5C%22117%7C2022-05-20%5C%22%22%5D%7D&s=1&r=2
05/20/2022,BILL,To prohibit the Secretary of Labor from constraining the range or type of investments that may be offered to participants and beneficiaries of individual retirement accounts who exercise control over the assets in such accounts.,"Rep. Donalds, Byron [R-FL-19]", House - Education and Labor        ,House - 05/20/2022 Referred to the House Committee on Education and Labor. (,Introduced,https://www.congress.gov/bill/117th-congress/house-bill/7860?q=%7B%22search%22%3A%5B%22actionDate%3A%5C%22117%7C2022-05-20%5C%22+AND+%28billIsReserved%3A%5C%22N%5C%22+OR+type%3A%5C%22AMENDMENT%5C%22%29%22%2C%22%5C%22117%7C2022-05-20%5C%22%22%5D%7D&s=1&r=3
05/20/2022,BILL,"To require the Administrator of the Environmental Protection Agency to promulgate certain limitations with respect to pre-production plastic pellet pollution, and for other purposes.","Rep. Lowenthal, Alan S. [D-CA-47]", House - Transportation and Infrastructure        ,House - 05/20/2022 Referred to the House Committee on Transportation and Infrastructure. (,Introduced,https://www.congress.gov/bill/117th-congress/house-bill/7861?q=%7B%22search%22%3A%5B%22actionDate%3A%5C%22117%7C2022-05-20%5C%22+AND+%28billIsReserved%3A%5C%22N%5C%22+OR+type%3A%5C%22AMENDMENT%5C%22%29%22%2C%22%5C%22117%7C2022-05-20%5C%22%22%5D%7D&s=1&r=4
05/20/2022,BILL,"To amend the Ethics in Government Act of 1978 to require Members of Congress to disclose financial interests in cryptocurency, and for other purposes.","Rep. Slotkin, Elissa [D-MI-8]", House - House Administration        ,House - 05/20/2022 Referred to the House Committee on House Administration. (,Introduced,https://www.congress.gov/bill/117th-congress/house-bill/7862?q=%7B%22search%22%3A%5B%22actionDate%3A%5C%22117%7C2022-05-20%5C%22+AND+%28billIsReserved%3A%5C%22N%5C%22+OR+type%3A%5C%22AMENDMENT%5C%22%29%22%2C%22%5C%22117%7C2022-05-20%5C%22%22%5D%7D&s=1&r=5
05/20/2022,CONCURRENT RESOLUTION,"Declaring a state of emergency due to the Russian invasion of Ukraine, in order to establish a waiver of the minimum tonnage requirements of section 55305 of title 46, United States Code.","Rep. Walorski, Jackie [R-IN-2]", House - Armed Services        ,House - 05/20/2022 Referred to the House Committee on Armed Services. (,Introduced,https://www.congress.gov/bill/117th-congress/house-concurrent-resolution/92?q=%7B%22search%22%3A%5B%22actionDate%3A%5C%22117%7C2022-05-20%5C%22+AND+%28billIsReserved%3A%5C%22N%5C%22+OR+type%3A%5C%22AMENDMENT%5C%22%29%22%2C%22%5C%22117%7C2022-05-20%5C%22%22%5D%7D&s=1&r=6
05/24/2022,BILL,Bipartisan Background Checks Act of 2021,"Rep. Thompson, Mike [D-CA-5]", House - Judiciary        ,Senate - 05/24/2022 Read the first time. Placed on Senate Legislative Calendar under Read the First Time. (,Passed House,https://www.congress.gov/bill/117th-congress/house-bill/8?q=%7B%22search%22%3A%5B%22actionDate%3A%5C%22117%7C2022-05-24%5C%22+AND+%28billIsReserved%3A%5C%22N%5C%22+OR+type%3A%5C%22AMENDMENT%5C%22%29%22%2C%22%5C%22117%7C2022-05-24%5C%22%22%5D%7D&s=1&r=1
05/24/2022,BILL,Domestic Terrorism Prevention Act of 2022,"Rep. Schneider, Bradley Scott [D-IL-10]", House - Judiciary; Homeland Security; Armed Services        ,Senate - 05/24/2022 Cloture motion on the motion to proceed to the measure presented in Senate. (CR ,Passed House,https://www.congress.gov/bill/117th-congress/house-bill/350?q=%7B%22search%22%3A%5B%22actionDate%3A%5C%22117%7C2022-05-24%5C%22+AND+%28billIsReserved%3A%5C%22N%5C%22+OR+type%3A%5C%22AMENDMENT%5C%22%29%22%2C%22%5C%22117%7C2022-05-24%5C%22%22%5D%7D&s=1&r=2
