date,type,title,sponsor,committees,latest_action,tracker,url
05/10/2022,BILL,"A bill to designate the United States courthouse located at 1501 North 6th Street in Harrisburg, Pennsylvania, as the ""Sylvia H. Rambo United States Courthouse"", and for other purposes.","Sen. Casey, Robert P., Jr. [D-PA]", Senate - Environment and Public Works        ,,Became Law,https://www.congress.gov/bill/117th-congress/senate-bill/1226?q=%7B%22search%22%3A%5B%22actionDate%3A%5C%22117%7C2022-05-10%5C%22+AND+%28billIsReserved%3A%5C%22N%5C%22+OR+type%3A%5C%22AMENDMENT%5C%22%29%22%2C%22%5C%22117%7C2022-05-10%5C%22%22%5D%7D&s=1&r=1
05/10/2022,BILL,"A bill to designate the Federal Office Building located at 308 W. 21st Street in Cheyenne, Wyoming, as the ""Louisa Swain Federal Office Building"", and for other purposes.","Sen. Lummis, Cynthia M. [R-WY]", Senate - Environment and Public Works        ,,Became Law,https://www.congress.gov/bill/117th-congress/senate-bill/2126?q=%7B%22search%22%3A%5B%22actionDate%3A%5C%22117%7C2022-05-10%5C%22+AND+%28billIsReserved%3A%5C%22N%5C%22+OR+type%3A%5C%22AMENDMENT%5C%22%29%22%2C%22%5C%22117%7C2022-05-10%5C%22%22%5D%7D&s=1&r=2
05/09/2022,BILL,FEMA Equity Act,"Rep. Thompson, Bennie G. [D-MS-2]", House - Transportation and Infrastructure; Financial Services        ,"House - 05/09/2022 Referred to the Subcommittee on Economic Development, Public Buildings, and Emergency Management. (",Introduced,https://www.congress.gov/bill/117th-congress/house-bill/7668?q=%7B%22search%22%3A%5B%22actionDate%3A%5C%22117%7C2022-05-09%5C%22+AND+%28billIsReserved%3A%5C%22N%5C%22+OR+type%3A%5C%22AMENDMENT%5C%22%29%22%2C%22%5C%22117%7C2022-05-09%5C%22%22%5D%7D&s=1&r=1
05/04/2022,BILL,Safe Sleep for Babies Act of 2021,"Rep. Cárdenas, Tony [D-CA-29]"," House - Energy and Commerce | Senate - Commerce, Science, and Transportation        ",Senate - 05/04/2022 Message on Senate action sent to the House. (,Passed Senate,https://www.congress.gov/bill/117th-congress/house-bill/3182?q=%7B%22search%22%3A%5B%22actionDate%3A%5C%22117%7C2022-05-04%5C%22+AND+%28billIsReserved%3A%5C%22N%5C%22+OR+type%3A%5C%22AMENDMENT%5C%22%29%22%2C%22%5C%22117%7C2022-05-04%5C%22%22%5D%7D&s=1&r=1
05/05/2022,BILL,United States Innovation and Competition Act of 2021,"Rep. Johnson, Eddie Bernice [D-TX-30]"," House - Science, Space, and Technology; Agriculture; Energy and Commerce        ",Senate - 05/05/2022 Message on Senate action sent to the House. (,,https://www.congress.gov/bill/117th-congress/house-bill/4521?q=%7B%22search%22%3A%5B%22actionDate%3A%5C%22117%7C2022-05-05%5C%22+AND+%28billIsReserved%3A%5C%22N%5C%22+OR+type%3A%5C%22AMENDMENT%5C%22%29%22%2C%22%5C%22117%7C2022-05-05%5C%22%22%5D%7D&s=1&r=1
05/09/2022,BILL,"To amend the Tennessee Valley Authority Act of 1933 to require that the compensation plan for Tennessee Valley Authority employees be based on an annual survey of prevailing compensation for similar private industry positions in the United States and Canada, and for other purposes.","Rep. Cohen, Steve [D-TN-9]", House - Transportation and Infrastructure        ,House - 05/09/2022 Referred to the Subcommittee on Water Resources and Environment. (,Introduced,https://www.congress.gov/bill/117th-congress/house-bill/7673?q=%7B%22search%22%3A%5B%22actionDate%3A%5C%22117%7C2022-05-09%5C%22+AND+%28billIsReserved%3A%5C%22N%5C%22+OR+type%3A%5C%22AMENDMENT%5C%22%29%22%2C%22%5C%22117%7C2022-05-09%5C%22%22%5D%7D&s=1&r=2
05/09/2022,BILL,Brown v. Board of Education National Historic Site Expansion Act,"Sen. Coons, Christopher A. [D-DE]", Senate - Energy and Natural Resources        ,,To President,https://www.congress.gov/bill/117th-congress/senate-bill/270?q=%7B%22search%22%3A%5B%22actionDate%3A%5C%22117%7C2022-05-09%5C%22+AND+%28billIsReserved%3A%5C%22N%5C%22+OR+type%3A%5C%22AMENDMENT%5C%22%29%22%2C%22%5C%22117%7C2022-05-09%5C%22%22%5D%7D&s=1&r=3
05/09/2022,BILL,"A bill to amend the Post-Katrina Emergency Management Reform Act of 2006 to repeal certain obsolete requirements, and for other purposes.","Sen. Peters, Gary C. [D-MI]", Senate - Homeland Security and Governmental Affairs        ,Senate - 05/09/2022 Placed on Senate Legislative Calendar under General Orders. Calendar No. 364. (,Introduced,https://www.congress.gov/bill/117th-congress/senate-bill/3499?q=%7B%22search%22%3A%5B%22actionDate%3A%5C%22117%7C2022-05-09%5C%22+AND+%28billIsReserved%3A%5C%22N%5C%22+OR+type%3A%5C%22AMENDMENT%5C%22%29%22%2C%22%5C%22117%7C2022-05-09%5C%22%22%5D%7D&s=1&r=4
05/09/2022,LAW,Ukraine Democracy Defense Lend-Lease Act of 2022,"Sen. Cornyn, John [R-TX]", Senate - Foreign Relations        ,,Became Law,https://www.congress.gov/bill/117th-congress/senate-bill/3522?q=%7B%22search%22%3A%5B%22actionDate%3A%5C%22117%7C2022-05-09%5C%22+AND+%28billIsReserved%3A%5C%22N%5C%22+OR+type%3A%5C%22AMENDMENT%5C%22%29%22%2C%22%5C%22117%7C2022-05-09%5C%22%22%5D%7D&s=1&r=5
05/09/2022,BILL,A bill to prohibit nationals of the Russian Federation and Belarus from working in Department of Energy National Laboratories.,"Sen. Barrasso, John [R-WY]", Senate - Energy and Natural Resources        ,Senate - 05/09/2022 Star Print ordered on the bill. (,Introduced,https://www.congress.gov/bill/117th-congress/senate-bill/4098?q=%7B%22search%22%3A%5B%22actionDate%3A%5C%22117%7C2022-05-09%5C%22+AND+%28billIsReserved%3A%5C%22N%5C%22+OR+type%3A%5C%22AMENDMENT%5C%22%29%22%2C%22%5C%22117%7C2022-05-09%5C%22%22%5D%7D&s=1&r=6
05/09/2022,BILL,Women’s Health Protection Act of 2022,"Sen. Blumenthal, Richard [D-CT]",,Senate - 05/09/2022 Cloture motion on the motion to proceed to the measure presented in Senate. (CR ,Introduced,https://www.congress.gov/bill/117th-congress/senate-bill/4132?q=%7B%22search%22%3A%5B%22actionDate%3A%5C%22117%7C2022-05-09%5C%22+AND+%28billIsReserved%3A%5C%22N%5C%22+OR+type%3A%5C%22AMENDMENT%5C%22%29%22%2C%22%5C%22117%7C2022-05-09%5C%22%22%5D%7D&s=1&r=7
