date,url
08/07/2021,https://www.congress.gov/congressional-record/2021/8/7/daily-digest
08/08/2021,https://www.congress.gov/congressional-record/2021/8/8/daily-digest
08/09/2021,https://www.congress.gov/congressional-record/2021/8/9/daily-digest
08/10/2021,https://www.congress.gov/congressional-record/2021/8/10/daily-digest
