date,type,title,sponsor,committees,latest_action,tracker,url
02/22/2022,BILL,Honoring our PACT Act of 2021,"Rep. Takano, Mark [D-CA-41]", House - Veterans' Affairs; Armed Services        ,"House - 02/22/2022 Placed on the Union Calendar, Calendar No. 179. (",Introduced,https://www.congress.gov/bill/117th-congress/house-bill/3967?q=%7B%22search%22%3A%5B%22actionDate%3A%5C%22117%7C2022-02-22%5C%22+AND+%28billIsReserved%3A%5C%22N%5C%22+OR+type%3A%5C%22AMENDMENT%5C%22%29%22%2C%22%5C%22117%7C2022-02-22%5C%22%22%5D%7D&s=1&r=1
02/22/2022,BILL,FOREST Act of 2021,"Rep. Blumenauer, Earl [D-OR-3]", House - Ways and Means; Foreign Affairs; Financial Services; Oversight and Reform; Judiciary        ,"House - 02/22/2022 Referred to the Subcommittee on Europe, Energy, the Environment and Cyber. (",Introduced,https://www.congress.gov/bill/117th-congress/house-bill/5508?q=%7B%22search%22%3A%5B%22actionDate%3A%5C%22117%7C2022-02-22%5C%22+AND+%28billIsReserved%3A%5C%22N%5C%22+OR+type%3A%5C%22AMENDMENT%5C%22%29%22%2C%22%5C%22117%7C2022-02-22%5C%22%22%5D%7D&s=1&r=2
02/22/2022,BILL,Puerto Rico Data Collection Equality Act,"Resident Commissioner González-Colón, Jenniffer [R-PR-At Large]", House - Natural Resources; Foreign Affairs; Oversight and Reform        ,"House - 02/22/2022 Referred to the Subcommittee on Western Hemisphere, Civilian Security, Migration and International Economic Policy. (",Introduced,https://www.congress.gov/bill/117th-congress/house-bill/5519?q=%7B%22search%22%3A%5B%22actionDate%3A%5C%22117%7C2022-02-22%5C%22+AND+%28billIsReserved%3A%5C%22N%5C%22+OR+type%3A%5C%22AMENDMENT%5C%22%29%22%2C%22%5C%22117%7C2022-02-22%5C%22%22%5D%7D&s=1&r=3
02/22/2022,BILL,Public Safety and Wildlife Protection Act,"Rep. Adams, Alma S. [D-NC-12]", House - Energy and Commerce; Ways and Means; Foreign Affairs        ,"House - 02/22/2022 Referred to the Subcommittee on Europe, Energy, the Environment and Cyber. (",Introduced,https://www.congress.gov/bill/117th-congress/house-bill/5578?q=%7B%22search%22%3A%5B%22actionDate%3A%5C%22117%7C2022-02-22%5C%22+AND+%28billIsReserved%3A%5C%22N%5C%22+OR+type%3A%5C%22AMENDMENT%5C%22%29%22%2C%22%5C%22117%7C2022-02-22%5C%22%22%5D%7D&s=1&r=4
02/22/2022,BILL,United States-Taiwan Public Health Protection Act,"Rep. Khanna, Ro [D-CA-17]", House - Foreign Affairs        ,"House - 02/22/2022 Referred to the Subcommittee on Asia, the Pacific, Central Asia and Nonproliferation. (",Introduced,https://www.congress.gov/bill/117th-congress/house-bill/5870?q=%7B%22search%22%3A%5B%22actionDate%3A%5C%22117%7C2022-02-22%5C%22+AND+%28billIsReserved%3A%5C%22N%5C%22+OR+type%3A%5C%22AMENDMENT%5C%22%29%22%2C%22%5C%22117%7C2022-02-22%5C%22%22%5D%7D&s=1&r=5
02/22/2022,BILL,Antarctic Science and Conservation Modernization Act,"Rep. Beyer, Donald S., Jr. [D-VA-8]"," House - Science, Space, and Technology; Foreign Affairs; Natural Resources        ","House - 02/22/2022 Referred to the Subcommittee on Europe, Energy, the Environment and Cyber. (",Introduced,https://www.congress.gov/bill/117th-congress/house-bill/5948?q=%7B%22search%22%3A%5B%22actionDate%3A%5C%22117%7C2022-02-22%5C%22+AND+%28billIsReserved%3A%5C%22N%5C%22+OR+type%3A%5C%22AMENDMENT%5C%22%29%22%2C%22%5C%22117%7C2022-02-22%5C%22%22%5D%7D&s=1&r=6
02/22/2022,BILL,Fairness and Accountability in Underwriting Chinese Institutions Act,"Rep. Stewart, Chris [R-UT-2]"," House - Energy and Commerce; Science, Space, and Technology; Oversight and Reform; Foreign Affairs        ","House - 02/22/2022 Referred to the Subcommittee on Asia, the Pacific, Central Asia and Nonproliferation. (",Introduced,https://www.congress.gov/bill/117th-congress/house-bill/5988?q=%7B%22search%22%3A%5B%22actionDate%3A%5C%22117%7C2022-02-22%5C%22+AND+%28billIsReserved%3A%5C%22N%5C%22+OR+type%3A%5C%22AMENDMENT%5C%22%29%22%2C%22%5C%22117%7C2022-02-22%5C%22%22%5D%7D&s=1&r=7
02/22/2022,BILL,"Eliminate, Neutralize, and Disrupt Wildlife Trafficking Reauthorization and Improvements Act of 2021","Rep. Fortenberry, Jeff [R-NE-1]", House - Natural Resources; Foreign Affairs        ,"House - 02/22/2022 Referred to the Subcommittee on Europe, Energy, the Environment and Cyber. (",Introduced,https://www.congress.gov/bill/117th-congress/house-bill/5996?q=%7B%22search%22%3A%5B%22actionDate%3A%5C%22117%7C2022-02-22%5C%22+AND+%28billIsReserved%3A%5C%22N%5C%22+OR+type%3A%5C%22AMENDMENT%5C%22%29%22%2C%22%5C%22117%7C2022-02-22%5C%22%22%5D%7D&s=1&r=8
02/22/2022,BILL,Upholding the 1995 Jerusalem Embassy Law Act of 2021,"Rep. Kustoff, David [R-TN-8]", House - Foreign Affairs        ,"House - 02/22/2022 Referred to the Subcommittee on Middle East, North Africa and Global Counterterrorism. (",Introduced,https://www.congress.gov/bill/117th-congress/house-bill/6004?q=%7B%22search%22%3A%5B%22actionDate%3A%5C%22117%7C2022-02-22%5C%22+AND+%28billIsReserved%3A%5C%22N%5C%22+OR+type%3A%5C%22AMENDMENT%5C%22%29%22%2C%22%5C%22117%7C2022-02-22%5C%22%22%5D%7D&s=1&r=9
02/22/2022,BILL,Wildlife Conservation and Anti-Trafficking Act of 2021,"Rep. Garamendi, John [D-CA-3]", House - Natural Resources; Judiciary; Foreign Affairs        ,"House - 02/22/2022 Referred to the Subcommittee on Europe, Energy, the Environment and Cyber. (",Introduced,https://www.congress.gov/bill/117th-congress/house-bill/6059?q=%7B%22search%22%3A%5B%22actionDate%3A%5C%22117%7C2022-02-22%5C%22+AND+%28billIsReserved%3A%5C%22N%5C%22+OR+type%3A%5C%22AMENDMENT%5C%22%29%22%2C%22%5C%22117%7C2022-02-22%5C%22%22%5D%7D&s=1&r=10
