date,type,title,sponsor,committees,latest_action,tracker,url
01/06/2022,BILL,Guard and Reserve GI Bill Parity Act of 2021,"Rep. Levin, Mike [D-CA-49]", House - Veterans' Affairs        ,House - 01/10/2022 Rules Committee Resolution ,Introduced,https://www.congress.gov/bill/117th-congress/house-bill/1836?q=%7B%22search%22%3A%5B%22actionDate%3A%5C%22117%7C2022-01-06%5C%22+AND+%28billIsReserved%3A%5C%22N%5C%22+OR+type%3A%5C%22AMENDMENT%5C%22%29%22%2C%22%5C%22117%7C2022-01-06%5C%22%22%5D%7D&s=1&r=1
01/10/2022,BILL,Guard and Reserve GI Bill Parity Act of 2021,"Rep. Levin, Mike [D-CA-49]", House - Veterans' Affairs        ,House - 01/10/2022 Rules Committee Resolution ,Introduced,https://www.congress.gov/bill/117th-congress/house-bill/1836?q=%7B%22search%22%3A%5B%22actionDate%3A%5C%22117%7C2022-01-10%5C%22+AND+%28billIsReserved%3A%5C%22N%5C%22+OR+type%3A%5C%22AMENDMENT%5C%22%29%22%2C%22%5C%22117%7C2022-01-10%5C%22%22%5D%7D&s=1&r=1
01/07/2022,BILL,National Service Animals Memorial Act,"Sen. Blumenthal, Richard [D-CT]", Senate - Energy and Natural Resources        ,Senate - 01/07/2022 Read twice and referred to the Committee on Energy and Natural Resources. (,Introduced,https://www.congress.gov/bill/117th-congress/senate-bill/3447?q=%7B%22search%22%3A%5B%22actionDate%3A%5C%22117%7C2022-01-07%5C%22+AND+%28billIsReserved%3A%5C%22N%5C%22+OR+type%3A%5C%22AMENDMENT%5C%22%29%22%2C%22%5C%22117%7C2022-01-07%5C%22%22%5D%7D&s=1&r=1
01/05/2022,BILL,Native American Rural Homeownership Improvement Act of 2021,"Sen. Smith, Tina [D-MN]"," Senate - Banking, Housing, and Urban Affairs        ","Senate - 01/05/2022 Committee on Banking, Housing, and Urban Affairs Subcommittee on Housing, Transportation, and Community Development. Hearings held. (",Introduced,https://www.congress.gov/bill/117th-congress/senate-bill/2092?q=%7B%22search%22%3A%5B%22actionDate%3A%5C%22117%7C2022-01-05%5C%22+AND+%28billIsReserved%3A%5C%22N%5C%22+OR+type%3A%5C%22AMENDMENT%5C%22%29%22%2C%22%5C%22117%7C2022-01-05%5C%22%22%5D%7D&s=1&r=1
01/06/2022,BILL,EVEST Act,"Rep. Takano, Mark [D-CA-41]", House - Veterans' Affairs        ,House - 01/10/2022 Rules Committee Resolution ,Introduced,https://www.congress.gov/bill/117th-congress/house-bill/4673?q=%7B%22search%22%3A%5B%22actionDate%3A%5C%22117%7C2022-01-06%5C%22+AND+%28billIsReserved%3A%5C%22N%5C%22+OR+type%3A%5C%22AMENDMENT%5C%22%29%22%2C%22%5C%22117%7C2022-01-06%5C%22%22%5D%7D&s=1&r=2
01/06/2022,BILL,"To require the Postal Service to establish a website providing information on post offices experiencing emergency suspensions, and for other purposes.","Rep. Axne, Cynthia [D-IA-3]", House - Oversight and Reform        ,House - 01/06/2022 Referred to the House Committee on Oversight and Reform. (,Introduced,https://www.congress.gov/bill/117th-congress/house-bill/6355?q=%7B%22search%22%3A%5B%22actionDate%3A%5C%22117%7C2022-01-06%5C%22+AND+%28billIsReserved%3A%5C%22N%5C%22+OR+type%3A%5C%22AMENDMENT%5C%22%29%22%2C%22%5C%22117%7C2022-01-06%5C%22%22%5D%7D&s=1&r=3
01/06/2022,BILL,MOVE Act,"Rep. Brown, Shontel M. [D-OH-11]", House - Veterans' Affairs; Transportation and Infrastructure        ,"House - 01/06/2022 Referred to the Committee on Veterans' Affairs, and in addition to the Committee on Transportation and Infrastructure, for a period to be subsequently determined by the Speaker, in each case for consideration of such provisions as fall within the jurisdiction of... (",Introduced,https://www.congress.gov/bill/117th-congress/house-bill/6356?q=%7B%22search%22%3A%5B%22actionDate%3A%5C%22117%7C2022-01-06%5C%22+AND+%28billIsReserved%3A%5C%22N%5C%22+OR+type%3A%5C%22AMENDMENT%5C%22%29%22%2C%22%5C%22117%7C2022-01-06%5C%22%22%5D%7D&s=1&r=4
01/06/2022,BILL,Afterschool Meals Act of 2022,"Rep. Brown, Shontel M. [D-OH-11]", House - Education and Labor        ,House - 01/06/2022 Referred to the House Committee on Education and Labor. (,Introduced,https://www.congress.gov/bill/117th-congress/house-bill/6357?q=%7B%22search%22%3A%5B%22actionDate%3A%5C%22117%7C2022-01-06%5C%22+AND+%28billIsReserved%3A%5C%22N%5C%22+OR+type%3A%5C%22AMENDMENT%5C%22%29%22%2C%22%5C%22117%7C2022-01-06%5C%22%22%5D%7D&s=1&r=5
01/06/2022,BILL,"To amend title II of the Social Security Act to require the Commissioner of Social Security to enter into agreements with States to share data related to individuals subject to guardianship, and for other purposes.","Rep. Crist, Charlie [D-FL-13]", House - Ways and Means        ,House - 01/06/2022 Referred to the House Committee on Ways and Means. (,Introduced,https://www.congress.gov/bill/117th-congress/house-bill/6358?q=%7B%22search%22%3A%5B%22actionDate%3A%5C%22117%7C2022-01-06%5C%22+AND+%28billIsReserved%3A%5C%22N%5C%22+OR+type%3A%5C%22AMENDMENT%5C%22%29%22%2C%22%5C%22117%7C2022-01-06%5C%22%22%5D%7D&s=1&r=6
01/06/2022,BILL,To amend the William M. (Mac) Thornberry National Defense Authorization Act for Fiscal Year 2021 to improve the semiconductor incentive program of the Department of Commerce.,"Rep. Eshoo, Anna G. [D-CA-18]"," House - Energy and Commerce; Science, Space, and Technology        ","House - 01/06/2022 Referred to the Committee on Energy and Commerce, and in addition to the Committee on Science, Space, and Technology, for a period to be subsequently determined by the Speaker, in each case for consideration of such provisions as fall within the jurisdiction of the... (",Introduced,https://www.congress.gov/bill/117th-congress/house-bill/6359?q=%7B%22search%22%3A%5B%22actionDate%3A%5C%22117%7C2022-01-06%5C%22+AND+%28billIsReserved%3A%5C%22N%5C%22+OR+type%3A%5C%22AMENDMENT%5C%22%29%22%2C%22%5C%22117%7C2022-01-06%5C%22%22%5D%7D&s=1&r=7
