date,type,title,sponsor,committees,latest_action,tracker,url
07/21/2021,BILL,Construction Consensus Procurement Improvement Act of 2021,"Rep. Comer, James [R-KY-1]", House - Oversight and Reform; Budget | Senate - Homeland Security and Governmental Affairs        ,,To President,https://www.congress.gov/bill/117th-congress/house-bill/26?q=%7B%22search%22%3A%5B%22actionDate%3A%5C%22117%7C2021-07-21%5C%22+AND+%28billIsReserved%3A%5C%22N%5C%22+OR+type%3A%5C%22AMENDMENT%5C%22%29%22%5D%7D&s=1&r=1
07/21/2021,BILL,VOCA Fix to Sustain the Crime Victims Fund Act of 2021,"Rep. Nadler, Jerrold [D-NY-10]", House - Judiciary        ,,To President,https://www.congress.gov/bill/117th-congress/house-bill/1652?q=%7B%22search%22%3A%5B%22actionDate%3A%5C%22117%7C2021-07-21%5C%22+AND+%28billIsReserved%3A%5C%22N%5C%22+OR+type%3A%5C%22AMENDMENT%5C%22%29%22%5D%7D&s=1&r=2
07/20/2021,BILL,PHONE Act of 2021,"Rep. Thompson, Mike [D-CA-5]", House - Energy and Commerce        ,House - 07/20/2021 Pursuant to section 7 of ,Passed House,https://www.congress.gov/bill/117th-congress/house-bill/678?q=%7B%22search%22%3A%5B%22actionDate%3A%5C%22117%7C2021-07-20%5C%22+AND+%28billIsReserved%3A%5C%22N%5C%22+OR+type%3A%5C%22AMENDMENT%5C%22%29%22%5D%7D&s=1&r=1
07/20/2021,BILL,Divided Families Reunification Act,"Rep. Meng, Grace [D-NY-6]", House - Foreign Affairs | Senate - Foreign Relations        ,Senate - 07/20/2021 Received in the Senate and Read twice and referred to the Committee on Foreign Relations. (,Passed House,https://www.congress.gov/bill/117th-congress/house-bill/826?q=%7B%22search%22%3A%5B%22actionDate%3A%5C%22117%7C2021-07-20%5C%22+AND+%28billIsReserved%3A%5C%22N%5C%22+OR+type%3A%5C%22AMENDMENT%5C%22%29%22%5D%7D&s=1&r=2
07/20/2021,BILL,Bassam Barabandi Rewards for Justice Act,"Rep. Wilson, Joe [R-SC-2]", House - Foreign Affairs        ,House - 07/20/2021 Pursuant to section 7 of ,Passed House,https://www.congress.gov/bill/117th-congress/house-bill/1036?q=%7B%22search%22%3A%5B%22actionDate%3A%5C%22117%7C2021-07-20%5C%22+AND+%28billIsReserved%3A%5C%22N%5C%22+OR+type%3A%5C%22AMENDMENT%5C%22%29%22%5D%7D&s=1&r=3
07/20/2021,BILL,Desert Locust Control Act,"Rep. Smith, Christopher H. [R-NJ-4]", House - Foreign Affairs        ,House - 07/20/2021 Pursuant to section 7 of ,Passed House,https://www.congress.gov/bill/117th-congress/house-bill/1079?q=%7B%22search%22%3A%5B%22actionDate%3A%5C%22117%7C2021-07-20%5C%22+AND+%28billIsReserved%3A%5C%22N%5C%22+OR+type%3A%5C%22AMENDMENT%5C%22%29%22%5D%7D&s=1&r=4
07/20/2021,BILL,Refugee Sanitation Facility Safety Act of 2021,"Rep. Meng, Grace [D-NY-6]", House - Foreign Affairs        ,House - 07/20/2021 Pursuant to section 7 of ,Passed House,https://www.congress.gov/bill/117th-congress/house-bill/1158?q=%7B%22search%22%3A%5B%22actionDate%3A%5C%22117%7C2021-07-20%5C%22+AND+%28billIsReserved%3A%5C%22N%5C%22+OR+type%3A%5C%22AMENDMENT%5C%22%29%22%5D%7D&s=1&r=5
07/20/2021,BILL,Emergency Reporting Act,"Rep. Matsui, Doris O. [D-CA-6]", House - Energy and Commerce        ,House - 07/20/2021 Pursuant to section 7 of ,Passed House,https://www.congress.gov/bill/117th-congress/house-bill/1250?q=%7B%22search%22%3A%5B%22actionDate%3A%5C%22117%7C2021-07-20%5C%22+AND+%28billIsReserved%3A%5C%22N%5C%22+OR+type%3A%5C%22AMENDMENT%5C%22%29%22%5D%7D&s=1&r=6
07/20/2021,BILL,VOCA Fix to Sustain the Crime Victims Fund Act of 2021,"Rep. Nadler, Jerrold [D-NY-10]", House - Judiciary        ,,To President,https://www.congress.gov/bill/117th-congress/house-bill/1652?q=%7B%22search%22%3A%5B%22actionDate%3A%5C%22117%7C2021-07-20%5C%22+AND+%28billIsReserved%3A%5C%22N%5C%22+OR+type%3A%5C%22AMENDMENT%5C%22%29%22%5D%7D&s=1&r=7
07/19/2021,BILL,PHONE Act of 2021,"Rep. Thompson, Mike [D-CA-5]", House - Energy and Commerce        ,House - 07/20/2021 Pursuant to section 7 of ,Passed House,https://www.congress.gov/bill/117th-congress/house-bill/678?q=%7B%22search%22%3A%5B%22actionDate%3A%5C%22117%7C2021-07-19%5C%22+AND+%28billIsReserved%3A%5C%22N%5C%22+OR+type%3A%5C%22AMENDMENT%5C%22%29%22%5D%7D&s=1&r=1
