name,text,date,pdf_link
,,,https://www.congress.gov/bill-texts-received-today
H.R.7780 [117th], - Mental Health Matters Act,Introduced in House (05/16/2022):,https://www.congress.gov/117/bills/hr7780/BILLS-117hr7780ih.pdf
H.Res.1118 [117th]," - Expressing the sense of the House of Representatives that the United States recognizes the mounting personal and financial burden of diet-related disease in the United States and calls on medical schools, graduate medical education programs, and other health professiona",Introduced in House (05/16/2022):,https://www.congress.gov/117/bills/hres1118/BILLS-117hres1118ih.pdf
H.Res.1123 [117th], - Recognizing the Nakba and Palestinian refugees' rights.,Introduced in House (05/16/2022):,https://www.congress.gov/117/bills/hres1123/BILLS-117hres1123ih.pdf
H.Res.1122 [117th]," - Expressing support for designation of May 16, 2022, as the ""National Day of Light"".",Introduced in House (05/16/2022):,https://www.congress.gov/117/bills/hres1122/BILLS-117hres1122ih.pdf
H.Res.1121 [117th]," - Calling for the immediate release of Russian opposition leader Vladimir Kara-Murza, who was unjustly detained on April 11, 2022.",Introduced in House (05/16/2022):,https://www.congress.gov/117/bills/hres1121/BILLS-117hres1121ih.pdf
H.Res.1120 [117th]," - Recognizing ""National Public Works Week"".",Introduced in House (05/16/2022):,https://www.congress.gov/117/bills/hres1120/BILLS-117hres1120ih.pdf
H.Res.1119 [117th]," - Providing for consideration of the bill (H.R. 6531) to provide an increased allocation of funding under certain programs for assistance in areas of persistent poverty, and for other purposes; providing for consideration of the bill (H.R. 7309) to reauthorize the Workfor",Reported in House (05/16/2022):,https://www.congress.gov/117/bills/hres1119/BILLS-117hres1119rh.pdf
H.R.7733 [117th], - CDFI Bond Guarantee Program Improvement Act of 2022,Introduced in House (05/12/2022):,https://www.congress.gov/117/bills/hr7733/BILLS-117hr7733ih.pdf
H.R.7734 [117th]," - To amend title 31, United States Code, to require the timely production of reports to Congress under the Bank Secrecy Act, and for other purposes.",Introduced in House (05/12/2022):,https://www.congress.gov/117/bills/hr7734/BILLS-117hr7734ih.pdf
H.R.7728 [117th], - Student Protection Act,Introduced in House (05/11/2022):,https://www.congress.gov/117/bills/hr7728/BILLS-117hr7728ih.pdf
H.R.7727 [117th], - Accountability in Student Loan Data Act of 2022,Introduced in House (05/11/2022):,https://www.congress.gov/117/bills/hr7727/BILLS-117hr7727ih.pdf
H.R.7726 [117th], - Inter-American Development Bank General Capital Increase Act of 2022,Introduced in House (05/11/2022):,https://www.congress.gov/117/bills/hr7726/BILLS-117hr7726ih.pdf
H.R.7725 [117th], - Preserving Border Integrity Act,Introduced in House (05/11/2022):,https://www.congress.gov/117/bills/hr7725/BILLS-117hr7725ih.pdf
H.R.7731 [117th], - Consumer Protection and Fuel Transparency Act of 2022,Introduced in House (05/11/2022):,https://www.congress.gov/117/bills/hr7731/BILLS-117hr7731ih.pdf
S.1596 [117th], - Greatest Generation Memorial Act,Engrossed in Senate (05/16/2022):,https://www.congress.gov/117/bills/s1596/BILLS-117s1596es.pdf
