date,url
01/13/2022,https://www.congress.gov/congressional-record/2022/1/13/daily-digest
01/10/2022,https://www.congress.gov/congressional-record/2022/1/10/daily-digest
01/11/2022,https://www.congress.gov/congressional-record/2022/1/11/daily-digest
01/12/2022,https://www.congress.gov/congressional-record/2022/1/12/daily-digest
