name,text,date,pdf_link
,,,https://www.congress.gov/bill-texts-received-today
H.R.5119 [117th], - To amend title VI of the Social Security Act to extend the coverage of Coronavirus Relief Fund payments to Tribal Governments.,Introduced in House (08/27/2021):,https://www.congress.gov/117/bills/hr5119/BILLS-117hr5119ih.pdf
H.R.5112 [117th], - Space National Guard Establishment Act,Introduced in House (08/27/2021):,https://www.congress.gov/117/bills/hr5112/BILLS-117hr5112ih.pdf
H.R.5125 [117th], - Strengthening Innovation in Medicare and Medicaid Act,Introduced in House (08/27/2021):,https://www.congress.gov/117/bills/hr5125/BILLS-117hr5125ih.pdf
H.R.5111 [117th]," - To amend section 6103 of title 5, United States Code, to establish Rosa Parks Day as a Federal holiday, and for other purposes.",Introduced in House (08/27/2021):,https://www.congress.gov/117/bills/hr5111/BILLS-117hr5111ih.pdf
H.R.5121 [117th], - Taliban Are Not Our Friends Act,Introduced in House (08/27/2021):,https://www.congress.gov/117/bills/hr5121/BILLS-117hr5121ih.pdf
H.R.5123 [117th], - American Freedom and Internet Access Act of 2021,Introduced in House (08/27/2021):,https://www.congress.gov/117/bills/hr5123/BILLS-117hr5123ih.pdf
H.R.5122 [117th], - Community Wood Facilities Assistance Act of 2021,Introduced in House (08/27/2021):,https://www.congress.gov/117/bills/hr5122/BILLS-117hr5122ih.pdf
H.R.5126 [117th], - Combating Predatory Lending in Higher Education Act of 2021,Introduced in House (08/27/2021):,https://www.congress.gov/117/bills/hr5126/BILLS-117hr5126ih.pdf
H.R.5115 [117th]," - To ensure funding for the improvement of the Coast Guard Yard in Baltimore, Maryland.",Introduced in House (08/27/2021):,https://www.congress.gov/117/bills/hr5115/BILLS-117hr5115ih.pdf
H.R.5117 [117th], - Ensuring Evacuation from Afghanistan Act of 2021,Introduced in House (08/27/2021):,https://www.congress.gov/117/bills/hr5117/BILLS-117hr5117ih.pdf
