date,type,title,sponsor,committees,latest_action,tracker,url
12/22/2021,LAW,Capitol Police Emergency Assistance Act of 2021,"Sen. Klobuchar, Amy [D-MN]",,,Became Law,https://www.congress.gov/bill/117th-congress/senate-bill/3377?q=%7B%22search%22%3A%5B%22actionDate%3A%5C%22117%7C2021-12-22%5C%22+AND+%28billIsReserved%3A%5C%22N%5C%22+OR+type%3A%5C%22AMENDMENT%5C%22%29%22%2C%22%5C%22117%7C2021-12-22%5C%22%22%5D%7D&s=1&r=1
12/21/2021,LAW,"To redesignate the Federal building located at 167 North Main Street in Memphis, Tennessee as the ""Odell Horton Federal Building"".","Rep. Cohen, Steve [D-TN-9]", House - Transportation and Infrastructure | Senate - Environment and Public Works        ,,Became Law,https://www.congress.gov/bill/117th-congress/house-bill/390?q=%7B%22search%22%3A%5B%22actionDate%3A%5C%22117%7C2021-12-21%5C%22+AND+%28billIsReserved%3A%5C%22N%5C%22+OR+type%3A%5C%22AMENDMENT%5C%22%29%22%2C%22%5C%22117%7C2021-12-21%5C%22%22%5D%7D&s=1&r=1
12/23/2021,BILL,"To authorize the National Medal of Honor Museum Foundation to establish a commemorative work in the District of Columbia and its environs, and for other purposes.","Rep. Veasey, Marc A. [D-TX-33]", House - Natural Resources | Senate - Energy and Natural Resources        ,,To President,https://www.congress.gov/bill/117th-congress/house-bill/1664?q=%7B%22search%22%3A%5B%22actionDate%3A%5C%22117%7C2021-12-23%5C%22+AND+%28billIsReserved%3A%5C%22N%5C%22+OR+type%3A%5C%22AMENDMENT%5C%22%29%22%2C%22%5C%22117%7C2021-12-23%5C%22%22%5D%7D&s=1&r=1
12/21/2021,LAW,"To designate the Federal Building and United States Courthouse located at 1125 Chapline Street in Wheeling, West Virginia, as the ""Frederick P. Stamp, Jr. Federal Building and United States Courthouse"".","Rep. McKinley, David B. [R-WV-1]", House - Transportation and Infrastructure | Senate - Environment and Public Works        ,,Became Law,https://www.congress.gov/bill/117th-congress/house-bill/4660?q=%7B%22search%22%3A%5B%22actionDate%3A%5C%22117%7C2021-12-21%5C%22+AND+%28billIsReserved%3A%5C%22N%5C%22+OR+type%3A%5C%22AMENDMENT%5C%22%29%22%2C%22%5C%22117%7C2021-12-21%5C%22%22%5D%7D&s=1&r=2
12/21/2021,LAW,REMOTE Act,"Rep. Trone, David J. [D-MD-6]", House - Veterans' Affairs; Budget        ,,Became Law,https://www.congress.gov/bill/117th-congress/house-bill/5545?q=%7B%22search%22%3A%5B%22actionDate%3A%5C%22117%7C2021-12-21%5C%22+AND+%28billIsReserved%3A%5C%22N%5C%22+OR+type%3A%5C%22AMENDMENT%5C%22%29%22%2C%22%5C%22117%7C2021-12-21%5C%22%22%5D%7D&s=1&r=3
12/21/2021,BILL,Western Wildfire Support Act of 2021,"Rep. Neguse, Joe [D-CO-2]"," House - Natural Resources; Agriculture; Armed Services; Transportation and Infrastructure; Science, Space, and Technology        ","House - 12/21/2021 Referred to the Subcommittee on Economic Development, Public Buildings, and Emergency Management. (",Introduced,https://www.congress.gov/bill/117th-congress/house-bill/6336?q=%7B%22search%22%3A%5B%22actionDate%3A%5C%22117%7C2021-12-21%5C%22+AND+%28billIsReserved%3A%5C%22N%5C%22+OR+type%3A%5C%22AMENDMENT%5C%22%29%22%2C%22%5C%22117%7C2021-12-21%5C%22%22%5D%7D&s=1&r=4
12/23/2021,LAW,Accelerating Access to Critical Therapies for ALS Act,"Rep. Quigley, Mike [D-IL-5]", House - Energy and Commerce        ,,Became Law,https://www.congress.gov/bill/117th-congress/house-bill/3537?q=%7B%22search%22%3A%5B%22actionDate%3A%5C%22117%7C2021-12-23%5C%22+AND+%28billIsReserved%3A%5C%22N%5C%22+OR+type%3A%5C%22AMENDMENT%5C%22%29%22%2C%22%5C%22117%7C2021-12-23%5C%22%22%5D%7D&s=1&r=2
12/23/2021,LAW,"To ensure that goods made with forced labor in the Xinjiang Uyghur Autonomous Region of the People's Republic of China do not enter the United States market, and for other purposes.","Rep. McGovern, James P. [D-MA-2]", House - Foreign Affairs; Ways and Means; Judiciary        ,,Became Law,https://www.congress.gov/bill/117th-congress/house-bill/6256?q=%7B%22search%22%3A%5B%22actionDate%3A%5C%22117%7C2021-12-23%5C%22+AND+%28billIsReserved%3A%5C%22N%5C%22+OR+type%3A%5C%22AMENDMENT%5C%22%29%22%2C%22%5C%22117%7C2021-12-23%5C%22%22%5D%7D&s=1&r=3
12/23/2021,BILL,Protecting Horses from Soring Act of 2021,"Rep. DesJarlais, Scott [R-TN-4]", House - Energy and Commerce        ,House - 12/23/2021 Referred to the House Committee on Energy and Commerce. (,Introduced,https://www.congress.gov/bill/117th-congress/house-bill/6341?q=%7B%22search%22%3A%5B%22actionDate%3A%5C%22117%7C2021-12-23%5C%22+AND+%28billIsReserved%3A%5C%22N%5C%22+OR+type%3A%5C%22AMENDMENT%5C%22%29%22%2C%22%5C%22117%7C2021-12-23%5C%22%22%5D%7D&s=1&r=4
12/23/2021,BILL,KO Cancer Act,"Rep. Fitzpatrick, Brian K. [R-PA-1]", House - Appropriations        ,House - 12/23/2021 Referred to the House Committee on Appropriations. (,Introduced,https://www.congress.gov/bill/117th-congress/house-bill/6342?q=%7B%22search%22%3A%5B%22actionDate%3A%5C%22117%7C2021-12-23%5C%22+AND+%28billIsReserved%3A%5C%22N%5C%22+OR+type%3A%5C%22AMENDMENT%5C%22%29%22%2C%22%5C%22117%7C2021-12-23%5C%22%22%5D%7D&s=1&r=5
12/23/2021,BILL,Illicit Finance Improvements Act,"Rep. Lynch, Stephen F. [D-MA-8]", House - Financial Services        ,House - 12/23/2021 Referred to the House Committee on Financial Services. (,Introduced,https://www.congress.gov/bill/117th-congress/house-bill/6343?q=%7B%22search%22%3A%5B%22actionDate%3A%5C%22117%7C2021-12-23%5C%22+AND+%28billIsReserved%3A%5C%22N%5C%22+OR+type%3A%5C%22AMENDMENT%5C%22%29%22%2C%22%5C%22117%7C2021-12-23%5C%22%22%5D%7D&s=1&r=6
12/23/2021,BILL,Research and Development Tax Credit Expansion Act of 2021,"Rep. Neguse, Joe [D-CO-2]", House - Ways and Means        ,House - 12/23/2021 Referred to the House Committee on Ways and Means. (,Introduced,https://www.congress.gov/bill/117th-congress/house-bill/6344?q=%7B%22search%22%3A%5B%22actionDate%3A%5C%22117%7C2021-12-23%5C%22+AND+%28billIsReserved%3A%5C%22N%5C%22+OR+type%3A%5C%22AMENDMENT%5C%22%29%22%2C%22%5C%22117%7C2021-12-23%5C%22%22%5D%7D&s=1&r=7
12/23/2021,BILL,"To amend the Siletz Reservation Act to address the hunting, fishing, trapping, and animal gathering rights of the Confederated Tribes of Siletz Indians, and for other purposes.","Rep. Schrader, Kurt [D-OR-5]", House - Natural Resources        ,House - 12/23/2021 Referred to the House Committee on Natural Resources. (,Introduced,https://www.congress.gov/bill/117th-congress/house-bill/6345?q=%7B%22search%22%3A%5B%22actionDate%3A%5C%22117%7C2021-12-23%5C%22+AND+%28billIsReserved%3A%5C%22N%5C%22+OR+type%3A%5C%22AMENDMENT%5C%22%29%22%2C%22%5C%22117%7C2021-12-23%5C%22%22%5D%7D&s=1&r=8
12/23/2021,BILL,"To amend the Grand Ronde Reservation Act to address the hunting, fishing, trapping, and animal gathering rights of the Confederated Tribes of the Grand Ronde Community, and for other purposes.","Rep. Schrader, Kurt [D-OR-5]", House - Natural Resources        ,House - 12/23/2021 Referred to the House Committee on Natural Resources. (,Introduced,https://www.congress.gov/bill/117th-congress/house-bill/6346?q=%7B%22search%22%3A%5B%22actionDate%3A%5C%22117%7C2021-12-23%5C%22+AND+%28billIsReserved%3A%5C%22N%5C%22+OR+type%3A%5C%22AMENDMENT%5C%22%29%22%2C%22%5C%22117%7C2021-12-23%5C%22%22%5D%7D&s=1&r=9
12/23/2021,BILL,"To require the Administrator of the Small Business Administration to establish a pilot procurement program for military spouses, and for other purposes.","Rep. Strickland, Marilyn [D-WA-10]", House - Small Business        ,House - 12/23/2021 Referred to the House Committee on Small Business. (,Introduced,https://www.congress.gov/bill/117th-congress/house-bill/6347?q=%7B%22search%22%3A%5B%22actionDate%3A%5C%22117%7C2021-12-23%5C%22+AND+%28billIsReserved%3A%5C%22N%5C%22+OR+type%3A%5C%22AMENDMENT%5C%22%29%22%2C%22%5C%22117%7C2021-12-23%5C%22%22%5D%7D&s=1&r=10
12/23/2021,RESOLUTION,"Recognizing the week of December 26, 2021, as the ""Week of the Quincentennial of the Fight Against Black Slavery in the Americas"".","Rep. Espaillat, Adriano [D-NY-13]", House - Foreign Affairs        ,House - 12/23/2021 Referred to the House Committee on Foreign Affairs. (,Introduced,https://www.congress.gov/bill/117th-congress/house-resolution/858?q=%7B%22search%22%3A%5B%22actionDate%3A%5C%22117%7C2021-12-23%5C%22+AND+%28billIsReserved%3A%5C%22N%5C%22+OR+type%3A%5C%22AMENDMENT%5C%22%29%22%2C%22%5C%22117%7C2021-12-23%5C%22%22%5D%7D&s=1&r=11
12/23/2021,RESOLUTION,"Providing for consideration of the joint resolution (H.J. Res 65), Providing for congressional disapproval under chapter 8 of title 5, United States Code, of the rule submitted by the Department of Labor relating to ""COVID-19 Vaccination and Testing; Emergency Temporary Standard"".","Rep. Keller, Fred [R-PA-12]", House - Rules        ,House - 12/23/2021 Referred to the House Committee on Rules. (,Introduced,https://www.congress.gov/bill/117th-congress/house-resolution/859?q=%7B%22search%22%3A%5B%22actionDate%3A%5C%22117%7C2021-12-23%5C%22+AND+%28billIsReserved%3A%5C%22N%5C%22+OR+type%3A%5C%22AMENDMENT%5C%22%29%22%2C%22%5C%22117%7C2021-12-23%5C%22%22%5D%7D&s=1&r=12
12/23/2021,BILL,National Defense Authorization Act for Fiscal Year 2022,"Sen. Scott, Rick [R-FL]", Senate - Energy and Natural Resources        ,,To President,https://www.congress.gov/bill/117th-congress/senate-bill/1605?q=%7B%22search%22%3A%5B%22actionDate%3A%5C%22117%7C2021-12-23%5C%22+AND+%28billIsReserved%3A%5C%22N%5C%22+OR+type%3A%5C%22AMENDMENT%5C%22%29%22%2C%22%5C%22117%7C2021-12-23%5C%22%22%5D%7D&s=1&r=13
