name,text,date,pdf_link
,,,https://www.congress.gov/bill-texts-received-today
S.Res.332 [117th]," - Honoring the Centers for Disease Control and Prevention on the 75th anniversary of its establishment and expressing deep gratitude on behalf of the people of the United States to the scientists, disease detectives, career civil servants, and support staff at the Centers",Introduced in Senate (07/30/2021):,https://www.congress.gov/117/bills/sres332/BILLS-117sres332is.pdf
S.Res.333 [117th]," - A resolution relating to the death of the Honorable Carl Levin, former Senator for the State of Michigan.",Agreed to Senate (07/30/2021):,https://www.congress.gov/117/bills/sres333/BILLS-117sres333ats.pdf
S.2483 [117th], - Improving Cybersecurity of Small Organizations Act of 2021,Introduced in Senate (07/27/2021):,https://www.congress.gov/117/bills/s2483/BILLS-117s2483is.pdf
S.2485 [117th], - Territory Economic Development Tax Credit Act,Introduced in Senate (07/27/2021):,https://www.congress.gov/117/bills/s2485/BILLS-117s2485is.pdf
S.2486 [117th], - Make Taxpayer-Funded Department of Defense Medical Interventions Affordable Act,Introduced in Senate (07/27/2021):,https://www.congress.gov/117/bills/s2486/BILLS-117s2486is.pdf
S.2487 [117th], - Put the Brakes on Boondoggles Act,Introduced in Senate (07/27/2021):,https://www.congress.gov/117/bills/s2487/BILLS-117s2487is.pdf
S.2488 [117th], - Suicide and Crisis Outreach Prevention Enhancement Act,Introduced in Senate (07/27/2021):,https://www.congress.gov/117/bills/s2488/BILLS-117s2488is.pdf
S.2489 [117th], - Anti-BDS Labeling Act,Introduced in Senate (07/27/2021):,https://www.congress.gov/117/bills/s2489/BILLS-117s2489is.pdf
S.2490 [117th], - Blackwell School National Historic Site Act,Introduced in Senate (07/27/2021):,https://www.congress.gov/117/bills/s2490/BILLS-117s2490is.pdf
S.2491 [117th], - Defense of United States Infrastructure Act of 2021,Introduced in Senate (07/27/2021):,https://www.congress.gov/117/bills/s2491/BILLS-117s2491is.pdf
S.2492 [117th], - Treating Tribes and Counties as Good Neighbors Act,Introduced in Senate (07/27/2021):,https://www.congress.gov/117/bills/s2492/BILLS-117s2492is.pdf
S.Res.318 [117th]," - A resolution expressing support for the designation of July 2021 as ""American Grown Flower and Foliage Month"".",Introduced in Senate (07/26/2021):,https://www.congress.gov/117/bills/sres318/BILLS-117sres318is.pdf
S.2459 [117th], - HANGARS Act,Introduced in Senate (07/22/2021):,https://www.congress.gov/117/bills/s2459/BILLS-117s2459is.pdf
S.2460 [117th], - Solving an Overlooked Loophole in Votes for Executives (SOLVE) Act,Introduced in Senate (07/22/2021):,https://www.congress.gov/117/bills/s2460/BILLS-117s2460is.pdf
S.2455 [117th], - Tax-Free Pell Grant Act,Introduced in Senate (07/22/2021):,https://www.congress.gov/117/bills/s2455/BILLS-117s2455is.pdf
S.2458 [117th], - Certainty for General Aviation Pilots Act of 2021,Introduced in Senate (07/22/2021):,https://www.congress.gov/117/bills/s2458/BILLS-117s2458is.pdf
S.2461 [117th], - Agriculture Environmental Stewardship Act of 2021,Introduced in Senate (07/22/2021):,https://www.congress.gov/117/bills/s2461/BILLS-117s2461is.pdf
S.2462 [117th], - APEX Act,Introduced in Senate (07/22/2021):,https://www.congress.gov/117/bills/s2462/BILLS-117s2462is.pdf
S.2456 [117th], - Broadcast VOICES Act,Introduced in Senate (07/22/2021):,https://www.congress.gov/117/bills/s2456/BILLS-117s2456is.pdf
S.2463 [117th], - To require agencies submit zero-based budgets.,Introduced in Senate (07/22/2021):,https://www.congress.gov/117/bills/s2463/BILLS-117s2463is.pdf
S.2457 [117th], - PRESS Act,Introduced in Senate (07/22/2021):,https://www.congress.gov/117/bills/s2457/BILLS-117s2457is.pdf
S.2465 [117th], - American Opportunity Tax Credit Enhancement Act of 2021,Introduced in Senate (07/22/2021):,https://www.congress.gov/117/bills/s2465/BILLS-117s2465is.pdf
S.2464 [117th], - RECOMPETE Act,Introduced in Senate (07/22/2021):,https://www.congress.gov/117/bills/s2464/BILLS-117s2464is.pdf
S.2410 [117th], - Safe Schools Improvement Act of 2021,Introduced in Senate (07/21/2021):,https://www.congress.gov/117/bills/s2410/BILLS-117s2410is.pdf
H.R.4546 [117th], - Turkey Human Rights Promotion Act of 2021,Introduced in House (07/20/2021):,https://www.congress.gov/117/bills/hr4546/BILLS-117hr4546ih.pdf
H.R.4547 [117th], - Association Health Plans Act of 2021,Introduced in House (07/20/2021):,https://www.congress.gov/117/bills/hr4547/BILLS-117hr4547ih.pdf
H.R.4548 [117th], - Unfair or Deceptive Acts or Practices Uniformity Act,Introduced in House (07/20/2021):,https://www.congress.gov/117/bills/hr4548/BILLS-117hr4548ih.pdf
