date,url
06/06/2022,https://www.congress.gov/congressional-record/2022/6/6/daily-digest
06/03/2022,https://www.congress.gov/congressional-record/2022/6/3/daily-digest
06/08/2022,https://www.congress.gov/congressional-record/2022/6/8/daily-digest
06/07/2022,https://www.congress.gov/congressional-record/2022/6/7/daily-digest
