date,url
09/20/2021,https://www.congress.gov/congressional-record/2021/9/20/daily-digest
09/17/2021,https://www.congress.gov/congressional-record/2021/9/17/daily-digest
09/15/2021,https://www.congress.gov/congressional-record/2021/9/15/daily-digest
