name,text,date,pdf_link
,,,https://www.congress.gov/bill-texts-received-today
H.Res.920 [117th], - Calling on the Senate to remove the name of Richard B. Russell from the Russell Senate Office Building.,Introduced in House (02/09/2022):,https://www.congress.gov/117/bills/hres920/BILLS-117hres920ih.pdf
H.Res.916 [117th]," - Expressing support for the annual Heart Valve Disease Awareness Day on February 22, 2022, coinciding with American Heart Month.",Introduced in House (02/09/2022):,https://www.congress.gov/117/bills/hres916/BILLS-117hres916ih.pdf
H.Res.919 [117th], - Declaring unconditional war on racism and invidious discrimination and providing for the establishment of a Cabinet-level Department of Reconciliation charged with eliminating racism and invidious discrimination.,Introduced in House (02/09/2022):,https://www.congress.gov/117/bills/hres919/BILLS-117hres919ih.pdf
H.Res.924 [117th]," - Expressing support for designation of the month of February 2022 as ""National Teen Dating Violence Awareness and Prevention Month"".",Introduced in House (02/09/2022):,https://www.congress.gov/117/bills/hres924/BILLS-117hres924ih.pdf
H.Res.923 [117th], - Supporting the goals and ideals of Career and Technical Education Month.,Introduced in House (02/09/2022):,https://www.congress.gov/117/bills/hres923/BILLS-117hres923ih.pdf
H.Res.915 [117th]," - Approving certain regulations to implement provisions of the Congressional Accountability Act of 1995 relating to labor-management relations with respect to employees of the House of Representatives covered under section 220(e), and for other purposes.",Introduced in House (02/09/2022):,https://www.congress.gov/117/bills/hres915/BILLS-117hres915ih.pdf
H.Res.918 [117th]," - Honoring the legacy of the Harlem Renaissance, a cultural, social, and political movement in American history.",Introduced in House (02/09/2022):,https://www.congress.gov/117/bills/hres918/BILLS-117hres918ih.pdf
H.Res.921 [117th], - Directing the Clerk of the House of Representatives to place a real time display of the United States total outstanding national debt in the House Chamber.,Introduced in House (02/09/2022):,https://www.congress.gov/117/bills/hres921/BILLS-117hres921ih.pdf
H.Res.917 [117th]," - Condemning the atrocities that occurred in Forsyth County, Georgia, in 1912 in which over 1,100 Black Americans were terrorized and driven out by white supremacist mobs, including dozens of Black Americans who owned land in the county, and reaffirming the House of Repre",Introduced in House (02/09/2022):,https://www.congress.gov/117/bills/hres917/BILLS-117hres917ih.pdf
H.Res.922 [117th], - Condemning the use of hunger as a weapon of war and recognizing the effect of conflict on global food security and famine.,Introduced in House (02/09/2022):,https://www.congress.gov/117/bills/hres922/BILLS-117hres922ih.pdf
H.R.6621 [117th], - No Taxpayer Funds for Illegal Immigrants Act,Introduced in House (02/07/2022):,https://www.congress.gov/117/bills/hr6621/BILLS-117hr6621ih.pdf
H.R.6625 [117th], - Equal Access to Therapeutics Act,Introduced in House (02/07/2022):,https://www.congress.gov/117/bills/hr6625/BILLS-117hr6625ih.pdf
