name,text,date,pdf_link
,,,https://www.congress.gov/bill-texts-received-today
H.Con.Res.51 [117th], - Marking the four-year anniversary of the devastation of Puerto Rico and the United States Virgin Islands by Hurricane Maria.,Introduced in House (09/20/2021):,https://www.congress.gov/117/bills/hconres51/BILLS-117hconres51ih.pdf
H.Res.659 [117th]," - Expressing support for the designation of September 2021 as ""National Kinship Care Month"".",Introduced in House (09/20/2021):,https://www.congress.gov/117/bills/hres659/BILLS-117hres659ih.pdf
H.Res.660 [117th]," - Supporting the designation of the week of September 19 through September 25, 2021, as ""Telehealth Awareness Week"".",Introduced in House (09/20/2021):,https://www.congress.gov/117/bills/hres660/BILLS-117hres660ih.pdf
H.Res.661 [117th]," - Expressing support for designation of the week of September 19, 2021, through September 25, 2021, as ""Balance Awareness Week"".",Introduced in House (09/20/2021):,https://www.congress.gov/117/bills/hres661/BILLS-117hres661ih.pdf
H.Res.662 [117th]," - Honoring the victims resulting from hate crimes, Islamophobia and anti-immigrant sentiment, in the aftermath of September 11, 2001, where individuals were targeted by violence and hatred because they were Muslim or perceived to be Muslim.",Introduced in House (09/20/2021):,https://www.congress.gov/117/bills/hres662/BILLS-117hres662ih.pdf
H.Res.664 [117th], - Commemorating the anniversary of the invasion of Poland and recognizing the importance of the United States alliance with the Republic of Poland.,Introduced in House (09/20/2021):,https://www.congress.gov/117/bills/hres664/BILLS-117hres664ih.pdf
H.R.5295 [117th], - Every Veteran Counts Act of 2021,Introduced in House (09/20/2021):,https://www.congress.gov/117/bills/hr5295/BILLS-117hr5295ih.pdf
H.Res.663 [117th], - GALA Resolution,Introduced in House (09/20/2021):,https://www.congress.gov/117/bills/hres663/BILLS-117hres663ih.pdf
H.R.5294 [117th], - Make the Migrant Protection Protocols Mandatory Act of 2021,Introduced in House (09/20/2021):,https://www.congress.gov/117/bills/hr5294/BILLS-117hr5294ih.pdf
H.R.5279 [117th], - Defense Energy Efficiency Act,Introduced in House (09/17/2021):,https://www.congress.gov/117/bills/hr5279/BILLS-117hr5279ih.pdf
H.R.5280 [117th], - Local Resiliency Act,Introduced in House (09/17/2021):,https://www.congress.gov/117/bills/hr5280/BILLS-117hr5280ih.pdf
H.R.267 [117th], - 2020 WHIP+ Reauthorization Act,Reported in House (09/20/2021):,https://www.congress.gov/117/bills/hr267/BILLS-117hr267rh.pdf
