date,type,title,sponsor,committees,latest_action,tracker,url
01/20/2022,LAW,PRRADA,"Rep. Velazquez, Nydia M. [D-NY-7]", House - Judiciary | Senate - Energy and Natural Resources        ,,Became Law,https://www.congress.gov/bill/117th-congress/house-bill/1192?q=%7B%22search%22%3A%5B%22actionDate%3A%5C%22117%7C2022-01-20%5C%22+AND+%28billIsReserved%3A%5C%22N%5C%22+OR+type%3A%5C%22AMENDMENT%5C%22%29%22%2C%22%5C%22117%7C2022-01-20%5C%22%22%5D%7D&s=1&r=1
01/20/2022,BILL,Improving Corporate Governance Through Diversity Act of 2021,"Rep. Meeks, Gregory W. [D-NY-5]", House - Financial Services        ,"House - 01/20/2022 Placed on the Union Calendar, Calendar No. 164. (",Introduced,https://www.congress.gov/bill/117th-congress/house-bill/1277?q=%7B%22search%22%3A%5B%22actionDate%3A%5C%22117%7C2022-01-20%5C%22+AND+%28billIsReserved%3A%5C%22N%5C%22+OR+type%3A%5C%22AMENDMENT%5C%22%29%22%2C%22%5C%22117%7C2022-01-20%5C%22%22%5D%7D&s=1&r=2
01/20/2022,BILL,Federal Reserve Racial and Economic Equity Act,"Rep. Waters, Maxine [D-CA-43]", House - Financial Services        ,"House - 01/20/2022 Placed on the Union Calendar, Calendar No. 162. (",Introduced,https://www.congress.gov/bill/117th-congress/house-bill/2543?q=%7B%22search%22%3A%5B%22actionDate%3A%5C%22117%7C2022-01-20%5C%22+AND+%28billIsReserved%3A%5C%22N%5C%22+OR+type%3A%5C%22AMENDMENT%5C%22%29%22%2C%22%5C%22117%7C2022-01-20%5C%22%22%5D%7D&s=1&r=3
01/20/2022,BILL,Promoting New and Diverse Depository Institutions Act,"Rep. Auchincloss, Jake [D-MA-4]", House - Financial Services        ,"House - 01/20/2022 Placed on the Union Calendar, Calendar No. 163. (",Introduced,https://www.congress.gov/bill/117th-congress/house-bill/4590?q=%7B%22search%22%3A%5B%22actionDate%3A%5C%22117%7C2022-01-20%5C%22+AND+%28billIsReserved%3A%5C%22N%5C%22+OR+type%3A%5C%22AMENDMENT%5C%22%29%22%2C%22%5C%22117%7C2022-01-20%5C%22%22%5D%7D&s=1&r=4
01/20/2022,BILL,EVEST Act,"Rep. Takano, Mark [D-CA-41]", House - Veterans' Affairs | Senate - Veterans' Affairs        ,Senate - 01/20/2022 Received in the Senate and Read twice and referred to the Committee on Veterans' Affairs. (,Passed House,https://www.congress.gov/bill/117th-congress/house-bill/4673?q=%7B%22search%22%3A%5B%22actionDate%3A%5C%22117%7C2022-01-20%5C%22+AND+%28billIsReserved%3A%5C%22N%5C%22+OR+type%3A%5C%22AMENDMENT%5C%22%29%22%2C%22%5C%22117%7C2022-01-20%5C%22%22%5D%7D&s=1&r=5
01/20/2022,BILL,Trading Isn’t a Game Act,"Rep. Casten, Sean [D-IL-6]", House - Financial Services        ,"House - 01/20/2022 Placed on the Union Calendar, Calendar No. 165. (",Introduced,https://www.congress.gov/bill/117th-congress/house-bill/4685?q=%7B%22search%22%3A%5B%22actionDate%3A%5C%22117%7C2022-01-20%5C%22+AND+%28billIsReserved%3A%5C%22N%5C%22+OR+type%3A%5C%22AMENDMENT%5C%22%29%22%2C%22%5C%22117%7C2022-01-20%5C%22%22%5D%7D&s=1&r=6
01/20/2022,BILL,"To direct the Secretary of the Interior to establish, within the National Park Service, the Japanese American World War II History Network, and for other purposes.","Rep. Obernolte, Jay [R-CA-8]", House - Natural Resources        ,House - 01/20/2022 Referred to the House Committee on Natural Resources. (,Introduced,https://www.congress.gov/bill/117th-congress/house-bill/6434?q=%7B%22search%22%3A%5B%22actionDate%3A%5C%22117%7C2022-01-20%5C%22+AND+%28billIsReserved%3A%5C%22N%5C%22+OR+type%3A%5C%22AMENDMENT%5C%22%29%22%2C%22%5C%22117%7C2022-01-20%5C%22%22%5D%7D&s=1&r=7
01/20/2022,BILL,To provide for the application of certain provisions of the Secure Rural Schools and Community Self-Determination Act of 2000 for fiscal year 2021.,"Rep. McMorris Rodgers, Cathy [R-WA-5]", House - Agriculture; Armed Services        ,"House - 01/20/2022 Referred to the Committee on Agriculture, and in addition to the Committee on Armed Services, for a period to be subsequently determined by the Speaker, in each case for consideration of such provisions as fall within the jurisdiction of the committee concerned. (",Introduced,https://www.congress.gov/bill/117th-congress/house-bill/6435?q=%7B%22search%22%3A%5B%22actionDate%3A%5C%22117%7C2022-01-20%5C%22+AND+%28billIsReserved%3A%5C%22N%5C%22+OR+type%3A%5C%22AMENDMENT%5C%22%29%22%2C%22%5C%22117%7C2022-01-20%5C%22%22%5D%7D&s=1&r=8
01/20/2022,BILL,"To amend the Workforce Innovation and Opportunity Act to address workforce gaps, and for other purposes.","Rep. Bice, Stephanie I. [R-OK-5]", House - Education and Labor        ,House - 01/20/2022 Referred to the House Committee on Education and Labor. (,Introduced,https://www.congress.gov/bill/117th-congress/house-bill/6436?q=%7B%22search%22%3A%5B%22actionDate%3A%5C%22117%7C2022-01-20%5C%22+AND+%28billIsReserved%3A%5C%22N%5C%22+OR+type%3A%5C%22AMENDMENT%5C%22%29%22%2C%22%5C%22117%7C2022-01-20%5C%22%22%5D%7D&s=1&r=9
01/20/2022,BILL,"To amend the Low-Income Home Energy Assistance Act of 1981 to increase the availability of heating and cooling assistance, and for other purposes.","Rep. Bowman, Jamaal [D-NY-16]", House - Energy and Commerce; Education and Labor        ,"House - 01/20/2022 Referred to the Committee on Energy and Commerce, and in addition to the Committee on Education and Labor, for a period to be subsequently determined by the Speaker, in each case for consideration of such provisions as fall within the jurisdiction of the committee... (",Introduced,https://www.congress.gov/bill/117th-congress/house-bill/6437?q=%7B%22search%22%3A%5B%22actionDate%3A%5C%22117%7C2022-01-20%5C%22+AND+%28billIsReserved%3A%5C%22N%5C%22+OR+type%3A%5C%22AMENDMENT%5C%22%29%22%2C%22%5C%22117%7C2022-01-20%5C%22%22%5D%7D&s=1&r=10
01/20/2022,BILL,"To authorize the Secretary of the Interior to conduct a special resource study of the site known as ""Dearfield"" in the State of Colorado.","Rep. Buck, Ken [R-CO-4]", House - Natural Resources        ,House - 01/20/2022 Referred to the House Committee on Natural Resources. (,Introduced,https://www.congress.gov/bill/117th-congress/house-bill/6438?q=%7B%22search%22%3A%5B%22actionDate%3A%5C%22117%7C2022-01-20%5C%22+AND+%28billIsReserved%3A%5C%22N%5C%22+OR+type%3A%5C%22AMENDMENT%5C%22%29%22%2C%22%5C%22117%7C2022-01-20%5C%22%22%5D%7D&s=1&r=11
