date,url
01/04/2022,https://www.congress.gov/congressional-record/2022/1/4/daily-digest
01/03/2022,https://www.congress.gov/congressional-record/2022/1/3/daily-digest
12/30/2021,https://www.congress.gov/congressional-record/2021/12/30/daily-digest
