name,text,date,pdf_link
,,,https://www.congress.gov/bill-texts-received-today
H.R.6376 [117th], - Student Veteran Work Study Modernization Act,Introduced in House (01/12/2022):,https://www.congress.gov/117/bills/hr6376/BILLS-117hr6376ih.pdf
H.R.6373 [117th]," - To establish the Digital Literacy and Equity Commission, and for other purposes.",Introduced in House (01/12/2022):,https://www.congress.gov/117/bills/hr6373/BILLS-117hr6373ih.pdf
H.R.6377 [117th], - Free At-Home Tests for All Act,Introduced in House (01/12/2022):,https://www.congress.gov/117/bills/hr6377/BILLS-117hr6377ih.pdf
H.R.6374 [117th], - Strengthening Supply Chains for Servicemembers and Security Act,Introduced in House (01/12/2022):,https://www.congress.gov/117/bills/hr6374/BILLS-117hr6374ih.pdf
H.R.6375 [117th], - COPS on the Beat Grant Program Reauthorization and Parity Act of 2022,Introduced in House (01/12/2022):,https://www.congress.gov/117/bills/hr6375/BILLS-117hr6375ih.pdf
H.R.6378 [117th], - Local Control Act,Introduced in House (01/12/2022):,https://www.congress.gov/117/bills/hr6378/BILLS-117hr6378ih.pdf
H.R.6379 [117th], - Federal Reserve Regulatory Oversight Act,Introduced in House (01/12/2022):,https://www.congress.gov/117/bills/hr6379/BILLS-117hr6379ih.pdf
H.R.6381 [117th], - CREATE Act of 2022,Introduced in House (01/12/2022):,https://www.congress.gov/117/bills/hr6381/BILLS-117hr6381ih.pdf
H.R.6383 [117th], - National Security Moratorium on Foreign Purchases of U.S. Land,Introduced in House (01/12/2022):,https://www.congress.gov/117/bills/hr6383/BILLS-117hr6383ih.pdf
H.R.6382 [117th]," - To nullify the order of the Mayor of the District of Columbia imposing a vaccine entry requirement for certain establishments and facilities, and for other purposes.",Introduced in House (01/12/2022):,https://www.congress.gov/117/bills/hr6382/BILLS-117hr6382ih.pdf
H.Res.868 [117th]," - Providing for consideration of the Senate amendment to the bill (H.R. 5746) to amend title 51, United States Code, to extend the authority of the National Aeronautics and Space Administration to enter into leases of non-excess property of the Administration.",Engrossed in House (01/12/2022):,https://www.congress.gov/117/bills/hres868/BILLS-117hres868eh.pdf
H.R.5746 [117th], - Freedom to Vote: John R. Lewis Act,Engrossed Amendment Senate (12/14/2021):,https://www.congress.gov/117/bills/hr5746/BILLS-117hr5746eas.pdf
H.R.2471 [117th]," - Haiti Development, Accountability, and Institutional Transparency Initiative Act",Engrossed Amendment Senate (01/13/2022):,https://www.congress.gov/117/bills/hr2471/BILLS-117hr2471eas.pdf
H.R.1836 [117th], - Guard and Reserve GI Bill Parity Act of 2021,Engrossed in House (01/12/2022):,https://www.congress.gov/117/bills/hr1836/BILLS-117hr1836eh.pdf
