date,type,title,sponsor,committees,latest_action,tracker,url
09/17/2021,BILL,One-Stop Pilot Program Act of 2021,"Rep. Katko, John [R-NY-24]", House - Homeland Security        ,"House - 09/17/2021 Placed on the Union Calendar, Calendar No. 88. (",Introduced,https://www.congress.gov/bill/117th-congress/house-bill/4094?q=%7B%22search%22%3A%5B%22actionDate%3A%5C%22117%7C2021-09-17%5C%22+AND+%28billIsReserved%3A%5C%22N%5C%22+OR+type%3A%5C%22AMENDMENT%5C%22%29%22%5D%7D&s=1&r=1
09/17/2021,BILL,National Defense Authorization Act for Fiscal Year 2022,"Rep. Smith, Adam [D-WA-9]", House - Armed Services        ,"House - 09/17/2021 SUPPLEMENTAL FILING AUTHORITY - Without objection, the Committee on Armed Services is authorized to file a supplemental report on the bill ",Introduced,https://www.congress.gov/bill/117th-congress/house-bill/4350?q=%7B%22search%22%3A%5B%22actionDate%3A%5C%22117%7C2021-09-17%5C%22+AND+%28billIsReserved%3A%5C%22N%5C%22+OR+type%3A%5C%22AMENDMENT%5C%22%29%22%5D%7D&s=1&r=2
09/17/2021,BILL,"To direct the Secretary of Defense to implement certain recommendations of the Comptroller General of the United States with respect to the mitigation and prevention of training accidents, and for other purposes.","Rep. Buchanan, Vern [R-FL-16]", House - Armed Services        ,House - 09/17/2021 Referred to the House Committee on Armed Services. (,Introduced,https://www.congress.gov/bill/117th-congress/house-bill/5268?q=%7B%22search%22%3A%5B%22actionDate%3A%5C%22117%7C2021-09-17%5C%22+AND+%28billIsReserved%3A%5C%22N%5C%22+OR+type%3A%5C%22AMENDMENT%5C%22%29%22%5D%7D&s=1&r=3
09/17/2021,BILL,"To expand public access to tenant financial assistance programs, and for other purposes.","Rep. Bush, Cori [D-MO-1]", House - Financial Services        ,House - 09/17/2021 Referred to the House Committee on Financial Services. (,Introduced,https://www.congress.gov/bill/117th-congress/house-bill/5269?q=%7B%22search%22%3A%5B%22actionDate%3A%5C%22117%7C2021-09-17%5C%22+AND+%28billIsReserved%3A%5C%22N%5C%22+OR+type%3A%5C%22AMENDMENT%5C%22%29%22%5D%7D&s=1&r=4
09/17/2021,BILL,"To prohibit the National Institutes of Health from conducting or supporting certain gain-of-function research, and for other purposes.","Rep. Carter, Earl L. ""Buddy"" [R-GA-1]", House - Energy and Commerce        ,House - 09/17/2021 Referred to the House Committee on Energy and Commerce. (,Introduced,https://www.congress.gov/bill/117th-congress/house-bill/5270?q=%7B%22search%22%3A%5B%22actionDate%3A%5C%22117%7C2021-09-17%5C%22+AND+%28billIsReserved%3A%5C%22N%5C%22+OR+type%3A%5C%22AMENDMENT%5C%22%29%22%5D%7D&s=1&r=5
09/17/2021,BILL,"To designate the facility of the United States Postal Service located at 2245 Rosa L Parks Boulevard in Nashville, Tennessee, as the ""Thelma Harper Post Office Building"".","Rep. Cooper, Jim [D-TN-5]", House - Oversight and Reform        ,House - 09/17/2021 Referred to the House Committee on Oversight and Reform. (,Introduced,https://www.congress.gov/bill/117th-congress/house-bill/5271?q=%7B%22search%22%3A%5B%22actionDate%3A%5C%22117%7C2021-09-17%5C%22+AND+%28billIsReserved%3A%5C%22N%5C%22+OR+type%3A%5C%22AMENDMENT%5C%22%29%22%5D%7D&s=1&r=6
09/17/2021,BILL,"To prevent recognition of the Taliban-controlled government of Afghanistan, and for other purposes.","Rep. Curtis, John R. [R-UT-3]", House - Foreign Affairs        ,House - 09/17/2021 Referred to the House Committee on Foreign Affairs. (,Introduced,https://www.congress.gov/bill/117th-congress/house-bill/5272?q=%7B%22search%22%3A%5B%22actionDate%3A%5C%22117%7C2021-09-17%5C%22+AND+%28billIsReserved%3A%5C%22N%5C%22+OR+type%3A%5C%22AMENDMENT%5C%22%29%22%5D%7D&s=1&r=7
09/17/2021,BILL,"To establish a Gun Safety Board, and for other purposes.","Rep. DeSaulnier, Mark [D-CA-11]", House - Energy and Commerce        ,House - 09/17/2021 Referred to the House Committee on Energy and Commerce. (,Introduced,https://www.congress.gov/bill/117th-congress/house-bill/5273?q=%7B%22search%22%3A%5B%22actionDate%3A%5C%22117%7C2021-09-17%5C%22+AND+%28billIsReserved%3A%5C%22N%5C%22+OR+type%3A%5C%22AMENDMENT%5C%22%29%22%5D%7D&s=1&r=8
09/17/2021,BILL,"To amend the Homeland Security Act of 2002 to provide training for U.S. Customs and Border Protection personnel on the use of containment devices to prevent secondary exposure to fentanyl and other potentially lethal substances, and for other purposes.","Rep. Joyce, David P. [R-OH-14]", House - Homeland Security; Ways and Means        ,"House - 09/17/2021 Referred to the Committee on Homeland Security, and in addition to the Committee on Ways and Means, for a period to be subsequently determined by the Speaker, in each case for consideration of such provisions as fall within the jurisdiction of the committee... (",Introduced,https://www.congress.gov/bill/117th-congress/house-bill/5274?q=%7B%22search%22%3A%5B%22actionDate%3A%5C%22117%7C2021-09-17%5C%22+AND+%28billIsReserved%3A%5C%22N%5C%22+OR+type%3A%5C%22AMENDMENT%5C%22%29%22%5D%7D&s=1&r=9
09/17/2021,BILL,"To establish an independent appeals process relating to assignment restrictions at the Department of State, and for other purposes.","Rep. Lieu, Ted [D-CA-33]", House - Foreign Affairs        ,House - 09/17/2021 Referred to the House Committee on Foreign Affairs. (,Introduced,https://www.congress.gov/bill/117th-congress/house-bill/5275?q=%7B%22search%22%3A%5B%22actionDate%3A%5C%22117%7C2021-09-17%5C%22+AND+%28billIsReserved%3A%5C%22N%5C%22+OR+type%3A%5C%22AMENDMENT%5C%22%29%22%5D%7D&s=1&r=10
09/17/2021,BILL,To amend the Small Business Act to modify Govermentwide goals for certain small business concerns.,"Rep. Mfume, Kweisi [D-MD-7]", House - Small Business        ,House - 09/17/2021 Referred to the House Committee on Small Business. (,Introduced,https://www.congress.gov/bill/117th-congress/house-bill/5276?q=%7B%22search%22%3A%5B%22actionDate%3A%5C%22117%7C2021-09-17%5C%22+AND+%28billIsReserved%3A%5C%22N%5C%22+OR+type%3A%5C%22AMENDMENT%5C%22%29%22%5D%7D&s=1&r=11
09/17/2021,BILL,"To amend title 10, United States Code, to provide relief of limitations on military personnel addressing environmental risks, and for other purposes.","Rep. Neguse, Joe [D-CO-2]", House - Armed Services        ,House - 09/17/2021 Referred to the House Committee on Armed Services. (,Introduced,https://www.congress.gov/bill/117th-congress/house-bill/5277?q=%7B%22search%22%3A%5B%22actionDate%3A%5C%22117%7C2021-09-17%5C%22+AND+%28billIsReserved%3A%5C%22N%5C%22+OR+type%3A%5C%22AMENDMENT%5C%22%29%22%5D%7D&s=1&r=12
