name,text,date,pdf_link
,,,https://www.congress.gov/bill-texts-received-today
H.R.5394 [117th], - Meaningful Access to Federal Health Plan Claims Data Act of 2021,Introduced in House (09/28/2021):,https://www.congress.gov/117/bills/hr5394/BILLS-117hr5394ih.pdf
H.R.5403 [117th], - To direct the Secretary of Defense to provide medical providers of the Department of Defense mandatory training with respect to the potential health effects of perfluoroalkyl or polyfluoroalkyl substances.,Introduced in House (09/28/2021):,https://www.congress.gov/117/bills/hr5403/BILLS-117hr5403ih.pdf
H.R.5401 [117th], - Nuclear Waste Task Force Act of 2021,Introduced in House (09/28/2021):,https://www.congress.gov/117/bills/hr5401/BILLS-117hr5401ih.pdf
H.R.5402 [117th], - VET RENT Act,Introduced in House (09/28/2021):,https://www.congress.gov/117/bills/hr5402/BILLS-117hr5402ih.pdf
H.R.5395 [117th], - BuyAmerican.gov Act of 2021,Introduced in House (09/28/2021):,https://www.congress.gov/117/bills/hr5395/BILLS-117hr5395ih.pdf
H.R.5405 [117th], - Biological Intelligence Oversight Reporting Act,Introduced in House (09/28/2021):,https://www.congress.gov/117/bills/hr5405/BILLS-117hr5405ih.pdf
H.R.5406 [117th], - Biological Intelligence Organization and Attribution Act,Introduced in House (09/28/2021):,https://www.congress.gov/117/bills/hr5406/BILLS-117hr5406ih.pdf
H.R.5407 [117th], - Enhancing Mental Health and Suicide Prevention Through Campus Planning Act,Introduced in House (09/28/2021):,https://www.congress.gov/117/bills/hr5407/BILLS-117hr5407ih.pdf
H.R.5393 [117th], - Eliminating Local News Deserts Act of 2021,Introduced in House (09/28/2021):,https://www.congress.gov/117/bills/hr5393/BILLS-117hr5393ih.pdf
H.R.5400 [117th], - Preventing Disruptions to Universal Service Funds Act,Introduced in House (09/28/2021):,https://www.congress.gov/117/bills/hr5400/BILLS-117hr5400ih.pdf
H.R.5404 [117th], - Taliban Rare Earth Minerals Sanctions Act,Introduced in House (09/28/2021):,https://www.congress.gov/117/bills/hr5404/BILLS-117hr5404ih.pdf
H.R.5385 [117th], - Affordable HOME Act,Introduced in House (09/27/2021):,https://www.congress.gov/117/bills/hr5385/BILLS-117hr5385ih.pdf
H.R.5354 [117th], - Veterans Jobs Opportunity Act,Introduced in House (09/23/2021):,https://www.congress.gov/117/bills/hr5354/BILLS-117hr5354ih.pdf
