date,type,title,sponsor,committees,latest_action,tracker,url
09/28/2021,BILL,Great Dismal Swamp National Heritage Area Act,"Rep. McEachin, A. Donald [D-VA-4]", House - Natural Resources        ,House - 09/28/2021 Motion to reconsider laid on the table Agreed to without objection. (,Passed House,https://www.congress.gov/bill/117th-congress/house-bill/1154?q=%7B%22search%22%3A%5B%22actionDate%3A%5C%22117%7C2021-09-28%5C%22+AND+%28billIsReserved%3A%5C%22N%5C%22+OR+type%3A%5C%22AMENDMENT%5C%22%29%22%2C%22%5C%22117%7C2021-09-28%5C%22%22%5D%7D&s=1&r=1
09/28/2021,BILL,Libya Stabilization Act,"Rep. Deutch, Theodore E. [D-FL-22]", House - Foreign Affairs; Judiciary; Financial Services        ,House - 09/28/2021 Motion to reconsider laid on the table Agreed to without objection. (,Passed House,https://www.congress.gov/bill/117th-congress/house-bill/1228?q=%7B%22search%22%3A%5B%22actionDate%3A%5C%22117%7C2021-09-28%5C%22+AND+%28billIsReserved%3A%5C%22N%5C%22+OR+type%3A%5C%22AMENDMENT%5C%22%29%22%2C%22%5C%22117%7C2021-09-28%5C%22%22%5D%7D&s=1&r=2
09/28/2021,BILL,EQUAL Act of 2021,"Rep. Jeffries, Hakeem S. [D-NY-8]", House - Judiciary; Energy and Commerce        ,House - 09/28/2021 Motion to reconsider laid on the table Agreed to without objection. (,Passed House,https://www.congress.gov/bill/117th-congress/house-bill/1693?q=%7B%22search%22%3A%5B%22actionDate%3A%5C%22117%7C2021-09-28%5C%22+AND+%28billIsReserved%3A%5C%22N%5C%22+OR+type%3A%5C%22AMENDMENT%5C%22%29%22%2C%22%5C%22117%7C2021-09-28%5C%22%22%5D%7D&s=1&r=3
09/28/2021,BILL,Performance Enhancement Reform Act,"Rep. Connolly, Gerald E. [D-VA-11]", House - Oversight and Reform        ,House - 09/28/2021 Motion to reconsider laid on the table Agreed to without objection. (,Passed House,https://www.congress.gov/bill/117th-congress/house-bill/2617?q=%7B%22search%22%3A%5B%22actionDate%3A%5C%22117%7C2021-09-28%5C%22+AND+%28billIsReserved%3A%5C%22N%5C%22+OR+type%3A%5C%22AMENDMENT%5C%22%29%22%2C%22%5C%22117%7C2021-09-28%5C%22%22%5D%7D&s=1&r=4
09/28/2021,BILL,Infrastructure Investment and Jobs Act,"Rep. DeFazio, Peter A. [D-OR-4]", House - Transportation and Infrastructure        ,House - 09/28/2021 POSTPONED PROCEEDINGS - At the conclusion of debate on the motion to agree to the Senate amendment to ,Resolving Differences,https://www.congress.gov/bill/117th-congress/house-bill/3684?q=%7B%22search%22%3A%5B%22actionDate%3A%5C%22117%7C2021-09-28%5C%22+AND+%28billIsReserved%3A%5C%22N%5C%22+OR+type%3A%5C%22AMENDMENT%5C%22%29%22%2C%22%5C%22117%7C2021-09-28%5C%22%22%5D%7D&s=1&r=5
09/28/2021,BILL,Women's Health Protection Act of 2021,"Rep. Chu, Judy [D-CA-27]", House - Energy and Commerce        ,Senate - 09/28/2021 Read the first time. Placed on Senate Legislative Calendar under Read the First Time. (,Passed House,https://www.congress.gov/bill/117th-congress/house-bill/3755?q=%7B%22search%22%3A%5B%22actionDate%3A%5C%22117%7C2021-09-28%5C%22+AND+%28billIsReserved%3A%5C%22N%5C%22+OR+type%3A%5C%22AMENDMENT%5C%22%29%22%2C%22%5C%22117%7C2021-09-28%5C%22%22%5D%7D&s=1&r=6
09/28/2021,BILL,War Crimes Rewards Expansion Act,"Rep. Foxx, Virginia [R-NC-5]", House - Foreign Affairs        ,House - 09/28/2021 Motion to reconsider laid on the table Agreed to without objection. (,Passed House,https://www.congress.gov/bill/117th-congress/house-bill/4250?q=%7B%22search%22%3A%5B%22actionDate%3A%5C%22117%7C2021-09-28%5C%22+AND+%28billIsReserved%3A%5C%22N%5C%22+OR+type%3A%5C%22AMENDMENT%5C%22%29%22%2C%22%5C%22117%7C2021-09-28%5C%22%22%5D%7D&s=1&r=7
09/28/2021,BILL,Cambodia Democracy Act of 2021,"Rep. Chabot, Steve [R-OH-1]", House - Foreign Affairs; Judiciary; Budget        ,House - 09/28/2021 Motion to reconsider laid on the table Agreed to without objection. (,Passed House,https://www.congress.gov/bill/117th-congress/house-bill/4686?q=%7B%22search%22%3A%5B%22actionDate%3A%5C%22117%7C2021-09-28%5C%22+AND+%28billIsReserved%3A%5C%22N%5C%22+OR+type%3A%5C%22AMENDMENT%5C%22%29%22%2C%22%5C%22117%7C2021-09-28%5C%22%22%5D%7D&s=1&r=8
09/28/2021,BILL,"To amend the Fentanyl Sanctions Act, to modify certain deadlines relating to the Commission on Combating Synthetic Opioid Trafficking.","Rep. Trone, David J. [D-MD-6]", House - Foreign Affairs        ,House - 09/28/2021 Motion to reconsider laid on the table Agreed to without objection. (,Passed House,https://www.congress.gov/bill/117th-congress/house-bill/4981?q=%7B%22search%22%3A%5B%22actionDate%3A%5C%22117%7C2021-09-28%5C%22+AND+%28billIsReserved%3A%5C%22N%5C%22+OR+type%3A%5C%22AMENDMENT%5C%22%29%22%2C%22%5C%22117%7C2021-09-28%5C%22%22%5D%7D&s=1&r=9
09/28/2021,BILL,"Iron Dome Supplemental Appropriations Act, 2022","Rep. DeLauro, Rosa L. [D-CT-3]", House - Appropriations; Budget        ,Senate - 09/28/2021 Read the first time. Placed on Senate Legislative Calendar under Read the First Time. (,Passed House,https://www.congress.gov/bill/117th-congress/house-bill/5323?q=%7B%22search%22%3A%5B%22actionDate%3A%5C%22117%7C2021-09-28%5C%22+AND+%28billIsReserved%3A%5C%22N%5C%22+OR+type%3A%5C%22AMENDMENT%5C%22%29%22%2C%22%5C%22117%7C2021-09-28%5C%22%22%5D%7D&s=1&r=10
