date,type,title,sponsor,committees,latest_action,tracker,url
11/06/2021,BILL,Build Back Better Act,"Rep. Yarmuth, John A. [D-KY-3]", House - Budget        ,House - 11/06/2021 Rule ,Introduced,https://www.congress.gov/bill/117th-congress/house-bill/5376?q=%7B%22search%22%3A%5B%22actionDate%3A%5C%22117%7C2021-11-06%5C%22+AND+%28billIsReserved%3A%5C%22N%5C%22+OR+type%3A%5C%22AMENDMENT%5C%22%29%22%2C%22%5C%22117%7C2021-11-06%5C%22%22%5D%7D&s=1&r=1
11/06/2021,RESOLUTION,Providing for consideration of the bill (H.R. 5376) to provide for reconciliation pursuant to title II of S. Con. Res. 14; and for other purposes.,"Rep. McGovern, James P. [D-MA-2]", House - Rules        ,House - 11/06/2021 Motion to reconsider laid on the table Agreed to without objection. (,Agreed to in House,https://www.congress.gov/bill/117th-congress/house-resolution/774?q=%7B%22search%22%3A%5B%22actionDate%3A%5C%22117%7C2021-11-06%5C%22+AND+%28billIsReserved%3A%5C%22N%5C%22+OR+type%3A%5C%22AMENDMENT%5C%22%29%22%2C%22%5C%22117%7C2021-11-06%5C%22%22%5D%7D&s=1&r=2
11/05/2021,BILL,Infrastructure Investment and Jobs Act,"Rep. DeFazio, Peter A. [D-OR-4]", House - Transportation and Infrastructure        ,House - 11/05/2021 Motion to reconsider laid on the table Agreed to without objection. (,Resolving Differences,https://www.congress.gov/bill/117th-congress/house-bill/3684?q=%7B%22search%22%3A%5B%22actionDate%3A%5C%22117%7C2021-11-05%5C%22+AND+%28billIsReserved%3A%5C%22N%5C%22+OR+type%3A%5C%22AMENDMENT%5C%22%29%22%2C%22%5C%22117%7C2021-11-05%5C%22%22%5D%7D&s=1&r=1
11/05/2021,BILL,Broadband Internet Connections for Rural America Act,"Rep. Scott, David [D-GA-13]", House - Agriculture; Energy and Commerce        ,"House - 11/05/2021 House Committee on Energy and Commerce Granted an extension for further consideration ending not later than Nov. 18, 2021. (",Introduced,https://www.congress.gov/bill/117th-congress/house-bill/4374?q=%7B%22search%22%3A%5B%22actionDate%3A%5C%22117%7C2021-11-05%5C%22+AND+%28billIsReserved%3A%5C%22N%5C%22+OR+type%3A%5C%22AMENDMENT%5C%22%29%22%2C%22%5C%22117%7C2021-11-05%5C%22%22%5D%7D&s=1&r=2
11/05/2021,BILL,Build Back Better Act,"Rep. Yarmuth, John A. [D-KY-3]", House - Budget        ,House - 11/06/2021 Rule ,Introduced,https://www.congress.gov/bill/117th-congress/house-bill/5376?q=%7B%22search%22%3A%5B%22actionDate%3A%5C%22117%7C2021-11-05%5C%22+AND+%28billIsReserved%3A%5C%22N%5C%22+OR+type%3A%5C%22AMENDMENT%5C%22%29%22%2C%22%5C%22117%7C2021-11-05%5C%22%22%5D%7D&s=1&r=3
11/05/2021,BILL,"To establish an interagency task force to address the backlog of cargo ships at the Port of Los Angeles and the Port of Long Beach and in the coastal waters of Orange County, California, and for other purposes.","Rep. Steel, Michelle [R-CA-48]", House - Transportation and Infrastructure        ,House - 11/05/2021 Referred to the Subcommittee on Coast Guard and Maritime Transportation. (,Introduced,https://www.congress.gov/bill/117th-congress/house-bill/5885?q=%7B%22search%22%3A%5B%22actionDate%3A%5C%22117%7C2021-11-05%5C%22+AND+%28billIsReserved%3A%5C%22N%5C%22+OR+type%3A%5C%22AMENDMENT%5C%22%29%22%2C%22%5C%22117%7C2021-11-05%5C%22%22%5D%7D&s=1&r=4
11/05/2021,BILL,"To protect borrowers of Federal student loans during the transition period following the end of the COVID-19 student loan repayment pause, and for other purposes.","Rep. Bonamici, Suzanne [D-OR-1]", House - Education and Labor        ,House - 11/05/2021 Referred to the House Committee on Education and Labor. (,Introduced,https://www.congress.gov/bill/117th-congress/house-bill/5890?q=%7B%22search%22%3A%5B%22actionDate%3A%5C%22117%7C2021-11-05%5C%22+AND+%28billIsReserved%3A%5C%22N%5C%22+OR+type%3A%5C%22AMENDMENT%5C%22%29%22%2C%22%5C%22117%7C2021-11-05%5C%22%22%5D%7D&s=1&r=5
11/05/2021,BILL,"To improve and enhance retirement savings, and for other purposes.","Rep. Scott, Robert C. ""Bobby"" [D-VA-3]", House - Education and Labor; Ways and Means        ,"House - 11/05/2021 Referred to the Committee on Education and Labor, and in addition to the Committee on Ways and Means, for a period to be subsequently determined by the Speaker, in each case for consideration of such provisions as fall within the jurisdiction of the committee... (",Introduced,https://www.congress.gov/bill/117th-congress/house-bill/5891?q=%7B%22search%22%3A%5B%22actionDate%3A%5C%22117%7C2021-11-05%5C%22+AND+%28billIsReserved%3A%5C%22N%5C%22+OR+type%3A%5C%22AMENDMENT%5C%22%29%22%2C%22%5C%22117%7C2021-11-05%5C%22%22%5D%7D&s=1&r=6
11/05/2021,BILL,"To prohibit the denial of any Federal benefit, to which an individual is entitled by reason of service as a member of the Armed Forces, solely on the basis of the refusal of such individual to receive a vaccination against COVID-19.","Rep. Babin, Brian [R-TX-36]", House - Oversight and Reform        ,House - 11/05/2021 Referred to the House Committee on Oversight and Reform. (,Introduced,https://www.congress.gov/bill/117th-congress/house-bill/5892?q=%7B%22search%22%3A%5B%22actionDate%3A%5C%22117%7C2021-11-05%5C%22+AND+%28billIsReserved%3A%5C%22N%5C%22+OR+type%3A%5C%22AMENDMENT%5C%22%29%22%2C%22%5C%22117%7C2021-11-05%5C%22%22%5D%7D&s=1&r=7
11/05/2021,BILL,To amend the Elementary and Secondary Education Act of 1965 to provide grants to local educational agencies to encourage girls and underrepresented minorities to pursue studies and careers in STEM fields.,"Rep. Beatty, Joyce [D-OH-3]", House - Education and Labor        ,House - 11/05/2021 Referred to the House Committee on Education and Labor. (,Introduced,https://www.congress.gov/bill/117th-congress/house-bill/5893?q=%7B%22search%22%3A%5B%22actionDate%3A%5C%22117%7C2021-11-05%5C%22+AND+%28billIsReserved%3A%5C%22N%5C%22+OR+type%3A%5C%22AMENDMENT%5C%22%29%22%2C%22%5C%22117%7C2021-11-05%5C%22%22%5D%7D&s=1&r=8
11/05/2021,BILL,To prohibit the use of Federal funds for gender transition in minors.,"Rep. Boebert, Lauren [R-CO-3]", House - Education and Labor        ,House - 11/05/2021 Referred to the House Committee on Education and Labor. (,Introduced,https://www.congress.gov/bill/117th-congress/house-bill/5894?q=%7B%22search%22%3A%5B%22actionDate%3A%5C%22117%7C2021-11-05%5C%22+AND+%28billIsReserved%3A%5C%22N%5C%22+OR+type%3A%5C%22AMENDMENT%5C%22%29%22%2C%22%5C%22117%7C2021-11-05%5C%22%22%5D%7D&s=1&r=9
