date,type,title,sponsor,committees,latest_action,tracker,url
10/05/2021,BILL,Violence Against Women Act Reauthorization Act of 2021,"Rep. Jackson Lee, Sheila [D-TX-18]", House - Judiciary; Financial Services; Ways and Means; Education and Labor; Energy and Commerce; Veterans' Affairs; Natural Resources        ,Senate - 10/05/2021 Committee on the Judiciary. Hearings held. (,Passed House,https://www.congress.gov/bill/117th-congress/house-bill/1620?q=%7B%22search%22%3A%5B%22actionDate%3A%5C%22117%7C2021-10-05%5C%22+AND+%28billIsReserved%3A%5C%22N%5C%22+OR+type%3A%5C%22AMENDMENT%5C%22%29%22%2C%22%5C%22117%7C2021-10-05%5C%22%22%5D%7D&s=1&r=1
10/05/2021,BILL,"To designate the September 11th National Memorial Trail Route, and for other purposes.","Rep. Connolly, Gerald E. [D-VA-11]", House - Natural Resources        ,,To President,https://www.congress.gov/bill/117th-congress/house-bill/2278?q=%7B%22search%22%3A%5B%22actionDate%3A%5C%22117%7C2021-10-05%5C%22+AND+%28billIsReserved%3A%5C%22N%5C%22+OR+type%3A%5C%22AMENDMENT%5C%22%29%22%2C%22%5C%22117%7C2021-10-05%5C%22%22%5D%7D&s=1&r=2
10/05/2021,BILL,HOPR Act,"Rep. Correa, J. Luis [D-CA-46]", House - Homeland Security        ,"House - 10/05/2021 Placed on the Union Calendar, Calendar No. 96. (",Introduced,https://www.congress.gov/bill/117th-congress/house-bill/2915?q=%7B%22search%22%3A%5B%22actionDate%3A%5C%22117%7C2021-10-05%5C%22+AND+%28billIsReserved%3A%5C%22N%5C%22+OR+type%3A%5C%22AMENDMENT%5C%22%29%22%2C%22%5C%22117%7C2021-10-05%5C%22%22%5D%7D&s=1&r=3
10/05/2021,BILL,Care for Her Act,"Rep. Fortenberry, Jeff [R-NE-1]", House - Energy and Commerce; Ways and Means; Education and Labor; Agriculture; Judiciary; Financial Services        ,"House - 10/05/2021 Referred to the Subcommittee on Nutrition, Oversight, and Department Operations. (",Introduced,https://www.congress.gov/bill/117th-congress/house-bill/5163?q=%7B%22search%22%3A%5B%22actionDate%3A%5C%22117%7C2021-10-05%5C%22+AND+%28billIsReserved%3A%5C%22N%5C%22+OR+type%3A%5C%22AMENDMENT%5C%22%29%22%2C%22%5C%22117%7C2021-10-05%5C%22%22%5D%7D&s=1&r=4
10/05/2021,BILL,Urban Agriculture and Community Food Security Act,"Rep. Rush, Bobby L. [D-IL-1]", House - Agriculture        ,House - 10/05/2021 Referred to the Subcommittee on Conservation and Forestry. (,Introduced,https://www.congress.gov/bill/117th-congress/house-bill/5173?q=%7B%22search%22%3A%5B%22actionDate%3A%5C%22117%7C2021-10-05%5C%22+AND+%28billIsReserved%3A%5C%22N%5C%22+OR+type%3A%5C%22AMENDMENT%5C%22%29%22%2C%22%5C%22117%7C2021-10-05%5C%22%22%5D%7D&s=1&r=5
10/05/2021,BILL,Puerto Rico Nutrition Assistance Fairness Act of 2021,"Resident Commissioner González-Colón, Jenniffer [R-PR-At Large]", House - Agriculture        ,"House - 10/05/2021 Referred to the Subcommittee on Nutrition, Oversight, and Department Operations. (",Introduced,https://www.congress.gov/bill/117th-congress/house-bill/5220?q=%7B%22search%22%3A%5B%22actionDate%3A%5C%22117%7C2021-10-05%5C%22+AND+%28billIsReserved%3A%5C%22N%5C%22+OR+type%3A%5C%22AMENDMENT%5C%22%29%22%2C%22%5C%22117%7C2021-10-05%5C%22%22%5D%7D&s=1&r=6
10/05/2021,BILL,LIFT the BAR Act of 2021,"Rep. Jayapal, Pramila [D-WA-7]", House - Ways and Means; Agriculture; Education and Labor; Energy and Commerce; Judiciary; Financial Services        ,"House - 10/05/2021 Referred to the Subcommittee on Nutrition, Oversight, and Department Operations. (",Introduced,https://www.congress.gov/bill/117th-congress/house-bill/5227?q=%7B%22search%22%3A%5B%22actionDate%3A%5C%22117%7C2021-10-05%5C%22+AND+%28billIsReserved%3A%5C%22N%5C%22+OR+type%3A%5C%22AMENDMENT%5C%22%29%22%2C%22%5C%22117%7C2021-10-05%5C%22%22%5D%7D&s=1&r=7
10/05/2021,BILL,AFTER Act of 2021,"Rep. Boyle, Brendan F. [D-PA-2]", House - Agriculture        ,House - 10/05/2021 Referred to the Subcommittee on Livestock and Foreign Agriculture. (,Introduced,https://www.congress.gov/bill/117th-congress/house-bill/5244?q=%7B%22search%22%3A%5B%22actionDate%3A%5C%22117%7C2021-10-05%5C%22+AND+%28billIsReserved%3A%5C%22N%5C%22+OR+type%3A%5C%22AMENDMENT%5C%22%29%22%2C%22%5C%22117%7C2021-10-05%5C%22%22%5D%7D&s=1&r=8
10/05/2021,BILL,Expanding Markets for State-Inspected Meat Processors Act of 2021,"Rep. Cheney, Liz [R-WY-At Large]", House - Agriculture        ,House - 10/05/2021 Referred to the Subcommittee on Livestock and Foreign Agriculture. (,Introduced,https://www.congress.gov/bill/117th-congress/house-bill/5246?q=%7B%22search%22%3A%5B%22actionDate%3A%5C%22117%7C2021-10-05%5C%22+AND+%28billIsReserved%3A%5C%22N%5C%22+OR+type%3A%5C%22AMENDMENT%5C%22%29%22%2C%22%5C%22117%7C2021-10-05%5C%22%22%5D%7D&s=1&r=9
10/05/2021,BILL,Housing for our Firefighters Act,"Rep. Neguse, Joe [D-CO-2]", House - Natural Resources; Agriculture        ,House - 10/05/2021 Referred to the Subcommittee on Conservation and Forestry. (,Introduced,https://www.congress.gov/bill/117th-congress/house-bill/5283?q=%7B%22search%22%3A%5B%22actionDate%3A%5C%22117%7C2021-10-05%5C%22+AND+%28billIsReserved%3A%5C%22N%5C%22+OR+type%3A%5C%22AMENDMENT%5C%22%29%22%2C%22%5C%22117%7C2021-10-05%5C%22%22%5D%7D&s=1&r=10
