date,type,title,sponsor,committees,latest_action,tracker,url
12/07/2021,BILL,Safeguard Tribal Objects of Patrimony Act of 2021,"Rep. Leger Fernandez, Teresa [D-NM-3]", House - Natural Resources; Judiciary; Foreign Affairs        ,Senate - 12/07/2021 Received in the Senate. (,Passed House,https://www.congress.gov/bill/117th-congress/house-bill/2930?q=%7B%22search%22%3A%5B%22actionDate%3A%5C%22117%7C2021-12-07%5C%22+AND+%28billIsReserved%3A%5C%22N%5C%22+OR+type%3A%5C%22AMENDMENT%5C%22%29%22%2C%22%5C%22117%7C2021-12-07%5C%22%22%5D%7D&s=1&r=1
12/07/2021,BILL,National Forest Restoration and Remediation Act,"Rep. Schrier, Kim [D-WA-8]", House - Agriculture        ,"House - 12/07/2021 Placed on the Union Calendar, Calendar No. 146. (",Introduced,https://www.congress.gov/bill/117th-congress/house-bill/4489?q=%7B%22search%22%3A%5B%22actionDate%3A%5C%22117%7C2021-12-07%5C%22+AND+%28billIsReserved%3A%5C%22N%5C%22+OR+type%3A%5C%22AMENDMENT%5C%22%29%22%2C%22%5C%22117%7C2021-12-07%5C%22%22%5D%7D&s=1&r=2
12/07/2021,BILL,Adjustable Interest Rate (LIBOR) Act of 2021,"Rep. Sherman, Brad [D-CA-30]", House - Financial Services; Ways and Means; Education and Labor        ,"House - 12/07/2021 Placed on the Union Calendar, Calendar No. 147. (",Introduced,https://www.congress.gov/bill/117th-congress/house-bill/4616?q=%7B%22search%22%3A%5B%22actionDate%3A%5C%22117%7C2021-12-07%5C%22+AND+%28billIsReserved%3A%5C%22N%5C%22+OR+type%3A%5C%22AMENDMENT%5C%22%29%22%2C%22%5C%22117%7C2021-12-07%5C%22%22%5D%7D&s=1&r=3
12/07/2021,BILL,"To award posthumously a Congressional Gold Medal, in commemoration to the servicemembers who perished in Afghanistan on August 26, 2021, during the evacuation of citizens of the United States and Afghan allies at Hamid Karzai International Airport, and for other purposes.","Rep. McClain, Lisa C. [R-MI-10]", House - Financial Services; House Administration        ,,To President,https://www.congress.gov/bill/117th-congress/house-bill/5142?q=%7B%22search%22%3A%5B%22actionDate%3A%5C%22117%7C2021-12-07%5C%22+AND+%28billIsReserved%3A%5C%22N%5C%22+OR+type%3A%5C%22AMENDMENT%5C%22%29%22%2C%22%5C%22117%7C2021-12-07%5C%22%22%5D%7D&s=1&r=4
12/07/2021,BILL,Protecting Our Democracy Act,"Rep. Schiff, Adam B. [D-CA-28]", House - Oversight and Reform; Judiciary; Budget; Transportation and Infrastructure; Rules; Foreign Affairs; Ways and Means; Intelligence (Permanent Select); House Administration        ,House - 12/07/2021 Rules Committee Resolution ,Introduced,https://www.congress.gov/bill/117th-congress/house-bill/5314?q=%7B%22search%22%3A%5B%22actionDate%3A%5C%22117%7C2021-12-07%5C%22+AND+%28billIsReserved%3A%5C%22N%5C%22+OR+type%3A%5C%22AMENDMENT%5C%22%29%22%2C%22%5C%22117%7C2021-12-07%5C%22%22%5D%7D&s=1&r=5
12/07/2021,BILL,Chronic Wasting Disease Research and Management Act,"Rep. Kind, Ron [D-WI-3]", House - Agriculture        ,"House - 12/07/2021 Placed on the Union Calendar, Calendar No. 144. (",Introduced,https://www.congress.gov/bill/117th-congress/house-bill/5608?q=%7B%22search%22%3A%5B%22actionDate%3A%5C%22117%7C2021-12-07%5C%22+AND+%28billIsReserved%3A%5C%22N%5C%22+OR+type%3A%5C%22AMENDMENT%5C%22%29%22%2C%22%5C%22117%7C2021-12-07%5C%22%22%5D%7D&s=1&r=6
12/07/2021,BILL,Cattle Contract Library Act of 2021,"Rep. Johnson, Dusty [R-SD-At Large]", House - Agriculture        ,"House - 12/07/2021 Placed on the Union Calendar, Calendar No. 145. (",Introduced,https://www.congress.gov/bill/117th-congress/house-bill/5609?q=%7B%22search%22%3A%5B%22actionDate%3A%5C%22117%7C2021-12-07%5C%22+AND+%28billIsReserved%3A%5C%22N%5C%22+OR+type%3A%5C%22AMENDMENT%5C%22%29%22%2C%22%5C%22117%7C2021-12-07%5C%22%22%5D%7D&s=1&r=7
12/07/2021,BILL,"To provide for certain Medicare program extensions, and for other purposes.","Rep. Schrier, Kim [D-WA-8]", House - Ways and Means; Energy and Commerce; Budget        ,"House - 12/07/2021 Referred to the Committee on Ways and Means, and in addition to the Committees on Energy and Commerce, and the Budget, for a period to be subsequently determined by the Speaker, in each case for consideration of such provisions as fall within the jurisdiction of... (",Introduced,https://www.congress.gov/bill/117th-congress/house-bill/6143?q=%7B%22search%22%3A%5B%22actionDate%3A%5C%22117%7C2021-12-07%5C%22+AND+%28billIsReserved%3A%5C%22N%5C%22+OR+type%3A%5C%22AMENDMENT%5C%22%29%22%2C%22%5C%22117%7C2021-12-07%5C%22%22%5D%7D&s=1&r=8
12/07/2021,BILL,"To delay and offset the sequester to occur in January 2022 under the Statutory Pay-As-You-Go Act of 2010, and for other purposes.","Rep. Smith, Jason [R-MO-8]", House - Ways and Means; Budget; Energy and Commerce; Judiciary; Agriculture; Oversight and Reform        ,"House - 12/07/2021 Referred to the Committee on Ways and Means, and in addition to the Committees on the Budget, Energy and Commerce, the Judiciary, Agriculture, and Oversight and Reform, for a period to be subsequently determined by the Speaker, in each case for consideration of... (",Introduced,https://www.congress.gov/bill/117th-congress/house-bill/6144?q=%7B%22search%22%3A%5B%22actionDate%3A%5C%22117%7C2021-12-07%5C%22+AND+%28billIsReserved%3A%5C%22N%5C%22+OR+type%3A%5C%22AMENDMENT%5C%22%29%22%2C%22%5C%22117%7C2021-12-07%5C%22%22%5D%7D&s=1&r=9
12/07/2021,BILL,"To require the appropriate Federal banking agencies to develop a Community Bank Leverage Ratio that is between 8 percent 8.5 percent for calendar years 2022, 2023, and 2024, and for other purposes.","Rep. Mann, Tracey [R-KS-1]", House - Financial Services        ,House - 12/07/2021 Referred to the House Committee on Financial Services. (,Introduced,https://www.congress.gov/bill/117th-congress/house-bill/6145?q=%7B%22search%22%3A%5B%22actionDate%3A%5C%22117%7C2021-12-07%5C%22+AND+%28billIsReserved%3A%5C%22N%5C%22+OR+type%3A%5C%22AMENDMENT%5C%22%29%22%2C%22%5C%22117%7C2021-12-07%5C%22%22%5D%7D&s=1&r=10
