date,url
03/21/2022,https://www.congress.gov/congressional-record/2022/3/21/daily-digest
03/17/2022,https://www.congress.gov/congressional-record/2022/3/17/daily-digest
03/18/2022,https://www.congress.gov/congressional-record/2022/3/18/daily-digest
03/22/2022,https://www.congress.gov/congressional-record/2022/3/22/daily-digest
