name,text,date,pdf_link
,,,https://www.congress.gov/bill-texts-received-today
H.Res.988 [117th]," - Calling for justice and accountability for the perpetrators of the bombing of the Embassy of Israel in Buenos Aires on March 17, 1992.",Introduced in House (03/16/2022):,https://www.congress.gov/117/bills/hres988/BILLS-117hres988ih.pdf
H.Res.986 [117th], - Celebrating the centennial of United States Navy aircraft carriers.,Introduced in House (03/16/2022):,https://www.congress.gov/117/bills/hres986/BILLS-117hres986ih.pdf
H.J.Res.76 [117th]," - Providing for congressional disapproval under chapter 8 of title 5, United States Code, of the rule submitted by the Department of Health and Human Services relating to ""Ensuring Access to Equitable, Affordable, Client-Centered, Quality Family Planning Services"".",Introduced in House (03/16/2022):,https://www.congress.gov/117/bills/hjres76/BILLS-117hjres76ih.pdf
H.Res.987 [117th]," - Expressing gratitude on behalf of the people of the United States to the journalists and news staff who are risking injury and death, are subject to grave threat, and have sacrificed their lives, to chronicle and report on the ongoing war in Ukraine resulting from Putin",Introduced in House (03/16/2022):,https://www.congress.gov/117/bills/hres987/BILLS-117hres987ih.pdf
H.R.7085 [117th]," - To amend the Public Works and Economic Development Act of 1965 to authorize the Secretary of Commerce to make predevelopment grants, and for other purposes.",Introduced in House (03/15/2022):,https://www.congress.gov/117/bills/hr7085/BILLS-117hr7085ih.pdf
H.R.7087 [117th]," - To require inns, hotels, motels, and other establishments that provide lodging to transient guests to include all mandatory fees and other charges in the advertised rental rates for such lodging, and for other purposes.",Introduced in House (03/15/2022):,https://www.congress.gov/117/bills/hr7087/BILLS-117hr7087ih.pdf
H.R.7088 [117th], - Defenders of Ukraine Congressional Gold Medal Act,Introduced in House (03/15/2022):,https://www.congress.gov/117/bills/hr7088/BILLS-117hr7088ih.pdf
H.R.7086 [117th], - Oligarch Asset Forfeiture Act,Introduced in House (03/15/2022):,https://www.congress.gov/117/bills/hr7086/BILLS-117hr7086ih.pdf
H.R.7083 [117th], - Make Russia Pay Act,Introduced in House (03/15/2022):,https://www.congress.gov/117/bills/hr7083/BILLS-117hr7083ih.pdf
H.R.7093 [117th]," - To withdraw certain Federal land in the San Bernardino National Forest in California from location, entry, and patent under mining laws, and for other purposes.",Introduced in House (03/15/2022):,https://www.congress.gov/117/bills/hr7093/BILLS-117hr7093ih.pdf
H.R.7091 [117th], - Henrietta Lacks Congressional Gold Medal Act,Introduced in House (03/15/2022):,https://www.congress.gov/117/bills/hr7091/BILLS-117hr7091ih.pdf
H.R.7089 [117th], - VET PFAS Act,Introduced in House (03/15/2022):,https://www.congress.gov/117/bills/hr7089/BILLS-117hr7089ih.pdf
H.R.7092 [117th], - Universal Prekindergarten and Early Childhood Education Act of 2022,Introduced in House (03/15/2022):,https://www.congress.gov/117/bills/hr7092/BILLS-117hr7092ih.pdf
H.R.7090 [117th], - Eliminating Paperwork for Startups Act,Introduced in House (03/15/2022):,https://www.congress.gov/117/bills/hr7090/BILLS-117hr7090ih.pdf
