date,url
12/08/2021,https://www.congress.gov/congressional-record/2021/12/8/daily-digest
12/07/2021,https://www.congress.gov/congressional-record/2021/12/7/daily-digest
12/09/2021,https://www.congress.gov/congressional-record/2021/12/9/daily-digest
