date,type,title,sponsor,committees,latest_action,tracker,url
10/07/2021,BILL,"To amend the Fentanyl Sanctions Act, to modify certain deadlines relating to the Commission on Combating Synthetic Opioid Trafficking.","Rep. Trone, David J. [D-MD-6]", House - Foreign Affairs        ,Senate - 10/07/2021 Passed Senate without amendment by Unanimous Consent. (consideration: CR ,Passed Senate,https://www.congress.gov/bill/117th-congress/house-bill/4981?q=%7B%22search%22%3A%5B%22actionDate%3A%5C%22117%7C2021-10-07%5C%22+AND+%28billIsReserved%3A%5C%22N%5C%22+OR+type%3A%5C%22AMENDMENT%5C%22%29%22%2C%22%5C%22117%7C2021-10-07%5C%22%22%5D%7D&s=1&r=1
10/07/2021,RESOLUTION,"A resolution designating the week beginning October 17, 2021, as ""National Character Counts Week"".","Sen. Grassley, Charles [R-IA]",,"Senate - 10/07/2021 Submitted in the Senate, considered, and agreed to without amendment and with a preamble by Voice Vote. (consideration: CR ",Agreed to in Senate,https://www.congress.gov/bill/117th-congress/senate-resolution/409?q=%7B%22search%22%3A%5B%22actionDate%3A%5C%22117%7C2021-10-07%5C%22+AND+%28billIsReserved%3A%5C%22N%5C%22+OR+type%3A%5C%22AMENDMENT%5C%22%29%22%2C%22%5C%22117%7C2021-10-07%5C%22%22%5D%7D&s=1&r=2
10/02/2021,BILL,"To designate the September 11th National Memorial Trail Route, and for other purposes.","Rep. Connolly, Gerald E. [D-VA-11]", House - Natural Resources        ,,To President,https://www.congress.gov/bill/117th-congress/house-bill/2278?q=%7B%22search%22%3A%5B%22actionDate%3A%5C%22117%7C2021-10-02%5C%22+AND+%28billIsReserved%3A%5C%22N%5C%22+OR+type%3A%5C%22AMENDMENT%5C%22%29%22%2C%22%5C%22117%7C2021-10-02%5C%22%22%5D%7D&s=1&r=1
10/05/2021,BILL,"To provide for the conveyance of certain property to the Tanana Tribal Council located in Tanana, Alaska, and for other purposes.","Rep. Young, Don [R-AK-At Large]", House - Natural Resources; Energy and Commerce        ,House - 10/05/2021 Subcommittee Hearings Held. (,Introduced,https://www.congress.gov/bill/117th-congress/house-bill/441?q=%7B%22search%22%3A%5B%22actionDate%3A%5C%22117%7C2021-10-05%5C%22+AND+%28billIsReserved%3A%5C%22N%5C%22+OR+type%3A%5C%22AMENDMENT%5C%22%29%22%2C%22%5C%22117%7C2021-10-05%5C%22%22%5D%7D&s=1&r=1
10/06/2021,BILL,Amache National Historic Site Act,"Rep. Neguse, Joe [D-CO-2]", House - Natural Resources | Senate - Energy and Natural Resources        ,Senate - 10/06/2021 Committee on Energy and Natural Resources Subcommittee on National Parks. Hearings held. (,Passed House,https://www.congress.gov/bill/117th-congress/house-bill/2497?q=%7B%22search%22%3A%5B%22actionDate%3A%5C%22117%7C2021-10-06%5C%22+AND+%28billIsReserved%3A%5C%22N%5C%22+OR+type%3A%5C%22AMENDMENT%5C%22%29%22%2C%22%5C%22117%7C2021-10-06%5C%22%22%5D%7D&s=1&r=1
10/01/2021,BILL,District of Columbia Chief Financial Officer Salary Home Rule Act,"Del. Norton, Eleanor Holmes [D-DC-At Large]", House - Oversight and Reform        ,"House - 10/01/2021 Placed on the Union Calendar, Calendar No. 95. (",Failed House,https://www.congress.gov/bill/117th-congress/house-bill/1204?q=%7B%22search%22%3A%5B%22actionDate%3A%5C%22117%7C2021-10-01%5C%22+AND+%28billIsReserved%3A%5C%22N%5C%22+OR+type%3A%5C%22AMENDMENT%5C%22%29%22%2C%22%5C%22117%7C2021-10-01%5C%22%22%5D%7D&s=1&r=1
10/02/2021,LAW,Surface Transportation Extension Act of 2021,"Rep. DeFazio, Peter A. [D-OR-4]"," House - Transportation and Infrastructure; Ways and Means; Natural Resources; Science, Space, and Technology; Energy and Commerce; Oversight and Reform        ",,Became Law,https://www.congress.gov/bill/117th-congress/house-bill/5434?q=%7B%22search%22%3A%5B%22actionDate%3A%5C%22117%7C2021-10-02%5C%22+AND+%28billIsReserved%3A%5C%22N%5C%22+OR+type%3A%5C%22AMENDMENT%5C%22%29%22%2C%22%5C%22117%7C2021-10-02%5C%22%22%5D%7D&s=1&r=2
10/05/2021,BILL,Violence Against Women Act Reauthorization Act of 2021,"Rep. Jackson Lee, Sheila [D-TX-18]", House - Judiciary; Financial Services; Ways and Means; Education and Labor; Energy and Commerce; Veterans' Affairs; Natural Resources        ,Senate - 10/05/2021 Committee on the Judiciary. Hearings held. (,Passed House,https://www.congress.gov/bill/117th-congress/house-bill/1620?q=%7B%22search%22%3A%5B%22actionDate%3A%5C%22117%7C2021-10-05%5C%22+AND+%28billIsReserved%3A%5C%22N%5C%22+OR+type%3A%5C%22AMENDMENT%5C%22%29%22%2C%22%5C%22117%7C2021-10-05%5C%22%22%5D%7D&s=1&r=2
10/05/2021,BILL,"To designate the September 11th National Memorial Trail Route, and for other purposes.","Rep. Connolly, Gerald E. [D-VA-11]", House - Natural Resources        ,,To President,https://www.congress.gov/bill/117th-congress/house-bill/2278?q=%7B%22search%22%3A%5B%22actionDate%3A%5C%22117%7C2021-10-05%5C%22+AND+%28billIsReserved%3A%5C%22N%5C%22+OR+type%3A%5C%22AMENDMENT%5C%22%29%22%2C%22%5C%22117%7C2021-10-05%5C%22%22%5D%7D&s=1&r=3
10/05/2021,BILL,HOPR Act,"Rep. Correa, J. Luis [D-CA-46]", House - Homeland Security        ,"House - 10/05/2021 Placed on the Union Calendar, Calendar No. 96. (",Introduced,https://www.congress.gov/bill/117th-congress/house-bill/2915?q=%7B%22search%22%3A%5B%22actionDate%3A%5C%22117%7C2021-10-05%5C%22+AND+%28billIsReserved%3A%5C%22N%5C%22+OR+type%3A%5C%22AMENDMENT%5C%22%29%22%2C%22%5C%22117%7C2021-10-05%5C%22%22%5D%7D&s=1&r=4
