date,type,title,sponsor,committees,latest_action,tracker,url
01/14/2022,BILL,Nonmarket Economy Overcapacity Reform Act,"Rep. Higgins, Brian [D-NY-26]", House - Ways and Means        ,,Introduced,https://www.congress.gov/bill/117th-congress/house-bill/6330?q=%7B%22search%22%3A%5B%22actionDate%3A%5C%22117%7C2022-01-14%5C%22+AND+%28billIsReserved%3A%5C%22N%5C%22+OR+type%3A%5C%22AMENDMENT%5C%22%29%22%2C%22%5C%22117%7C2022-01-14%5C%22%22%5D%7D&s=1&r=1
01/12/2022,BILL,Guard and Reserve GI Bill Parity Act of 2021,"Rep. Levin, Mike [D-CA-49]", House - Veterans' Affairs | Senate - Veterans' Affairs        ,Senate - 01/13/2022 Received in the Senate and Read twice and referred to the Committee on Veterans' Affairs. (,Passed House,https://www.congress.gov/bill/117th-congress/house-bill/1836?q=%7B%22search%22%3A%5B%22actionDate%3A%5C%22117%7C2022-01-12%5C%22+AND+%28billIsReserved%3A%5C%22N%5C%22+OR+type%3A%5C%22AMENDMENT%5C%22%29%22%2C%22%5C%22117%7C2022-01-12%5C%22%22%5D%7D&s=1&r=1
01/13/2022,BILL,Guard and Reserve GI Bill Parity Act of 2021,"Rep. Levin, Mike [D-CA-49]", House - Veterans' Affairs | Senate - Veterans' Affairs        ,Senate - 01/13/2022 Received in the Senate and Read twice and referred to the Committee on Veterans' Affairs. (,Passed House,https://www.congress.gov/bill/117th-congress/house-bill/1836?q=%7B%22search%22%3A%5B%22actionDate%3A%5C%22117%7C2022-01-13%5C%22+AND+%28billIsReserved%3A%5C%22N%5C%22+OR+type%3A%5C%22AMENDMENT%5C%22%29%22%2C%22%5C%22117%7C2022-01-13%5C%22%22%5D%7D&s=1&r=1
01/14/2022,BILL,"To amend the Robert T. Stafford Disaster Relief and Emergency Assistance Act with respect to hazard mitigation plans, and for other purposes.","Rep. Blumenauer, Earl [D-OR-3]", House - Transportation and Infrastructure        ,"House - 01/14/2022 Referred to the Subcommittee on Economic Development, Public Buildings, and Emergency Management. (",Introduced,https://www.congress.gov/bill/117th-congress/house-bill/6396?q=%7B%22search%22%3A%5B%22actionDate%3A%5C%22117%7C2022-01-14%5C%22+AND+%28billIsReserved%3A%5C%22N%5C%22+OR+type%3A%5C%22AMENDMENT%5C%22%29%22%2C%22%5C%22117%7C2022-01-14%5C%22%22%5D%7D&s=1&r=2
01/14/2022,BILL,To eliminate the Bureau of Consumer Financial Protection.,"Rep. Donalds, Byron [R-FL-19]", House - Financial Services        ,House - 01/14/2022 Referred to the House Committee on Financial Services. (,Introduced,https://www.congress.gov/bill/117th-congress/house-bill/6409?q=%7B%22search%22%3A%5B%22actionDate%3A%5C%22117%7C2022-01-14%5C%22+AND+%28billIsReserved%3A%5C%22N%5C%22+OR+type%3A%5C%22AMENDMENT%5C%22%29%22%2C%22%5C%22117%7C2022-01-14%5C%22%22%5D%7D&s=1&r=3
01/14/2022,BILL,To require the National Institute of Standards and Technology to conduct research on public safety communication coordination standards among wildland firefighters and fire management response officials.,"Rep. Kim, Young [R-CA-39]"," House - Science, Space, and Technology        ","House - 01/14/2022 Referred to the House Committee on Science, Space, and Technology. (",Introduced,https://www.congress.gov/bill/117th-congress/house-bill/6410?q=%7B%22search%22%3A%5B%22actionDate%3A%5C%22117%7C2022-01-14%5C%22+AND+%28billIsReserved%3A%5C%22N%5C%22+OR+type%3A%5C%22AMENDMENT%5C%22%29%22%2C%22%5C%22117%7C2022-01-14%5C%22%22%5D%7D&s=1&r=4
01/12/2022,BILL,"To establish the Digital Literacy and Equity Commission, and for other purposes.","Rep. Lawrence, Brenda L. [D-MI-14]", House - Energy and Commerce        ,House - 01/12/2022 Referred to the House Committee on Energy and Commerce. (,Introduced,https://www.congress.gov/bill/117th-congress/house-bill/6373?q=%7B%22search%22%3A%5B%22actionDate%3A%5C%22117%7C2022-01-12%5C%22+AND+%28billIsReserved%3A%5C%22N%5C%22+OR+type%3A%5C%22AMENDMENT%5C%22%29%22%2C%22%5C%22117%7C2022-01-12%5C%22%22%5D%7D&s=1&r=2
01/12/2022,BILL,Strengthening Supply Chains for Servicemembers and Security Act,"Rep. Houlahan, Chrissy [D-PA-6]", House - Armed Services        ,House - 01/12/2022 Referred to the House Committee on Armed Services. (,Introduced,https://www.congress.gov/bill/117th-congress/house-bill/6374?q=%7B%22search%22%3A%5B%22actionDate%3A%5C%22117%7C2022-01-12%5C%22+AND+%28billIsReserved%3A%5C%22N%5C%22+OR+type%3A%5C%22AMENDMENT%5C%22%29%22%2C%22%5C%22117%7C2022-01-12%5C%22%22%5D%7D&s=1&r=3
01/12/2022,BILL,COPS on the Beat Grant Program Reauthorization and Parity Act of 2022,"Rep. Rice, Tom [R-SC-7]", House - Judiciary        ,House - 01/12/2022 Referred to the House Committee on the Judiciary. (,Introduced,https://www.congress.gov/bill/117th-congress/house-bill/6375?q=%7B%22search%22%3A%5B%22actionDate%3A%5C%22117%7C2022-01-12%5C%22+AND+%28billIsReserved%3A%5C%22N%5C%22+OR+type%3A%5C%22AMENDMENT%5C%22%29%22%2C%22%5C%22117%7C2022-01-12%5C%22%22%5D%7D&s=1&r=4
01/12/2022,BILL,Student Veteran Work Study Modernization Act,"Rep. Axne, Cynthia [D-IA-3]", House - Veterans' Affairs        ,House - 01/12/2022 Referred to the House Committee on Veterans' Affairs. (,Introduced,https://www.congress.gov/bill/117th-congress/house-bill/6376?q=%7B%22search%22%3A%5B%22actionDate%3A%5C%22117%7C2022-01-12%5C%22+AND+%28billIsReserved%3A%5C%22N%5C%22+OR+type%3A%5C%22AMENDMENT%5C%22%29%22%2C%22%5C%22117%7C2022-01-12%5C%22%22%5D%7D&s=1&r=5
