name,text,date,pdf_link
,,,https://www.congress.gov/bill-texts-received-today
H.R.6409 [117th], - Repeal CFPB Act,Introduced in House (01/14/2022):,https://www.congress.gov/117/bills/hr6409/BILLS-117hr6409ih.pdf
H.R.6410 [117th], - NIST Wildland Fire Communications and Information Dissemination Act,Introduced in House (01/14/2022):,https://www.congress.gov/117/bills/hr6410/BILLS-117hr6410ih.pdf
H.R.6403 [117th], - Federal Prisons Accountability Act of 2022,Introduced in House (01/13/2022):,https://www.congress.gov/117/bills/hr6403/BILLS-117hr6403ih.pdf
H.R.6398 [117th], - FAIR Act,Introduced in House (01/13/2022):,https://www.congress.gov/117/bills/hr6398/BILLS-117hr6398ih.pdf
H.R.6395 [117th], - No Mandates Act,Introduced in House (01/13/2022):,https://www.congress.gov/117/bills/hr6395/BILLS-117hr6395ih.pdf
H.R.6401 [117th], - Title X Age of Consent Notification Act,Introduced in House (01/13/2022):,https://www.congress.gov/117/bills/hr6401/BILLS-117hr6401ih.pdf
H.R.6402 [117th]," - To grant a Federal charter to the National American Indian Veterans, Incorporated.",Introduced in House (01/13/2022):,https://www.congress.gov/117/bills/hr6402/BILLS-117hr6402ih.pdf
H.R.6406 [117th], - Stronger Engagement for Indian Health Needs Act of 2022,Introduced in House (01/13/2022):,https://www.congress.gov/117/bills/hr6406/BILLS-117hr6406ih.pdf
H.R.6393 [117th], - Responsible Budgeting Act,Introduced in House (01/13/2022):,https://www.congress.gov/117/bills/hr6393/BILLS-117hr6393ih.pdf
H.R.6399 [117th], - Inflation Working Group Act,Introduced in House (01/13/2022):,https://www.congress.gov/117/bills/hr6399/BILLS-117hr6399ih.pdf
H.R.6405 [117th], - Marriage Equality for Disabled Adults Act,Introduced in House (01/13/2022):,https://www.congress.gov/117/bills/hr6405/BILLS-117hr6405ih.pdf
H.R.6394 [117th], - PART Act,Introduced in House (01/13/2022):,https://www.congress.gov/117/bills/hr6394/BILLS-117hr6394ih.pdf
H.R.6408 [117th], - AGRITOURISM Act,Introduced in House (01/13/2022):,https://www.congress.gov/117/bills/hr6408/BILLS-117hr6408ih.pdf
H.R.6400 [117th], - Save America’s Rural Hospitals Act,Introduced in House (01/13/2022):,https://www.congress.gov/117/bills/hr6400/BILLS-117hr6400ih.pdf
