name,text,date,pdf_link
,,,https://www.congress.gov/bill-texts-received-today
H.Res.802 [117th]," - Expressing support for the designation of November 2021 as ""National College Application Month"".",Introduced in House (11/17/2021):,https://www.congress.gov/117/bills/hres802/BILLS-117hres802ih.pdf
H.Res.797 [117th]," - Expressing support for the designation of November 17, 2021, as ""National GIS Day"".",Introduced in House (11/17/2021):,https://www.congress.gov/117/bills/hres797/BILLS-117hres797ih.pdf
H.Res.796 [117th]," - Amending the Rules of the House of Representatives to prohibit the consideration of a resolution proposing to remove a Member from a standing committee unless the resolution is offered by, or with the concurrence of, the Leader of the party of the Member that is the sub",Introduced in House (11/17/2021):,https://www.congress.gov/117/bills/hres796/BILLS-117hres796ih.pdf
H.Res.799 [117th]," - Amending the Rules of the House of Representatives to prohibit the consideration of a bill or joint resolution, or any amendment thereto or conference report thereon, that includes reconciliation legislation prior to the receipt by the committee of jurisdiction of the c",Introduced in House (11/17/2021):,https://www.congress.gov/117/bills/hres799/BILLS-117hres799ih.pdf
H.Res.800 [117th], - Recognizing the two-year anniversary of the November 2019 massacre by the Islamic Republic of Iran and condemning the human rights violations by the Islamic Republic of Iran.,Introduced in House (11/17/2021):,https://www.congress.gov/117/bills/hres800/BILLS-117hres800ih.pdf
H.Res.801 [117th], - Recognizing violence against women in politics as a global phenomenon and supporting women's full and meaningful participation in political life.,Introduced in House (11/17/2021):,https://www.congress.gov/117/bills/hres801/BILLS-117hres801ih.pdf
H.J.Res.64 [117th], - Original Slavery Remembrance Day Resolution,Introduced in House (11/17/2021):,https://www.congress.gov/117/bills/hjres64/BILLS-117hjres64ih.pdf
H.J.Res.65 [117th]," - Providing for congressional disapproval under chapter 8 of title 5, United States Code, of the rule submitted by the Department of Labor relating to ""COVID-19 Vaccination and Testing; Emergency Temporary Standard"".",Introduced in House (11/17/2021):,https://www.congress.gov/117/bills/hjres65/BILLS-117hjres65ih.pdf
H.R.5987 [117th], - PFAS Definition Improvement Act,Introduced in House (11/16/2021):,https://www.congress.gov/117/bills/hr5987/BILLS-117hr5987ih.pdf
H.R.5983 [117th], - Veterans Health Flexibility Act,Introduced in House (11/16/2021):,https://www.congress.gov/117/bills/hr5983/BILLS-117hr5983ih.pdf
H.R.5984 [117th], - IDEA Full Funding Act,Introduced in House (11/16/2021):,https://www.congress.gov/117/bills/hr5984/BILLS-117hr5984ih.pdf
H.R.5986 [117th], - Men’s Health Awareness and Improvement Act,Introduced in House (11/16/2021):,https://www.congress.gov/117/bills/hr5986/BILLS-117hr5986ih.pdf
H.R.5985 [117th], - SIGSSAW Act,Introduced in House (11/16/2021):,https://www.congress.gov/117/bills/hr5985/BILLS-117hr5985ih.pdf
H.R.5988 [117th], - FAUCI Act,Introduced in House (11/16/2021):,https://www.congress.gov/117/bills/hr5988/BILLS-117hr5988ih.pdf
H.R.5989 [117th], - Precision Medicine Answers for Kids Today Act,Introduced in House (11/16/2021):,https://www.congress.gov/117/bills/hr5989/BILLS-117hr5989ih.pdf
H.R.5990 [117th], - Dual Credit Innovation Act,Introduced in House (11/16/2021):,https://www.congress.gov/117/bills/hr5990/BILLS-117hr5990ih.pdf
H.R.5980 [117th], - Inflation Transparency for Seniors Act,Introduced in House (11/15/2021):,https://www.congress.gov/117/bills/hr5980/BILLS-117hr5980ih.pdf
H.R.1899 [117th], - Ensuring Compliance Against Drug Diversion Act of 2021,Enrolled Bill:,https://www.congress.gov/117/bills/hr1899/BILLS-117hr1899enr.pdf
