date,type,title,sponsor,committees,latest_action,tracker,url
04/12/2022,RESOLUTION,"Expressing support for the designation of the week of April 11 through April 17, 2022, as the fifth annual ""Black Maternal Health Week"" to bring national attention to the maternal health crisis in the United States and the importance of reducing maternal mortality and morbidity among Black women and birthing persons.","Rep. Adams, Alma S. [D-NC-12]", House - Energy and Commerce; Financial Services; Transportation and Infrastructure; Education and Labor; Judiciary; Natural Resources; Agriculture; Veterans' Affairs        ,House - 04/12/2022 Referred to the Subcommittee on Water Resources and Environment. (,Introduced,https://www.congress.gov/bill/117th-congress/house-resolution/1051?q=%7B%22search%22%3A%5B%22actionDate%3A%5C%22117%7C2022-04-12%5C%22+AND+%28billIsReserved%3A%5C%22N%5C%22+OR+type%3A%5C%22AMENDMENT%5C%22%29%22%2C%22%5C%22117%7C2022-04-12%5C%22%22%5D%7D&s=1&r=1
04/14/2022,BILL,Improving Federal Investigations of Organized Retail Crime Act of 2022,"Rep. Kim, Young [R-CA-39]", House - Judiciary        ,House - 04/14/2022 Referred to the House Committee on the Judiciary. (,Introduced,https://www.congress.gov/bill/117th-congress/house-bill/7499?q=%7B%22search%22%3A%5B%22actionDate%3A%5C%22117%7C2022-04-14%5C%22+AND+%28billIsReserved%3A%5C%22N%5C%22+OR+type%3A%5C%22AMENDMENT%5C%22%29%22%2C%22%5C%22117%7C2022-04-14%5C%22%22%5D%7D&s=1&r=1
04/13/2022,LAW,A bill to obtain and direct the placement in the Capitol or on the Capitol Grounds of a statue to honor Associate Justice of the Supreme Court of the United States Sandra Day O'Connor and a statue to honor Associate Justice of the Supreme Court of the United States Ruth Bader Ginsburg.,"Sen. Klobuchar, Amy [D-MN]", Senate - Rules and Administration        ,,Became Law,https://www.congress.gov/bill/117th-congress/senate-bill/3294?q=%7B%22search%22%3A%5B%22actionDate%3A%5C%22117%7C2022-04-13%5C%22+AND+%28billIsReserved%3A%5C%22N%5C%22+OR+type%3A%5C%22AMENDMENT%5C%22%29%22%2C%22%5C%22117%7C2022-04-13%5C%22%22%5D%7D&s=1&r=1
04/12/2022,RESOLUTION,Supporting the goals and ideals of a National Move Over Law Day.,"Rep. McGovern, James P. [D-MA-2]", House - Transportation and Infrastructure        ,House - 04/12/2022 Referred to the Subcommittee on Highways and Transit. (,Introduced,https://www.congress.gov/bill/117th-congress/house-resolution/1052?q=%7B%22search%22%3A%5B%22actionDate%3A%5C%22117%7C2022-04-12%5C%22+AND+%28billIsReserved%3A%5C%22N%5C%22+OR+type%3A%5C%22AMENDMENT%5C%22%29%22%2C%22%5C%22117%7C2022-04-12%5C%22%22%5D%7D&s=1&r=2
04/14/2022,BILL,Fiscal Year 2022 Veterans Affairs Major Medical Facility Authorization Act,"Rep. Allred, Colin Z. [D-TX-32]", House - Veterans' Affairs        ,House - 04/14/2022 Referred to the House Committee on Veterans' Affairs. (,Introduced,https://www.congress.gov/bill/117th-congress/house-bill/7500?q=%7B%22search%22%3A%5B%22actionDate%3A%5C%22117%7C2022-04-14%5C%22+AND+%28billIsReserved%3A%5C%22N%5C%22+OR+type%3A%5C%22AMENDMENT%5C%22%29%22%2C%22%5C%22117%7C2022-04-14%5C%22%22%5D%7D&s=1&r=2
04/14/2022,BILL,I–70 Detour Act,"Rep. Boebert, Lauren [R-CO-3]", House - Transportation and Infrastructure; Rules        ,"House - 04/14/2022 Referred to the Committee on Transportation and Infrastructure, and in addition to the Committee on Rules, for a period to be subsequently determined by the Speaker, in each case for consideration of such provisions as fall within the jurisdiction of the committee... (",Introduced,https://www.congress.gov/bill/117th-congress/house-bill/7501?q=%7B%22search%22%3A%5B%22actionDate%3A%5C%22117%7C2022-04-14%5C%22+AND+%28billIsReserved%3A%5C%22N%5C%22+OR+type%3A%5C%22AMENDMENT%5C%22%29%22%2C%22%5C%22117%7C2022-04-14%5C%22%22%5D%7D&s=1&r=3
04/14/2022,BILL,Babies over Billionaires Act of 2022,"Rep. Bowman, Jamaal [D-NY-16]", House - Ways and Means; Education and Labor        ,"House - 04/14/2022 Referred to the Committee on Ways and Means, and in addition to the Committee on Education and Labor, for a period to be subsequently determined by the Speaker, in each case for consideration of such provisions as fall within the jurisdiction of the committee... (",Introduced,https://www.congress.gov/bill/117th-congress/house-bill/7502?q=%7B%22search%22%3A%5B%22actionDate%3A%5C%22117%7C2022-04-14%5C%22+AND+%28billIsReserved%3A%5C%22N%5C%22+OR+type%3A%5C%22AMENDMENT%5C%22%29%22%2C%22%5C%22117%7C2022-04-14%5C%22%22%5D%7D&s=1&r=4
04/14/2022,BILL,American Innovation Act of 2022,"Rep. Buchanan, Vern [R-FL-16]", House - Ways and Means        ,House - 04/14/2022 Referred to the House Committee on Ways and Means. (,Introduced,https://www.congress.gov/bill/117th-congress/house-bill/7503?q=%7B%22search%22%3A%5B%22actionDate%3A%5C%22117%7C2022-04-14%5C%22+AND+%28billIsReserved%3A%5C%22N%5C%22+OR+type%3A%5C%22AMENDMENT%5C%22%29%22%2C%22%5C%22117%7C2022-04-14%5C%22%22%5D%7D&s=1&r=5
04/14/2022,BILL,To amend the Internal Revenue Code of 1986 to make a portion of research credit refundable for certain small businesses engaging in specified medical research.,"Rep. Buchanan, Vern [R-FL-16]", House - Ways and Means        ,House - 04/14/2022 Referred to the House Committee on Ways and Means. (,Introduced,https://www.congress.gov/bill/117th-congress/house-bill/7504?q=%7B%22search%22%3A%5B%22actionDate%3A%5C%22117%7C2022-04-14%5C%22+AND+%28billIsReserved%3A%5C%22N%5C%22+OR+type%3A%5C%22AMENDMENT%5C%22%29%22%2C%22%5C%22117%7C2022-04-14%5C%22%22%5D%7D&s=1&r=6
04/14/2022,BILL,To amend the Internal Revenue Code of 1986 to add a new medical research component to the credit for increasing research activities.,"Rep. Buchanan, Vern [R-FL-16]", House - Ways and Means        ,House - 04/14/2022 Referred to the House Committee on Ways and Means. (,Introduced,https://www.congress.gov/bill/117th-congress/house-bill/7505?q=%7B%22search%22%3A%5B%22actionDate%3A%5C%22117%7C2022-04-14%5C%22+AND+%28billIsReserved%3A%5C%22N%5C%22+OR+type%3A%5C%22AMENDMENT%5C%22%29%22%2C%22%5C%22117%7C2022-04-14%5C%22%22%5D%7D&s=1&r=7
