name,text,date,pdf_link
,,,https://www.congress.gov/bill-texts-received-today
S.2923 [117th], - Fishery Resource Disasters Improvement Act,Engrossed in Senate (09/30/2021):,https://www.congress.gov/117/bills/s2923/BILLS-117s2923es.pdf
H.R.5414 [117th], - Ensuring Medicaid Continuity for Children in Foster Care Act of 2021,Introduced in House (09/29/2021):,https://www.congress.gov/117/bills/hr5414/BILLS-117hr5414ih.pdf
H.R.5409 [117th]," - To require the Secretary of Agriculture to convey the Pleasant Valley Ranger District Administrative Site to Gila County, Arizona.",Introduced in House (09/29/2021):,https://www.congress.gov/117/bills/hr5409/BILLS-117hr5409ih.pdf
H.R.5411 [117th], - GET IT DONE Act,Introduced in House (09/29/2021):,https://www.congress.gov/117/bills/hr5411/BILLS-117hr5411ih.pdf
H.R.5415 [117th], - Debt Ceiling Reform Act,Introduced in House (09/29/2021):,https://www.congress.gov/117/bills/hr5415/BILLS-117hr5415ih.pdf
H.R.5397 [117th], - National Civilian Medals Improvement Act,Introduced in House (09/28/2021):,https://www.congress.gov/117/bills/hr5397/BILLS-117hr5397ih.pdf
H.R.5398 [117th], - Defending Students’ Civil Rights Act of 2021,Introduced in House (09/28/2021):,https://www.congress.gov/117/bills/hr5398/BILLS-117hr5398ih.pdf
H.R.5396 [117th], - Title IX Take Responsibility Act of 2021,Introduced in House (09/28/2021):,https://www.congress.gov/117/bills/hr5396/BILLS-117hr5396ih.pdf
S.1037 [117th], - Manufacturing.gov Act,Engrossed in Senate (09/30/2021):,https://www.congress.gov/117/bills/s1037/BILLS-117s1037es.pdf
S.558 [117th], - FLOODS Act,Engrossed in Senate (09/30/2021):,https://www.congress.gov/117/bills/s558/BILLS-117s558es.pdf
