date,type,title,sponsor,committees,latest_action,tracker,url
06/01/2022,BILL,"To amend the Robert T. Stafford Disaster Relief and Emergency Assistance Act to authorize the President to provide hazard mitigation assistance for mitigating and preventing post-wildfire flooding and debris flow, and for other purposes.","Rep. Huffman, Jared [D-CA-2]", House - Transportation and Infrastructure        ,"House - 06/01/2022 Referred to the Subcommittee on Economic Development, Public Buildings, and Emergency Management. (",Introduced,https://www.congress.gov/bill/117th-congress/house-bill/7915?q=%7B%22search%22%3A%5B%22actionDate%3A%5C%22117%7C2022-06-01%5C%22+AND+%28billIsReserved%3A%5C%22N%5C%22+OR+type%3A%5C%22AMENDMENT%5C%22%29%22%2C%22%5C%22117%7C2022-06-01%5C%22%22%5D%7D&s=1&r=1
06/01/2022,RESOLUTION,"Commending Port Houston, the U.S. Army Corps of Engineers, and Project 11 partners for their work on expanding the Houston Ship Channel.","Rep. Garcia, Sylvia R. [D-TX-29]", House - Transportation and Infrastructure        ,House - 06/01/2022 Referred to the Subcommittee on Coast Guard and Maritime Transportation. (,Introduced,https://www.congress.gov/bill/117th-congress/house-resolution/1149?q=%7B%22search%22%3A%5B%22actionDate%3A%5C%22117%7C2022-06-01%5C%22+AND+%28billIsReserved%3A%5C%22N%5C%22+OR+type%3A%5C%22AMENDMENT%5C%22%29%22%2C%22%5C%22117%7C2022-06-01%5C%22%22%5D%7D&s=1&r=2
05/31/2022,BILL,VA Electronic Health Record Transparency Act of 2021,"Rep. Mrvan, Frank J. [D-IN-1]", House - Veterans' Affairs | Senate - Veterans' Affairs        ,Senate - 05/31/2022 Message on Senate action sent to the House. (,Passed Senate,https://www.congress.gov/bill/117th-congress/house-bill/4591?q=%7B%22search%22%3A%5B%22actionDate%3A%5C%22117%7C2022-05-31%5C%22+AND+%28billIsReserved%3A%5C%22N%5C%22+OR+type%3A%5C%22AMENDMENT%5C%22%29%22%2C%22%5C%22117%7C2022-05-31%5C%22%22%5D%7D&s=1&r=1
05/31/2022,BILL,"To prohibit unfair treatment of cadets and midshipmen who refuse to get the COVID-19 vaccine, and for other purposes.","Rep. Lamborn, Doug [R-CO-5]", House - Armed Services; Transportation and Infrastructure        ,House - 05/31/2022 Referred to the Subcommittee on Coast Guard and Maritime Transportation. (,Introduced,https://www.congress.gov/bill/117th-congress/house-bill/7890?q=%7B%22search%22%3A%5B%22actionDate%3A%5C%22117%7C2022-05-31%5C%22+AND+%28billIsReserved%3A%5C%22N%5C%22+OR+type%3A%5C%22AMENDMENT%5C%22%29%22%2C%22%5C%22117%7C2022-05-31%5C%22%22%5D%7D&s=1&r=2
05/31/2022,BILL,"To direct the Secretary of Transportation to submit a report on helicopter and rotorcraft noise in the District of Columbia, and for other purposes.","Del. Norton, Eleanor Holmes [D-DC-At Large]", House - Transportation and Infrastructure        ,House - 05/31/2022 Referred to the Subcommittee on Aviation. (,Introduced,https://www.congress.gov/bill/117th-congress/house-bill/7893?q=%7B%22search%22%3A%5B%22actionDate%3A%5C%22117%7C2022-05-31%5C%22+AND+%28billIsReserved%3A%5C%22N%5C%22+OR+type%3A%5C%22AMENDMENT%5C%22%29%22%2C%22%5C%22117%7C2022-05-31%5C%22%22%5D%7D&s=1&r=3
05/31/2022,BILL,"To authorize appropriations for fiscal year 2023 for military activities of the Department of Defense and for military construction, to prescribe military personnel strengths for such fiscal year, and for other purposes.","Rep. Smith, Adam [D-WA-9]", House - Armed Services        ,House - 05/31/2022 Referred to the Subcommittee on Tactical Air and Land Forces. (,Introduced,https://www.congress.gov/bill/117th-congress/house-bill/7900?q=%7B%22search%22%3A%5B%22actionDate%3A%5C%22117%7C2022-05-31%5C%22+AND+%28billIsReserved%3A%5C%22N%5C%22+OR+type%3A%5C%22AMENDMENT%5C%22%29%22%2C%22%5C%22117%7C2022-05-31%5C%22%22%5D%7D&s=1&r=4
05/31/2022,BILL,Protecting Our Kids Act,"Rep. Nadler, Jerrold [D-NY-10]", House - Judiciary; Ways and Means        ,"House - 05/31/2022 Referred to the Committee on the Judiciary, and in addition to the Committee on Ways and Means, for a period to be subsequently determined by the Speaker, in each case for consideration of such provisions as fall within the jurisdiction of the committee concerned. (",Introduced,https://www.congress.gov/bill/117th-congress/house-bill/7910?q=%7B%22search%22%3A%5B%22actionDate%3A%5C%22117%7C2022-05-31%5C%22+AND+%28billIsReserved%3A%5C%22N%5C%22+OR+type%3A%5C%22AMENDMENT%5C%22%29%22%2C%22%5C%22117%7C2022-05-31%5C%22%22%5D%7D&s=1&r=5
05/31/2022,BILL,"To unify and strengthen the health and safety inspection standards for housing assisted under programs of the Departments of Housing and Urban Development and Agriculture, and for other purposes.","Rep. Axne, Cynthia [D-IA-3]", House - Financial Services        ,House - 05/31/2022 Referred to the House Committee on Financial Services. (,Introduced,https://www.congress.gov/bill/117th-congress/house-bill/7911?q=%7B%22search%22%3A%5B%22actionDate%3A%5C%22117%7C2022-05-31%5C%22+AND+%28billIsReserved%3A%5C%22N%5C%22+OR+type%3A%5C%22AMENDMENT%5C%22%29%22%2C%22%5C%22117%7C2022-05-31%5C%22%22%5D%7D&s=1&r=6
05/31/2022,BILL,"To direct the Secretary of the Interior to conduct a special resource study to determine the suitability and feasibility of establishing a network of locations associated with lynchings in the vicinity of Memphis, Tennessee, as a unit of the National Park System.","Rep. Cohen, Steve [D-TN-9]", House - Natural Resources        ,House - 05/31/2022 Referred to the House Committee on Natural Resources. (,Introduced,https://www.congress.gov/bill/117th-congress/house-bill/7912?q=%7B%22search%22%3A%5B%22actionDate%3A%5C%22117%7C2022-05-31%5C%22+AND+%28billIsReserved%3A%5C%22N%5C%22+OR+type%3A%5C%22AMENDMENT%5C%22%29%22%2C%22%5C%22117%7C2022-05-31%5C%22%22%5D%7D&s=1&r=7
05/31/2022,BILL,To amend the Internal Revenue Code of 1986 to allow a credit against income tax for qualified conservation contributions which include National Scenic Trails.,"Rep. Connolly, Gerald E. [D-VA-11]", House - Ways and Means; Natural Resources        ,"House - 05/31/2022 Referred to the Committee on Ways and Means, and in addition to the Committee on Natural Resources, for a period to be subsequently determined by the Speaker, in each case for consideration of such provisions as fall within the jurisdiction of the committee... (",Introduced,https://www.congress.gov/bill/117th-congress/house-bill/7913?q=%7B%22search%22%3A%5B%22actionDate%3A%5C%22117%7C2022-05-31%5C%22+AND+%28billIsReserved%3A%5C%22N%5C%22+OR+type%3A%5C%22AMENDMENT%5C%22%29%22%2C%22%5C%22117%7C2022-05-31%5C%22%22%5D%7D&s=1&r=8
