name,text,date,pdf_link
,,,https://www.congress.gov/bill-texts-received-today
H.Res.605 [117th]," - Honoring John H. Johnson, a renowned and loved figure not only around the world but in the 7th Congressional District and Chicago, whose astonishing life and contributions have a lasting influence.",Introduced in House (08/24/2021):,https://www.congress.gov/117/bills/hres605/BILLS-117hres605ih.pdf
H.Res.606 [117th], - Opposing legislation mandating the registration of women for the Selective Service System.,Introduced in House (08/24/2021):,https://www.congress.gov/117/bills/hres606/BILLS-117hres606ih.pdf
H.Res.607 [117th]," - Condemns President Biden's failure to heed the advice of military and intelligence advisors about the speed and nature of the Taliban offensive, leading to a disorganized, chaotic, and abrupt evacuation of United States personnel and Afghan allies.",Introduced in House (08/24/2021):,https://www.congress.gov/117/bills/hres607/BILLS-117hres607ih.pdf
H.Res.603 [117th]," - Expressing support for the designation of the week of August 25 through August 31, 2021, as ""Black Breastfeeding Week"" to bring national attention to the United States maternal child health crisis in the Black community and the important role that breastfeeding plays in",Introduced in House (08/24/2021):,https://www.congress.gov/117/bills/hres603/BILLS-117hres603ih.pdf
H.R.5085 [117th]," - To amend section 1113 of the Social Security Act to provide authority for increased payments for temporary assistance to United States citizens returned from foreign countries, and for other purposes.",Considered and Passed House (08/24/2021):,https://www.congress.gov/117/bills/hr5085/BILLS-117hr5085cph.pdf
H.R.5086 [117th], - Safe Disposal of Opioids Act of 2021,Introduced in House (08/24/2021):,https://www.congress.gov/117/bills/hr5086/BILLS-117hr5086ih.pdf
H.R.5087 [117th], - Laughlin/Bullhead International Airport Land Conveyance Act,Introduced in House (08/24/2021):,https://www.congress.gov/117/bills/hr5087/BILLS-117hr5087ih.pdf
H.R.5088 [117th], - Stopping Terrorist Minerals Trade Act,Introduced in House (08/24/2021):,https://www.congress.gov/117/bills/hr5088/BILLS-117hr5088ih.pdf
H.Res.600 [117th]," - Providing for consideration of the bill (H.R. 4) to amend the Voting Rights Act of 1965 to revise the criteria for determining which States and political subdivisions are subject to section 4 of the Act, and for other purposes; providing for consideration of the Senate ",Reported in House (08/24/2021):,https://www.congress.gov/117/bills/hres600/BILLS-117hres600rh.pdf
H.Res.601 [117th]," - Providing for consideration of the bill (H.R. 4) to amend the Voting Rights Act of 1965 to revise the criteria for determining which States and political subdivisions are subject to section 4 of the Act, and for other purposes; providing for consideration of the Senate ",Reported in House (08/24/2021):,https://www.congress.gov/117/bills/hres601/BILLS-117hres601rh.pdf
H.R.5075 [117th], - Expediting Civil Litigation Against the Executive Act of 2021,Introduced in House (08/23/2021):,https://www.congress.gov/117/bills/hr5075/BILLS-117hr5075ih.pdf
H.R.5074 [117th]," - To prohibit the United States Government from charging fees to citizens or lawful permanent residents of the United States in exchange for evacuation from a foreign country due to an emergency situation of a military nature, and for other purposes.",Introduced in House (08/23/2021):,https://www.congress.gov/117/bills/hr5074/BILLS-117hr5074ih.pdf
H.R.5072 [117th], - Housing for Afghan Allies Act of 2021,Introduced in House (08/23/2021):,https://www.congress.gov/117/bills/hr5072/BILLS-117hr5072ih.pdf
H.R.5076 [117th], - Preventing Presidential Election Interference Act,Introduced in House (08/23/2021):,https://www.congress.gov/117/bills/hr5076/BILLS-117hr5076ih.pdf
H.R.5078 [117th], - First Time Homeowner Savings Plan Act,Introduced in House (08/23/2021):,https://www.congress.gov/117/bills/hr5078/BILLS-117hr5078ih.pdf
H.R.5079 [117th], - Open Schools Responsibly Act,Introduced in House (08/23/2021):,https://www.congress.gov/117/bills/hr5079/BILLS-117hr5079ih.pdf
H.R.5080 [117th], - Secure Background Checks Act of 2021,Introduced in House (08/23/2021):,https://www.congress.gov/117/bills/hr5080/BILLS-117hr5080ih.pdf
H.R.5077 [117th], - REHABS Act of 2021,Introduced in House (08/23/2021):,https://www.congress.gov/117/bills/hr5077/BILLS-117hr5077ih.pdf
