date,type,title,sponsor,committees,latest_action,tracker,url
11/29/2021,BILL,National Defense Authorization Act for Fiscal Year 2022,"Rep. Smith, Adam [D-WA-9]", House - Armed Services        ,Senate - 11/30/2021 Considered by Senate. (consideration: CR  ,Passed House,https://www.congress.gov/bill/117th-congress/house-bill/4350?q=%7B%22search%22%3A%5B%22actionDate%3A%5C%22117%7C2021-11-29%5C%22+AND+%28billIsReserved%3A%5C%22N%5C%22+OR+type%3A%5C%22AMENDMENT%5C%22%29%22%2C%22%5C%22117%7C2021-11-29%5C%22%22%5D%7D&s=1&r=1
11/26/2021,BILL,"To protect our democracy by preventing abuses of presidential power, restoring checks and balances and accountability and transparency in government, and defending elections against foreign interference, and for other purposes.","Rep. Dean, Madeleine [D-PA-4]", House - Judiciary        ,House - 11/26/2021 Referred to the House Committee on the Judiciary. (,Introduced,https://www.congress.gov/bill/117th-congress/house-bill/6079?q=%7B%22search%22%3A%5B%22actionDate%3A%5C%22117%7C2021-11-26%5C%22+AND+%28billIsReserved%3A%5C%22N%5C%22+OR+type%3A%5C%22AMENDMENT%5C%22%29%22%2C%22%5C%22117%7C2021-11-26%5C%22%22%5D%7D&s=1&r=1
11/29/2021,BILL,"To authorize the Secretary of Transportation to issue a request for proposals for a private sector entity to develop an operating model for an interoperable gray chassis pool at the rail ramps around Memphis, Tennessee.","Rep. Kustoff, David [R-TN-8]", House - Transportation and Infrastructure        ,"House - 11/29/2021 Referred to the Subcommittee on Railroads, Pipelines, and Hazardous Materials. (",Introduced,https://www.congress.gov/bill/117th-congress/house-bill/6081?q=%7B%22search%22%3A%5B%22actionDate%3A%5C%22117%7C2021-11-29%5C%22+AND+%28billIsReserved%3A%5C%22N%5C%22+OR+type%3A%5C%22AMENDMENT%5C%22%29%22%2C%22%5C%22117%7C2021-11-29%5C%22%22%5D%7D&s=1&r=2
11/29/2021,BILL,"A bill to reauthorize the Maritime Administration, and for other purposes.","Sen. Cantwell, Maria [D-WA]"," Senate - Commerce, Science, and Transportation        ","Senate - 11/29/2021 Read twice and referred to the Committee on Commerce, Science, and Transportation. (",Introduced,https://www.congress.gov/bill/117th-congress/senate-bill/3270?q=%7B%22search%22%3A%5B%22actionDate%3A%5C%22117%7C2021-11-29%5C%22+AND+%28billIsReserved%3A%5C%22N%5C%22+OR+type%3A%5C%22AMENDMENT%5C%22%29%22%2C%22%5C%22117%7C2021-11-29%5C%22%22%5D%7D&s=1&r=3
11/29/2021,BILL,"A bill to amend title 18, United States Code, to provide for transportation and subsistence for criminal justice defendants, and for other purposes.","Sen. Durbin, Richard [D-IL]", Senate - Judiciary        ,Senate - 11/29/2021 Read twice and referred to the Committee on the Judiciary. (text: CR ,Introduced,https://www.congress.gov/bill/117th-congress/senate-bill/3271?q=%7B%22search%22%3A%5B%22actionDate%3A%5C%22117%7C2021-11-29%5C%22+AND+%28billIsReserved%3A%5C%22N%5C%22+OR+type%3A%5C%22AMENDMENT%5C%22%29%22%2C%22%5C%22117%7C2021-11-29%5C%22%22%5D%7D&s=1&r=4
11/29/2021,BILL,"A bill to prioritize icebreaker deployments to the Arctic, and for other purposes.","Sen. Sullivan, Dan [R-AK]"," Senate - Commerce, Science, and Transportation        ","Senate - 11/29/2021 Read twice and referred to the Committee on Commerce, Science, and Transportation. (",Introduced,https://www.congress.gov/bill/117th-congress/senate-bill/3272?q=%7B%22search%22%3A%5B%22actionDate%3A%5C%22117%7C2021-11-29%5C%22+AND+%28billIsReserved%3A%5C%22N%5C%22+OR+type%3A%5C%22AMENDMENT%5C%22%29%22%2C%22%5C%22117%7C2021-11-29%5C%22%22%5D%7D&s=1&r=5
11/29/2021,BILL,"A bill to take certain land in the State of California into trust for the benefit of the Agua Caliente Band of Cahuilla Indians, and for other purposes.","Sen. Padilla, Alex [D-CA]", Senate - Indian Affairs        ,,Introduced,https://www.congress.gov/bill/117th-congress/senate-bill/3273?q=%7B%22search%22%3A%5B%22actionDate%3A%5C%22117%7C2021-11-29%5C%22+AND+%28billIsReserved%3A%5C%22N%5C%22+OR+type%3A%5C%22AMENDMENT%5C%22%29%22%2C%22%5C%22117%7C2021-11-29%5C%22%22%5D%7D&s=1&r=6
11/29/2021,BILL,"A bill to rename the Geospatial Learning Center in the Next NGA West facility in St. Louis, Missouri, as the Senator Roy Blunt Geospatial Learning Center.","Sen. Warner, Mark [D-VA]", Senate - Armed Services        ,Senate - 11/29/2021 Read twice and referred to the Committee on Armed Services. (,Introduced,https://www.congress.gov/bill/117th-congress/senate-bill/3274?q=%7B%22search%22%3A%5B%22actionDate%3A%5C%22117%7C2021-11-29%5C%22+AND+%28billIsReserved%3A%5C%22N%5C%22+OR+type%3A%5C%22AMENDMENT%5C%22%29%22%2C%22%5C%22117%7C2021-11-29%5C%22%22%5D%7D&s=1&r=7
11/29/2021,BILL,"A bill to support a civilian-led democratic transition, peace, and stability in Sudan.","Sen. Coons, Christopher [D-DE]", Senate - Foreign Relations        ,Senate - 11/29/2021 Read twice and referred to the Committee on Foreign Relations. (,Introduced,https://www.congress.gov/bill/117th-congress/senate-bill/3275?q=%7B%22search%22%3A%5B%22actionDate%3A%5C%22117%7C2021-11-29%5C%22+AND+%28billIsReserved%3A%5C%22N%5C%22+OR+type%3A%5C%22AMENDMENT%5C%22%29%22%2C%22%5C%22117%7C2021-11-29%5C%22%22%5D%7D&s=1&r=8
11/29/2021,AMENDMENT,,,,,,https://www.congress.gov/search?q=%7B%22congress%22%3A%22all%22%2C%22source%22%3A%22legislation%22%2C%22search%22%3A%22actionDate%3A%5C%22117%7C2021-11-29%5C%22+AND+%28billIsReserved%3A%5C%22N%5C%22+OR+type%3A%5C%22AMENDMENT%5C%22%29%22%7D&pageSort=documentNumber%3Aasc
