date,type,title,sponsor,committees,latest_action,tracker,url
03/21/2022,BILL,FAIR Act of 2022,"Rep. Johnson, Henry C. ""Hank,"" Jr. [D-GA-4]", House - Judiciary | Senate - Judiciary        ,Senate - 03/21/2022 Received in the Senate and Read twice and referred to the Committee on the Judiciary. (,Passed House,https://www.congress.gov/bill/117th-congress/house-bill/963?q=%7B%22search%22%3A%5B%22actionDate%3A%5C%22117%7C2022-03-21%5C%22+AND+%28billIsReserved%3A%5C%22N%5C%22+OR+type%3A%5C%22AMENDMENT%5C%22%29%22%2C%22%5C%22117%7C2022-03-21%5C%22%22%5D%7D&s=1&r=1
03/21/2022,BILL,Creating a Respectful and Open World for Natural Hair Act of 2022,"Rep. Watson Coleman, Bonnie [D-NJ-12]", House - Judiciary; Education and Labor; Budget | Senate - Judiciary        ,Senate - 03/21/2022 Received in the Senate and Read twice and referred to the Committee on the Judiciary. (,Passed House,https://www.congress.gov/bill/117th-congress/house-bill/2116?q=%7B%22search%22%3A%5B%22actionDate%3A%5C%22117%7C2022-03-21%5C%22+AND+%28billIsReserved%3A%5C%22N%5C%22+OR+type%3A%5C%22AMENDMENT%5C%22%29%22%2C%22%5C%22117%7C2022-03-21%5C%22%22%5D%7D&s=1&r=2
03/21/2022,BILL,America COMPETES Act of 2022,"Rep. Johnson, Eddie Bernice [D-TX-30]"," House - Science, Space, and Technology; Agriculture; Energy and Commerce        ",Senate - 03/21/2022 Cloture on the motion to proceed to the measure invoked in Senate by Yea-Nay Vote. 66 - 29. ,Passed House,https://www.congress.gov/bill/117th-congress/house-bill/4521?q=%7B%22search%22%3A%5B%22actionDate%3A%5C%22117%7C2022-03-21%5C%22+AND+%28billIsReserved%3A%5C%22N%5C%22+OR+type%3A%5C%22AMENDMENT%5C%22%29%22%2C%22%5C%22117%7C2022-03-21%5C%22%22%5D%7D&s=1&r=3
03/21/2022,BILL,Stamp Out Invasive Species Act,"Rep. Stefanik, Elise M. [R-NY-21]", House - Oversight and Reform; Natural Resources; Agriculture        ,"House - 03/21/2022 Referred to the Subcommittee on Biotechnology, Horticulture, and Research. (",Introduced,https://www.congress.gov/bill/117th-congress/house-bill/6936?q=%7B%22search%22%3A%5B%22actionDate%3A%5C%22117%7C2022-03-21%5C%22+AND+%28billIsReserved%3A%5C%22N%5C%22+OR+type%3A%5C%22AMENDMENT%5C%22%29%22%2C%22%5C%22117%7C2022-03-21%5C%22%22%5D%7D&s=1&r=4
03/21/2022,BILL,Freedom from Russian Energy Enterprise and Domestic Oil Maximization Act,"Rep. Arrington, Jodey C. [R-TX-19]", House - Ways and Means; Transportation and Infrastructure; Agriculture; Energy and Commerce; Natural Resources; Foreign Affairs; Financial Services; Intelligence (Permanent Select); Armed Services; Oversight and Reform        ,"House - 03/21/2022 Referred to the Subcommittee on Commodity Exchanges, Energy, and Credit. (",Introduced,https://www.congress.gov/bill/117th-congress/house-bill/6947?q=%7B%22search%22%3A%5B%22actionDate%3A%5C%22117%7C2022-03-21%5C%22+AND+%28billIsReserved%3A%5C%22N%5C%22+OR+type%3A%5C%22AMENDMENT%5C%22%29%22%2C%22%5C%22117%7C2022-03-21%5C%22%22%5D%7D&s=1&r=5
03/21/2022,BILL,REFUSE PUTIN Act,"Rep. McKinley, David B. [R-WV-1]", House - Energy and Commerce; Ways and Means; Foreign Affairs; Oversight and Reform; Financial Services; Intelligence (Permanent Select); Armed Services; Transportation and Infrastructure; Natural Resources; Agriculture        ,"House - 03/21/2022 Referred to the Subcommittee on Commodity Exchanges, Energy, and Credit. (",Introduced,https://www.congress.gov/bill/117th-congress/house-bill/6960?q=%7B%22search%22%3A%5B%22actionDate%3A%5C%22117%7C2022-03-21%5C%22+AND+%28billIsReserved%3A%5C%22N%5C%22+OR+type%3A%5C%22AMENDMENT%5C%22%29%22%2C%22%5C%22117%7C2022-03-21%5C%22%22%5D%7D&s=1&r=6
03/21/2022,BILL,Public Lands Telecommunications Act,"Rep. Huffman, Jared [D-CA-2]", House - Natural Resources; Agriculture        ,House - 03/21/2022 Referred to the Subcommittee on Conservation and Forestry. (,Introduced,https://www.congress.gov/bill/117th-congress/house-bill/6982?q=%7B%22search%22%3A%5B%22actionDate%3A%5C%22117%7C2022-03-21%5C%22+AND+%28billIsReserved%3A%5C%22N%5C%22+OR+type%3A%5C%22AMENDMENT%5C%22%29%22%2C%22%5C%22117%7C2022-03-21%5C%22%22%5D%7D&s=1&r=7
03/21/2022,BILL,PIGS Act of 2022,"Rep. Escobar, Veronica [D-TX-16]", House - Agriculture        ,House - 03/21/2022 Referred to the Subcommittee on Livestock and Foreign Agriculture. (,Introduced,https://www.congress.gov/bill/117th-congress/house-bill/7004?q=%7B%22search%22%3A%5B%22actionDate%3A%5C%22117%7C2022-03-21%5C%22+AND+%28billIsReserved%3A%5C%22N%5C%22+OR+type%3A%5C%22AMENDMENT%5C%22%29%22%2C%22%5C%22117%7C2022-03-21%5C%22%22%5D%7D&s=1&r=8
03/21/2022,BILL,Rural Prosperity Act of 2022,"Rep. Craig, Angie [D-MN-2]", House - Agriculture        ,"House - 03/21/2022 Referred to the Subcommittee on Commodity Exchanges, Energy, and Credit. (",Introduced,https://www.congress.gov/bill/117th-congress/house-bill/7019?q=%7B%22search%22%3A%5B%22actionDate%3A%5C%22117%7C2022-03-21%5C%22+AND+%28billIsReserved%3A%5C%22N%5C%22+OR+type%3A%5C%22AMENDMENT%5C%22%29%22%2C%22%5C%22117%7C2022-03-21%5C%22%22%5D%7D&s=1&r=9
03/21/2022,BILL,ID for EBT Act of 2022,"Rep. Grothman, Glenn [R-WI-6]", House - Agriculture        ,"House - 03/21/2022 Referred to the Subcommittee on Nutrition, Oversight, and Department Operations. (",Introduced,https://www.congress.gov/bill/117th-congress/house-bill/7026?q=%7B%22search%22%3A%5B%22actionDate%3A%5C%22117%7C2022-03-21%5C%22+AND+%28billIsReserved%3A%5C%22N%5C%22+OR+type%3A%5C%22AMENDMENT%5C%22%29%22%2C%22%5C%22117%7C2022-03-21%5C%22%22%5D%7D&s=1&r=10
