date,url
06/25/2021,https://www.congress.gov/congressional-record/2021/6/25/daily-digest
06/28/2021,https://www.congress.gov/congressional-record/2021/6/28/daily-digest
07/02/2021,https://www.congress.gov/congressional-record/2021/7/2/daily-digest
06/29/2021,https://www.congress.gov/congressional-record/2021/6/29/daily-digest
06/22/2021,https://www.congress.gov/congressional-record/2021/6/22/daily-digest
06/30/2021,https://www.congress.gov/congressional-record/2021/6/30/daily-digest
06/23/2021,https://www.congress.gov/congressional-record/2021/6/23/daily-digest
06/24/2021,https://www.congress.gov/congressional-record/2021/6/24/daily-digest
07/01/2021,https://www.congress.gov/congressional-record/2021/7/1/daily-digest
