category,date,url,content
Nominations,03/24/22,https://www.congress.gov/nomination/117th-congress/1455,"Erin Elizabeth McKee, of California, to be an Assistant Administrator of the United States Agency for International Development, vice Brock D. Bierman."
Nominations,03/24/22,https://www.congress.gov/nomination/117th-congress/772,"Julieta Valls Noyes, of Virginia, a Career Member of the Senior Foreign Service, Class of Career Minister, to be an Assistant Secretary of State (Population, Refugees, and Migration), vice Anne Claire Richard."
Nominations,03/24/22,https://www.congress.gov/nomination/117th-congress/1465,"Alina L. Romanowski, of Illinois, a Career Member of the Senior Executive Service, to be Ambassador Extraordinary and Plenipotentiary of the United States of America to the Republic of Iraq."
Nominations,03/24/22,https://www.congress.gov/nomination/117th-congress/1253,"Douglas T. Hickey, of Idaho, to be Ambassador Extraordinary and Plenipotentiary of the United States of America to the Republic of Finland."
Nominations,03/23/22,https://www.congress.gov/nomination/117th-congress/1580,"Steven H. Fagin, of New Jersey, a Career Member of the Senior Foreign Service, Class of Minister-Counselor, to be Ambassador Extraordinary and Plenipotentiary of the United States of America to the Republic of Yemen."
Nominations,03/23/22,https://www.congress.gov/nomination/117th-congress/1570,"Monde Muyangwa, of Maryland, to be an Assistant Administrator of the United States Agency for International Development, vice Ramsey Coats Day."
Nominations,03/23/22,https://www.congress.gov/nomination/117th-congress/1059,"Rebecca Eliza Gonzales, of Texas, a Career Member of the Senior Foreign Service, Class of Minister-Counselor, to be Director of the Office of Foreign Missions, with rank of Ambassador, vice Stephen Akard, resigned."
