category,date,url,title
minority,5/27/22,http://www.hsgac.senate.gov/media/minority-media/portman-grassley-inhofe-demand-update-from-fbi-on-afghan-evacuees-flagged-for-security-concerns-denounce-dhss-continued-failure-to-use-all-vetting-tools,"Portman, Grassley, Inhofe Demand Update from FBI on Afghan Evacuees Flagged for Security Concerns, Denounce DHS’s Continued Failure to Use All Vetting Tools"
majority,5/27/22,http://www.hsgac.senate.gov/media/majority-media/peters-and-portman-bill-to-protect-communities-from-future-changes-to-metropolitan-area-standards-passes-senate-,Peters and Portman Bill to Protect Communities from Future Changes to Metropolitan Area Standards Passes Senate
majority,5/26/22,http://www.hsgac.senate.gov/media/majority-media/peters-bipartisan-bill-to-increase-transparency-in-foreign-lobbying-advances-in-senate,Peters Bipartisan Bill to Increase Transparency in Foreign Lobbying Advances in Senate
majority,5/26/22,http://www.hsgac.senate.gov/media/majority-media/peters-and-braun-bipartisan-bill-to-bolster-transparency-and-accountability-for-federal-agency-performance-goals-advances-in-senate,Peters & Braun Bipartisan Bill to Bolster Transparency and Accountability for Federal Agency Performance Goals Advances in Senate
majority,5/25/22,http://www.hsgac.senate.gov/media/majority-media/peters-grassley-hassan-and-ernst-bipartisan-legislation-to-prevent-conflicts-of-interest-in-federal-contracting-advances-in-senate,"Peters, Grassley, Hassan & Ernst Bipartisan Legislation to Prevent Conflicts of Interest in Federal Contracting Advances in Senate"
hearings,6/07/22,http://www.hsgac.senate.gov/hearings/rising-threats-ransomware-attacks-and-ransom-payments-enabled-by-cryptocurrency,Full Committee Hearing : Rising Threats: Ransomware Attacks and Ransom Payments Enabled by Cryptocurrency
hearings,5/25/22,http://www.hsgac.senate.gov/hearings/05/18/2022/business-meeting-,Business Meeting : Business Meeting
minority,5/27/22,http://www.hsgac.senate.gov/media/minority-media/portman-peters-bill-to-protect-communities-from-future-changes-to-metropolitan-area-standards-passes-senate,"Portman, Peters Bill to Protect Communities from Future Changes to Metropolitan Area Standards Passes Senate"
minority,5/26/22,http://www.hsgac.senate.gov/media/minority-media/portman-hassan-introduce-bipartisan-legislation-to-authorize-stipends-to-transnational-criminal-investigative-units,"Portman, Hassan Introduce Bipartisan Legislation to Authorize Stipends to Transnational Criminal Investigative Units"
minority,5/25/22,http://www.hsgac.senate.gov/media/minority-media/portman-klobuchar-blunt-peters-bipartisan-legislation-to-ensure-congressional-cybersecurity-defenders-receive-timely-cybersecurity-information-advances-in-senate_-,"Portman, Klobuchar, Blunt, Peters Bipartisan Legislation to Ensure Congressional Cybersecurity Defenders Receive Timely Cybersecurity Information Advances in Senate"
minority,5/25/22,http://www.hsgac.senate.gov/media/minority-media/portman-peters-bipartisan-bill-to-protect-pets-and-other-animals-during-and-after-natural-disasters-advances-in-senate,"Portman, Peters Bipartisan Bill to Protect Pets and Other Animals During and After Natural Disasters Advances in Senate"
minority,5/25/22,http://www.hsgac.senate.gov/media/minority-media/after-sentencing-of-chinese-thousand-talents-plan-award-recipient-portman-calls-for-usica-conference-report-to-safeguard-american-innovation,"After Sentencing of Chinese Thousand Talents Plan Award Recipient, Portman Calls for USICA Conference Report to Safeguard American Innovation"
minority,5/25/22,http://www.hsgac.senate.gov/media/minority-media/portman-sinema-bipartisan-legislation-to-expand-femas-capacity-to-help-communities-address-technological-hazards-advances-in-senate,"Portman, Sinema Bipartisan Legislation to Expand FEMA’s Capacity to Help Communities Address Technological Hazards Advances in Senate"
minority,5/25/22,http://www.hsgac.senate.gov/media/minority-media/portman-peters-stabenow-bipartisan-legislation-to-strengthen-us-supply-chains-and-economic-security-advances-in-senate,"Portman, Peters, Stabenow Bipartisan Legislation to Strengthen U.S. Supply Chains & Economic Security Advances in Senate"
majority,5/25/22,http://www.hsgac.senate.gov/media/majority-media/peters-romney-burr-and-hagerty-bipartisan-bill-to-ensure-appropriate-use-and-recycling-of-federal-electric-vehicle-batteries-advances-in-senate,"Peters, Romney, Burr & Hagerty Bipartisan Bill to Ensure Appropriate Use and Recycling of Federal Electric Vehicle Batteries Advances in Senate"
majority,5/25/22,http://www.hsgac.senate.gov/media/majority-media/peters-and-portman-bipartisan-bill-to-protect-pets-and-other-animals-during-and-after-natural-disasters-advances-in-senate,Peters & Portman Bipartisan Bill to Protect Pets and Other Animals During and After Natural Disasters Advances in Senate
majority,5/25/22,http://www.hsgac.senate.gov/media/majority-media/peters-and-portman-bipartisan-bill-improving-how-congress-works-to-save-taxpayer-dollars-and-enhance-government-efficiency-advances-in-senate,Peters & Portman Bipartisan Bill Improving How Congress Works to Save Taxpayer Dollars and Enhance Government Efficiency Advances in Senate
majority,5/25/22,http://www.hsgac.senate.gov/media/majority-media/peters-portman-stabenow-bipartisan-legislation-to-strengthen-us-supply-chains-and-economic-security-advances-in-senate,"Peters, Portman, Stabenow Bipartisan Legislation to Strengthen U.S. Supply Chains & Economic Security Advances in Senate"
majority,5/24/22,http://www.hsgac.senate.gov/media/majority-media/peters-releases-new-report-on-rise-of-ransomware-attacks-and-how-cryptocurrencies-facilitate-cybercrimes,Peters Releases New Report on Rise of Ransomware Attacks and How Cryptocurrencies Facilitate Cybercrimes
minority,5/25/22,http://www.hsgac.senate.gov/media/minority-media/portman-peters-bipartisan-legislation-to-streamline-how-government-accountability-office-informs-congress-about-unimplemented-recommendations-advances-from-committee,"Portman, Peters Bipartisan Legislation to Streamline How Government Accountability Office Informs Congress About Unimplemented Recommendations Advances From Committee"
minority,5/24/22,http://www.hsgac.senate.gov/media/minority-media/portman-statement-on-federal-charges-against-ohio-based-alleged-isis-operative-using-unsecured-southern-border-to-smuggle-in-terrorists,Portman Statement on Federal Charges Against Ohio-Based Alleged ISIS Operative Using Unsecured Southern Border to Smuggle in Terrorists
