category,date,url,title
Hearings,12/15/21,https://www.banking.senate.gov/hearings/disaster-recovery-assistance_-authorization-of-the-community-development-block-grant--disaster-recovery-program,Disaster Recovery Assistance - Authorization of the Community Development Block Grant – Disaster Recovery Program
Minority Press Release,12/10/21,https://www.banking.senate.gov/newsroom/minority/gop-senators-call-on-labor-department-to-stop-politicizing-americans-retirement-savings,GOP Senators Call on Labor Department to Stop Politicizing Americans’ Retirement Savings
Hearings,12/14/21,https://www.banking.senate.gov/hearings/stablecoins-how-do-they-work-how-are-they-used-and-what-are-their-risks,"Stablecoins: How Do They Work, How Are They Used, and What Are Their Risks?"
Minority Press Release,12/10/21,https://www.banking.senate.gov/newsroom/minority/toomey-statement-on-inflation-reaching-nearly-40-year-high,Toomey Statement on Inflation Reaching Nearly 40-Year High
Minority Press Release,12/09/21,https://www.banking.senate.gov/newsroom/minority/toomey-statement-on-chopras-illegitimate-fdic-coup,Toomey Statement on Chopra’s Illegitimate FDIC Coup
Majority Press Release,12/14/21,https://www.banking.senate.gov/newsroom/majority/brown-statement-on-the-selection-of-sandra-thompson-to-lead-fhfa,Brown Statement on the Selection of Sandra Thompson to Lead FHFA
Majority Press Release,12/14/21,https://www.banking.senate.gov/newsroom/majority/brown-we-must-protect-consumers-and-the-economy-from-stablecoin-risks,Brown: We Must Protect Consumers and the Economy from Stablecoin Risks
Majority Press Release,12/13/21,https://www.banking.senate.gov/newsroom/majority/brown-warnock-urge-banking-agencies-to-support-banks-that-serve-black-and-brown-communities,"Brown, Warnock Urge Banking Agencies to Support Banks that Serve Black and Brown Communities"
Majority Press Release,12/10/21,https://www.banking.senate.gov/newsroom/majority/brown-toomey-warner-van-hollen-press-wmata-for-information-on-7000-series-railcars-following-the-october-derailment-in-northern-virginia,"Brown, Toomey, Warner, Van Hollen Press WMATA For Information On 7000 Series Railcars Following the October Derailment in Northern Virginia"
Majority Press Release,12/10/21,https://www.banking.senate.gov/newsroom/majority/brown-the-fdic-must-ensure-we-have-a-strong-and-competitive-banking-system-for-main-street,Brown: The FDIC Must Ensure We Have A Strong And Competitive Banking System For Main Street
