category,date,url,content
Legislation,11/09/21,https://www.congress.gov/bill/117th-congress/senate-bill/1064,"A bill to advance the strategic alignment of United States diplomatic tools toward the realization of free, fair, and transparent elections in Nicaragua and to reaffirm the commitment of the United States to protect the fundamental freedoms and human rights of the people of Nicaragua, and for other purposes."
Legislation,11/04/21,https://www.congress.gov/bill/117th-congress/senate-bill/3172,"A bill to amend the Foreign Agents Registration Act of 1938, as amended, to require registration statements filed under that Act to be filed in a structured data format to enable the statements to be digitized for purposes of the publicly available electronic database maintained under that Act, and for other purposes."
Legislation,11/04/21,https://www.congress.gov/bill/117th-congress/senate-resolution/446,A resolution commending the Government of Lithuania for its resolve in increasing ties with Taiwan and supporting its firm stance against coercion by the Chinese Communist Party.
Legislation,11/04/21,https://www.congress.gov/bill/117th-congress/senate-bill/3199,"A bill to promote peace and democracy in Ethiopia, and for other purposes."
Legislation,11/04/21,https://www.congress.gov/bill/117th-congress/senate-bill/3192,A bill to advance a policy to ensure peace and security across the Taiwan Strait.
Legislation,11/04/21,https://www.congress.gov/bill/117th-congress/senate-bill/3201,A bill to establish a joint United States-Taiwan Infectious Disease Monitoring Center to serve as an early warning center in the case of an infectious disease outbreak in the Indo-Pacific region.
Legislation,11/04/21,https://www.congress.gov/bill/117th-congress/senate-bill/3178,A bill to express the sense of Congress on interoperability with Taiwan.
Legislation,11/04/21,https://www.congress.gov/bill/117th-congress/senate-concurrent-resolution/20,"A concurrent resolution condemning the October 25, 2021, military coup in Sudan and standing with the people of Sudan."
Nominations,11/04/21,https://www.congress.gov/nomination/117th-congress/1362,"Alice P. Albright, of the District of Columbia, to be Chief Executive Officer, Millennium Challenge Corporation, vice Sean Cairncross."
Nominations,11/04/21,https://www.congress.gov/nomination/117th-congress/1364,"Monde Muyangwa, of Maryland, to be an Assistant Administrator of the United States Agency for International Development, vice Ramsey Coats Day."
Nominations,11/04/21,https://www.congress.gov/nomination/117th-congress/1363,"Randi Charno Levine, of New York, to be Ambassador Extraordinary and Plenipotentiary of the United States of America to the Portuguese Republic."
Nominations,11/04/21,https://www.congress.gov/nomination/117th-congress/1365,"Marc B. Nathanson, of California, to be Ambassador Extraordinary and Plenipotentiary of the United States of America to the Kingdom of Norway."
