category,date,title,url,summary
Markups,03/22/2022,Executive Session,https://www.commerce.senate.gov/2022/3/executive-session,"U.S. Senator Maria Cantwell (D-Wash.), Chair of the Committee on Commerce, Science, and Transportation, will convene an Executive Session at 10 a.m. EDT on Tuesday, March 22, 2022, to consider several pieces of legislation. "
Hearings,03/28/2022,Made in America: The Future of Automotive Innovation and Semiconductor Chips,https://www.commerce.senate.gov/2022/3/sen-peters-to-host-commerce-subcommittee-field-hearing-in-detroit-on-march-28,"U.S. Senator Gary Peters (D-Mich.), Chair of the Subcommittee on Surface Transportation, Maritime, Freight, and Ports, will hold a field committee hearing on Monday, March 28, 2022, at 10 a.m. in Detroit, Michigan, titled “Made in America: The Future of Automotive Innovation and Semiconductor Chips.”"
Press Release,03/22/2022,Commerce Committee Approves Critical Legislation Including Ocean Shipping Reform Bill,https://www.commerce.senate.gov/2022/3/commerce-committee-approves-critical-legislation-including-ocean-shipping-reform-bill,"The U.S. Senate Committee on Commerce, Science, and Transportation approved 11 bills, including ocean shipping reform legislation.  All are subject to approval by the full Senate. "
Hearings,03/23/2022,Developing Next Generation Technology for Innovation,https://www.commerce.senate.gov/2022/3/developing-next-generation-technology-for-innovation,"U.S. Senator Maria Cantwell (D-Wash.), Chair of the Senate Committee on Commerce, Science, and Transportation, will convene a hearing titled, “Developing Next Generation Technology for Innovation” at 10:00 a.m. EDT on Wednesday, March 23, 2022. "
Hearings,03/22/2022,Executive Session,https://www.commerce.senate.gov/2022/3/executive-session,"U.S. Senator Maria Cantwell (D-Wash.), Chair of the Committee on Commerce, Science, and Transportation, will convene an Executive Session at 10 a.m. EDT on Tuesday, March 22, 2022, to consider several pieces of legislation. "
Press Release,03/21/2022,Wicker Urges President Biden to Increase U.S. Coast Guard Funding,https://www.commerce.senate.gov/2022/3/wicker-urges-president-biden-to-increase-u-s-coast-guard-funding,"WASHINGTON – U.S. Sen. Roger Wicker, R-Miss., ranking member of the Senate Committee on Commerce, Science, and Transportation, today sent a letter to President Biden advocating for the Coast Guard’s funding priorities ahead of the release of President Biden’s Fiscal Year 2023 Federal Budget."
Press Release,03/21/2022,Cantwell Speaks about Urgency for Congress to Move Forward with Bipartisan Innovation and Competition Legislation,https://www.commerce.senate.gov/2022/3/cantwell-speaks-about-urgency-for-congress-to-move-forward-with-bipartisan-innovation-and-competition-legislation,"U.S. Senator Maria Cantwell, D-Wash., Chair of the Senate Committee on Commerce, Science, and Transportation, spoke on the Senate floor tonight on the urgency for Congress to move bipartisan innovation competitiveness legislation forward. "
Press Release,03/18/2022,Cantwell to Chair Commerce Committee Hearing on Impact of Surging Gas Prices on U.S. Consumers and Commerce ,https://www.commerce.senate.gov/2022/3/cantwell-to-chair-commerce-committee-hearing-on-impact-of-surging-gas-prices-on-u-s-consumers-and-commerce,"U.S. Senator Maria Cantwell, Chair of the Senate Committee on Commerce, Science, and Transportation, today announced that, in the coming weeks, the Committee will hold a hearing to examine the impact of the surge in petroleum prices on commerce and consumers, and has invited leading oil industry executives to testify. "
Press Release,03/17/2022,Senators Urge Leadership to Maintain EPSCoR Provisions in Conference Bill,https://www.commerce.senate.gov/2022/3/senators-urge-leadership-to-maintain-epscor-provisions-in-conference-bill,"WASHINGTON – U.S. Sen. Roger Wicker, R-Miss., ranking member of the Senate Committee on Commerce, Science, and Transportation, today led a letter with U.S. Senators Catherine Cortez Masto, D-Nev., and Jack Reed, D-R.I., to congressional leadership in support of maintaining provisions found in the United States Innovation and Competition Act (USICA) to strengthen the Established Program to Stimulate Competitive Research (EPSCoR).
 "
Press Release,03/17/2022,Wicker Calls on Federal Trade Commission to Produce Evidence for Claims of Market Manipulation in Gas and Oil Markets,https://www.commerce.senate.gov/2022/3/wicker-calls-on-federal-trade-commission-to-produce-evidence-for-claims-of-market-manipulation-in-gas-and-oil-markets,"WASHINGTON – U.S. Sen. Roger Wicker, R-Miss., ranking member of the Senate Committee on Commerce, Science, and Transportation, today sent a letter to Lina Khan, Chair of the Federal Trade Commission (FTC), calling on the agency to provide evidence to support suggestions from the White House and Democrats in Congress that market manipulation, collusion, or other improper or illegal behavior in the gasoline and crude oil markets is responsible for the surges in gas prices in the U.S."
