category,date,url,content
Nominations,09/13/21,https://www.congress.gov/nomination/117th-congress/268,"Brian A. Nichols, of Rhode Island, a Career Member of the Senior Foreign Service, Class of Career Minister, to be an Assistant Secretary of State (Western Hemisphere Affairs), vice Kimberly Breier, resigned."
Nominations,09/13/21,https://www.congress.gov/nomination/117th-congress/551,"Donald Lu, of California, a Career Member of the Senior Foreign Service, Class of Minister-Counselor, to be Assistant Secretary of State for South Asian Affairs, vice Nisha Desai Biswal."
