category,date,url,content
Nominations,10/19/21,https://www.congress.gov/nomination/117th-congress/779,"Jeffrey M. Hovenier, of Washington, a Career Member of the Senior Foreign Service, Class of Minister-Counselor, to be Ambassador Extraordinary and Plenipotentiary of the United States of America to the Republic of Kosovo."
Nominations,10/19/21,https://www.congress.gov/nomination/117th-congress/772,"Julieta Valls Noyes, of Virginia, a Career Member of the Senior Foreign Service, Class of Career Minister, to be an Assistant Secretary of State (Population, Refugees, and Migration), vice Anne Claire Richard."
Nominations,10/19/21,https://www.congress.gov/nomination/117th-congress/1254,"John N. Nkengasong, of Georgia, to be Ambassador at Large, Coordinator of United States Government Activities to Combat HIV/AIDS Globally."
Nominations,10/19/21,https://www.congress.gov/nomination/117th-congress/934,"Mark Gitenstein, of Washington, to be Representative of the United States of America to the European Union, with the rank and status of Ambassador Extraordinary and Plenipotentiary."
Nominations,10/19/21,https://www.congress.gov/nomination/117th-congress/732,"Sharon L. Cromer, of New York, a Career Member of the Senior Foreign Service, Class of Career Minister, to be Ambassador Extraordinary and Plenipotentiary of the United States of America to the Republic of The Gambia."
Nominations,10/19/21,https://www.congress.gov/nomination/117th-congress/378,"Steven C. Bondy, of New Jersey, a Career Member of the Senior Foreign Service, Class of Minister-Counselor, to be Ambassador Extraordinary and Plenipotentiary of the United States of America to the Kingdom of Bahrain."
Nominations,10/19/21,https://www.congress.gov/nomination/117th-congress/734,"Marc Ostfield, of Pennsylvania, a Career Member of the Senior Executive Service, to be Ambassador Extraordinary and Plenipotentiary of the United States of America to the Republic of Paraguay."
Nominations,10/19/21,https://www.congress.gov/nomination/117th-congress/1008, 08/09/2021
Nominations,10/19/21,https://www.congress.gov/nomination/117th-congress/910,"Caryn R. McClelland, of California, a Career Member of the Senior Foreign Service, Class of Minister-Counselor, to be Ambassador Extraordinary and Plenipotentiary of the United States of America to Brunei Darussalam."
Nominations,10/19/21,https://www.congress.gov/nomination/117th-congress/776,"Bathsheba Nell Crocker, of the District of Columbia, to be Representative of the United States of America to the Office of the United Nations and Other International Organizations in Geneva, with the rank of Ambassador."
Nominations,10/19/21,https://www.congress.gov/nomination/117th-congress/905,"17 nominations, beginning with Rosemary Gallant, and ending with Eric Wolff"
Nominations,10/19/21,https://www.congress.gov/nomination/117th-congress/923,"David L. Cohen, of Pennsylvania, to be Ambassador Extraordinary and Plenipotentiary of the United States of America to Canada."
Nominations,10/19/21,https://www.congress.gov/nomination/117th-congress/781,"Jack A. Markell, of Delaware, to be Representative of the United States of America to the Organization for Economic Cooperation and Development, with the rank of Ambassador."
Nominations,10/19/21,https://www.congress.gov/nomination/117th-congress/1015, 08/09/2021
Nominations,10/19/21,https://www.congress.gov/nomination/117th-congress/912,"Howard A. Van Vranken, of California, a Career Member of the Senior Foreign Service, Class of Minister-Counselor, to be Ambassador Extraordinary and Plenipotentiary of the United States of America to the Republic of Botswana."
Nominations,10/19/21,https://www.congress.gov/nomination/117th-congress/774,"Claire D. Cronin, of Massachusetts, to be Ambassador Extraordinary and Plenipotentiary of the United States of America to Ireland."
Nominations,10/19/21,https://www.congress.gov/nomination/117th-congress/1255,"George J. Tsunis, of New York, to be Ambassador Extraordinary and Plenipotentiary of the United States of America to Greece."
Nominations,10/19/21,https://www.congress.gov/nomination/117th-congress/873,"Kent Doyle Logsdon, of Pennsylvania, a Career Member of the Senior Foreign Service, Class of Minister-Counselor, to be Ambassador Extraordinary and Plenipotentiary of the United States of America to the Republic of Moldova."
Nominations,10/19/21,https://www.congress.gov/nomination/117th-congress/935,"Laura S. H. Holgate, of Virginia, to be Representative of the United States of America to the Vienna Office of the United Nations, with the rank of Ambassador."
Nominations,10/19/21,https://www.congress.gov/nomination/117th-congress/911,"Michael J. Murphy, of New York, a Career Member of the Senior Foreign Service, Class of Minister-Counselor, to be Ambassador Extraordinary and Plenipotentiary of the United States of America to Bosnia and Herzegovina."
