category,date,url,title
majority,01/13/22,https://www.finance.senate.gov/chairmans-news/wyden-launches-investigation-into-opportunity-zones,Wyden Launches Investigation into Opportunity Zones
majority,01/12/22,https://www.finance.senate.gov/chairmans-news/wyden-statement-on-taxpayer-advocate-report,Wyden Statement on Taxpayer Advocate Report
majority,01/12/22,https://www.finance.senate.gov/chairmans-news/bipartisan-senate-finance-committee-leaders-wyden-and-crapo-ustr-must-enforce-usmca-to-ensure-benefits-for-american-workers-farmers-and-businesses,"Bipartisan Senate Finance Committee Leaders Wyden and Crapo: USTR Must Enforce USMCA to Ensure Benefits for American Workers, Farmers and Businesses"
majority,01/10/22,https://www.finance.senate.gov/chairmans-news/wyden-statement-on-hhs-decision-to-reassess-part-b-premium-increase,Wyden Statement on HHS Decision to Reassess Part B Premium Increase
majority,01/13/22,https://www.finance.senate.gov/download/wyden-letter-to-shopoff-realty-investments,Wyden Letter to Shopoff Realty Investments
majority,01/13/22,https://www.finance.senate.gov/download/wyden-letter-to-related-group-opportunity-zones,Wyden Letter to Related Group Opportunity Zones
majority,01/13/22,https://www.finance.senate.gov/download/wyden-letter-to-ptm-partners-opportunity-zones,Wyden Letter to PTM Partners Opportunity Zones
majority,01/13/22,https://www.finance.senate.gov/download/wyden-letter-to-hatteras-sky-opportunity-zones,Wyden Letter to Hatteras Sky Opportunity Zones
majority,01/13/22,https://www.finance.senate.gov/download/wyden-letter-to-cresset-partners-opportunity-zones,Wyden Letter to Cresset Partners Opportunity Zones
majority,01/13/22,https://www.finance.senate.gov/download/wyden-letter-to-skybridge-capital-opportunity-zones,Wyden Letter to SkyBridge Capital Opportunity Zones
majority,01/13/22,https://www.finance.senate.gov/download/wyden-letter-to-opportunity-funds,Wyden Letter to Opportunity Funds
majority,01/12/22,https://www.finance.senate.gov/download/bipartisan-senate-finance-committee-leaders-wyden-and-crapo-ustr-must-enforce-usmca-to-ensure-benefits-for-american-workers-farmers-and-businesses,"Bipartisan Senate Finance Committee Leaders Wyden and Crapo: USTR Must Enforce USMCA to Ensure Benefits for American Workers, Farmers and Businesses"
minority,01/13/22,https://www.finance.senate.gov/ranking-members-news/record-high-inflation-greatest-threat-to-economic-recoveryjan,Record-High Inflation Greatest Threat to Economic Recovery
minority,01/12/22,https://www.finance.senate.gov/ranking-members-news/crapo-statement-on-inflation-reaching-nearly-40-year-highjan,Crapo Statement on Inflation Reaching Nearly 40-Year High
