category,date,url,title
majority,12/13/21,https://www.judiciary.senate.gov/press/dem/releases/durbin-questions-second-witness-panel-at-senate-judiciary-committee-chicago-field-hearing-on-reducing-gun-trafficking-and-violence,Durbin Questions Second Witness Panel at Senate Judiciary Committee Chicago Field Hearing on Reducing Gun Trafficking and Violence
hearings,12/16/21,https://www.judiciary.senate.gov/meetings/12/09/2021/executive-business-meeting,Executive Business Meeting
majority,12/13/21,https://www.judiciary.senate.gov/press/dem/releases/senate-confirms-lucy-koh-to-ninth-circuit-court-of-appeals,Senate Confirms Lucy Koh to Ninth Circuit Court of Appeals
majority,12/13/21,https://www.judiciary.senate.gov/press/dem/releases/durbin-questions-first-witness-panel-at-senate-judiciary-committee-chicago-field-hearing-on-reducing-gun-trafficking-and-violence,Durbin Questions First Witness Panel at Senate Judiciary Committee Chicago Field Hearing on Reducing Gun Trafficking and Violence
majority,12/13/21,https://www.judiciary.senate.gov/press/dem/releases/durbin-delivers-opening-statement-in-senate-judiciary-committee-chicago-field-hearing-on-reducing-gun-trafficking-and-violence,Durbin Delivers Opening Statement in Senate Judiciary Committee Chicago Field Hearing on Reducing Gun Trafficking and Violence
majority,12/09/21,https://www.judiciary.senate.gov/press/dem/releases/durbin-joined-by-lee-and-grassley-attempts-to-pass-bipartisan-inspector-general-access-act,"Durbin, Joined by Lee and Grassley, Attempts to Pass Bipartisan Inspector General Access Act"
majority,12/09/21,https://www.judiciary.senate.gov/press/dem/releases/judiciary-committee-advances-legislation-to-remove-pacer-paywall-increase-accessibility-to-court-records,"Judiciary Committee Advances Legislation to Remove PACER Paywall, Increase Accessibility to Court Records"
hearings,12/15/21,https://www.judiciary.senate.gov/meetings/the-impact-of-consolidation-and-monopoly-power-on-american-innovation,The Impact of Consolidation and Monopoly Power on American Innovation
hearings,12/15/21,https://www.judiciary.senate.gov/meetings/12/08/2021/nominations,Nominations
hearings,12/13/21,https://www.judiciary.senate.gov/meetings/combating-gun-trafficking-and-reducing-violence-in-chicago,Combating Gun Trafficking and Reducing Violence in Chicago
hearings,12/09/21,https://www.judiciary.senate.gov/meetings/12/02/2021/executive-business-meeting,Executive Business Meeting
