category,date,url,content
Nominations,02/03/22,https://www.congress.gov/nomination/117th-congress/1577,"Amy Gutmann, of Pennsylvania, to be Ambassador Extraordinary and Plenipotentiary of the United States of America to the Federal Republic of Germany."
Nominations,02/03/22,https://www.congress.gov/nomination/117th-congress/1753,"Michael J. Adler, of Maryland, a Career Member of the Senior Foreign Service, Class of Minister-Counselor, to be Ambassador Extraordinary and Plenipotentiary of the United States of America to the Republic of South Sudan."
Nominations,02/03/22,https://www.congress.gov/nomination/117th-congress/1747,"42 nominations, beginning with Kathy E. Body, and ending with Jessica Hunter Zaman"
Nominations,02/03/22,https://www.congress.gov/nomination/117th-congress/1567,"Lisa A. Carty, of Maryland, to be Representative of the United States of America on the Economic and Social Council of the United Nations, with the rank of Ambassador."
Nominations,02/03/22,https://www.congress.gov/nomination/117th-congress/1060,"Scott A. Nathan, of Massachusetts, to be Chief Executive Officer of the United States International Development Finance Corporation, vice Adam Seth Boehler."
Nominations,02/03/22,https://www.congress.gov/nomination/117th-congress/1754,"John T. Godfrey, of California, a Career Member of the Senior Foreign Service, Class of Minister-Counselor, to be Ambassador Extraordinary and Plenipotentiary of the United States of America to the Republic of the Sudan."
Nominations,02/03/22,https://www.congress.gov/nomination/117th-congress/782,"Chantale Yokmin Wong, of the District of Columbia, to be United States Director of the Asian Development Bank, with the rank of Ambassador, vice Jason Myung-lk Chung."
