category,date,url,content
Nominations,01/12/22,https://www.congress.gov/nomination/117th-congress/903,"2 nominations, beginning with John Breidenstine, and ending with Michael Lally"
Nominations,01/12/22,https://www.congress.gov/nomination/117th-congress/1034,"One nomination, beginning with Leon Skarshinski, and ending with Leon Skarshinski"
Nominations,01/12/22,https://www.congress.gov/nomination/117th-congress/1255,"Sarah H. Cleveland, of New York, to be Legal Adviser of the Department of State, vice Jennifer Gillian Newstead, resigned."
Nominations,01/12/22,https://www.congress.gov/nomination/117th-congress/1577,"George J. Tsunis, of New York, to be Ambassador Extraordinary and Plenipotentiary of the United States of America to Greece."
Nominations,01/12/22,https://www.congress.gov/nomination/117th-congress/1325,"Amy Gutmann, of Pennsylvania, to be Ambassador Extraordinary and Plenipotentiary of the United States of America to the Federal Republic of Germany."
Nominations,01/12/22,https://www.congress.gov/nomination/117th-congress/1362,"Christopher R. Hill, of Rhode Island, to be Ambassador Extraordinary and Plenipotentiary of the United States of America to the Republic of Serbia."
Nominations,01/12/22,https://www.congress.gov/nomination/117th-congress/1291,"Alice P. Albright, of the District of Columbia, to be Chief Executive Officer, Millennium Challenge Corporation, vice Sean Cairncross."
Nominations,01/12/22,https://www.congress.gov/nomination/117th-congress/1252,"Enoh T. Ebong, of the District of Columbia, to be Director of the Trade and Development Agency, vice Leocadia Irine Zak."
Nominations,01/12/22,https://www.congress.gov/nomination/117th-congress/1576,"Joseph Donnelly, of Indiana, to be Ambassador Extraordinary and Plenipotentiary of the United States of America to the Holy See."
Nominations,01/12/22,https://www.congress.gov/nomination/117th-congress/1290,"Laura S. H. Holgate, of Virginia, to be Representative of the United States of America to the International Atomic Energy Agency, with the rank of Ambassador."
Nominations,01/12/22,https://www.congress.gov/nomination/117th-congress/1579,"Donald Armin Blome, of Illinois, a Career Member of the Senior Foreign Service, Class of Minister-Counselor, to be Ambassador Extraordinary and Plenipotentiary of the United States of America to the Islamic Republic of Pakistan."
Nominations,01/12/22,https://www.congress.gov/nomination/117th-congress/1567,"Eric M. Garcetti, of California, to be Ambassador Extraordinary and Plenipotentiary of the United States of America to the Republic of India."
Nominations,01/12/22,https://www.congress.gov/nomination/117th-congress/1284,"Lisa A. Carty, of Maryland, to be Representative of the United States of America on the Economic and Social Council of the United Nations, with the rank of Ambassador."
Nominations,01/12/22,https://www.congress.gov/nomination/117th-congress/1568,"James C. O'Brien, of Nebraska, to be Head of the Office of Sanctions Coordination, with the rank of Ambassador.  (New Position)"
Nominations,01/12/22,https://www.congress.gov/nomination/117th-congress/1296,"Lisa A. Carty, of Maryland, to be an Alternate Representative of the United States of America to the Sessions of the General Assembly of the United Nations, during her tenure of service as Representative of the United States of America on the Economic and Social Council of the United Nations."
Nominations,01/12/22,https://www.congress.gov/nomination/117th-congress/1297,"Michele Taylor, of Georgia, for the rank of Ambassador during her tenure of service as United States Representative to the UN Human Rights Council."
Nominations,01/12/22,https://www.congress.gov/nomination/117th-congress/1061,"Beth Van Schaak, of California, to be Ambassador at Large for Global Criminal Justice."
Nominations,01/12/22,https://www.congress.gov/nomination/117th-congress/1662,"Oren E. Whyche-Shaw, of Maryland, to be United States Director of the African Development Bank for a term of five years, vice J. Steven Dowd."
