category,date,url,title
hearings,09/30/21,https://www.judiciary.senate.gov/meetings/09/24/2021/executive-business-meeting,Executive Business Meeting
hearings,09/29/21,https://www.judiciary.senate.gov/meetings/texass-unconstitutional-abortion-ban-and-the-role-of-the-shadow-docket,Texas’s Unconstitutional Abortion Ban and the Role of the Shadow Docket
hearings,09/28/21,https://www.judiciary.senate.gov/meetings/toxic-conservatorships-the-need-for-reform,Toxic Conservatorships: The Need for Reform
hearings,09/23/21,https://www.judiciary.senate.gov/meetings/09/23/2021/executive-business-meeting,Executive Business Meeting
hearings,09/22/21,https://www.judiciary.senate.gov/meetings/restoring-the-voting-rights-act-combating-discriminatory-abuses,Restoring the Voting Rights Act: Combating Discriminatory Abuses
minority,09/27/21,https://www.judiciary.senate.gov/press/rep/releases/grassley-presses-justice-dept-fbi-on-terrorist-travel-after-afghanistan-withdrawal,"Grassley Presses Justice Dept., FBI on Terrorist Travel after Afghanistan Withdrawal"
majority,09/27/21,https://www.judiciary.senate.gov/press/dem/releases/durbin-leahy-urge-president-biden-to-end-lethal-force-outside-of-war-zones-revise-nations-counterterrorism-policies,"Durbin, Leahy Urge President Biden to End Lethal Force Outside of War Zones, Revise Nation's Counterterrorism Policies"
majority,09/23/21,https://www.judiciary.senate.gov/press/dem/releases/senate-judiciary-committee-advances-latest-slate-of-nominations-and-legislation,Senate Judiciary Committee Advances Latest Slate of Nominations and Legislation
minority,09/23/21,https://www.judiciary.senate.gov/grassley-statement-at-a-judiciary-executive-business-meeting,Grassley Statement at a Judiciary Executive Business Meeting
minority,09/27/21,https://www.judiciary.senate.gov/grassley-to-fbi_-afghanistan-terrorism-traveler-investigations-safe-haven-vigilance,"Grassley to FBI - Afghanistan Terrorism Traveler Investigations, Safe Haven Vigilance"
minority,09/27/21,https://www.judiciary.senate.gov/grassley-to-justice-dept_-afghanistan-terrorism-traveler-investigations-safe-haven-vigilance,"Grassley to Justice Dept. - Afghanistan Terrorism Traveler Investigations, Safe Haven Vigilance"
majority,09/23/21,https://www.judiciary.senate.gov/press/dem/releases/durbin-leahy-ossoff-introduce-new-legislation-to-terminate-aumfs-no-later-than-10-years-after-enactment,"Durbin, Leahy, Ossoff Introduce New Legislation to Terminate AUMFs No Later Than 10 Years After Enactment"
majority,09/22/21,https://www.judiciary.senate.gov/press/dem/releases/durbin-urges-colleagues-to-support-nomination-of-florence-pan-to-district-court-of-dc,Durbin Urges Colleagues to Support Nomination of Florence Pan to District Court of D.C.
