category,date,url,title
majority,05/19/22,https://www.judiciary.senate.gov/press/dem/releases/durbin-presses-social-media-platforms-on-their-roles-in-promoting-extremist-content,Durbin Presses Social Media Platforms on their Roles in Promoting Extremist Content
majority,05/19/22,https://www.judiciary.senate.gov/press/dem/releases/house-passes-durbin-schneider-bipartisan-domestic-terrorism-prevention-act,"House Passes Durbin, Schneider Bipartisan Domestic Terrorism Prevention Act"
majority,05/19/22,https://www.judiciary.senate.gov/press/dem/releases/judiciary-committee-advances-four-bipartisan-bills-supporting-law-enforcement-during-police-week,Judiciary Committee Advances Four Bipartisan Bills Supporting Law Enforcement During Police Week
majority,05/19/22,https://www.judiciary.senate.gov/press/dem/releases/senate-commemorates-national-police-week,Senate Commemorates National Police Week
hearings,05/26/22,https://www.judiciary.senate.gov/meetings/05/26/2022/executive-business-meeting,Executive Business Meeting
hearings,05/25/22,https://www.judiciary.senate.gov/meetings/05/25/2022/nominations,Nominations
hearings,05/19/22,https://www.judiciary.senate.gov/meetings/05/19/2022/executive-business-meeting-1,Executive Business Meeting
minority,05/24/22,https://www.judiciary.senate.gov/press/rep/releases/judiciary-committee-leaders-press-justice-department-for-overdue-answers-on-dea-foreign-operations,Judiciary Committee Leaders Press Justice Department for Overdue Answers on DEA Foreign Operations
minority,05/20/22,https://www.judiciary.senate.gov/press/rep/releases/grassley-longtime-champion-of-the-false-claims-act-urges-supreme-court-to-uphold-original-congressional-intent-of-the-law,"Grassley, Longtime Champion of the False Claims Act, Urges Supreme Court to Uphold Original Congressional Intent of the Law"
minority,05/19/22,https://www.judiciary.senate.gov/press/rep/releases/grassley-leads-bill-to-crack-down-on-undisclosed-foreign-influence,Grassley Leads Bill to Crack Down on Undisclosed Foreign Influence
minority,05/19/22,https://www.judiciary.senate.gov/press/rep/releases/grassley-ossoff-introduce-bipartisan-bill-to-improve-public-safety,"Grassley, Ossoff Introduce Bipartisan Bill to Improve Public Safety"
minority,05/19/22,https://www.judiciary.senate.gov/press/rep/releases/judiciary-committee-advances-bills-supporting-law-enforcement-to-conclude-national-police-week,Judiciary Committee Advances Bills Supporting Law Enforcement to Conclude National Police Week
minority,05/25/22,https://www.judiciary.senate.gov/05/25/2022/grassley-statement-at-a-hearing-on-nominations,Grassley Statement at a Hearing on Nominations
minority,05/19/22,https://www.judiciary.senate.gov/grassley-statement-at-police-week-markup,Grassley Statement at Police Week Markup
minority,05/23/22,https://www.judiciary.senate.gov/grassley-durbin-to-dea_-oversight-of-foreign-operations,"Grassley, Durbin to DEA - Oversight of Foreign Operations"
